Seconds,Dryer_low_heat_1,Dryer_low_heat_2,Dryer_low_heat_3,Dryer_air_fluff,Dryer_extra_low_heat,Dryer_delicate,Dryer_cotton_cycle,Dryer_permanent_press,Dryer_high_heat_1,Dryer_high_heat_2
3.2,1.944402273,5.508106544,0.255007343,0.191290617,2.863279525,0.286732394,1.955561564,1.965840345,5.36196599,0.244996291
3.4,1.937832273,5.514676544,0.268797343,0.197199617,2.878709525,0.290016394,1.965411564,1.963870345,5.40758599,0.262070291
3.6,1.927662273,5.534046544,0.249425343,0.187022617,2.890529525,0.247986394,1.960811564,1.954020345,5.40036599,0.272249291
3.8,1.931922273,5.503846544,4.306251343,0.176188617,2.865909525,5.390026394,1.941771564,1.949750345,5.36852599,2.499809291
4,1.938492273,5.473646544,5.730331343,0.184067617,2.848509525,5.770586394,1.948991564,1.953360345,5.33898599,5.529209291
4.2,1.940462273,5.477256544,5.763161343,0.196214617,2.810109525,5.802766394,1.959501564,1.961900345,5.30419599,5.627389291
4.4,1.936852273,5.486776544,5.757581343,0.194573617,2.824219525,5.781756394,1.965411564,1.961900345,5.32651599,5.642169291
4.6,1.929952273,5.489076544,5.734591343,0.178814617,2.886589525,5.771906394,1.953261564,1.954020345,5.36425599,5.626409291
4.8,1.931922273,5.483816544,5.704061343,0.173233617,2.875429525,5.732496394,1.934881564,1.953030345,5.34423599,5.627059291
5,1.937832273,5.456906544,5.697491343,0.186365617,2.823239525,5.722326394,1.939151564,1.954350345,5.29532599,5.591599291
5.2,1.937182273,5.444436544,5.707341343,0.197856617,2.800259525,5.729216394,1.955561564,1.961240345,5.29007599,5.577479291
5.4,1.933562273,5.487106544,5.692891343,0.197527617,2.782539525,5.717726394,1.962131564,1.958940345,5.27530599,5.581749291
5.6,1.930612273,5.471676544,5.661041343,0.174218617,2.823569525,5.702296394,1.948991564,1.952710345,5.31174599,5.570919291
5.8,1.934882273,5.454276544,5.635431343,0.165682617,2.873129525,5.691786394,1.933891564,1.954020345,5.33143599,5.544649291
6,1.936522273,5.451656544,5.631821343,0.181441617,2.843589525,5.658296394,1.942101564,1.956320345,5.27924599,5.536109291
6.2,1.933892273,5.430316544,5.641341343,0.194244617,2.789429525,5.662236394,1.958521564,1.952380345,5.24084599,5.504919291
6.4,1.932252273,5.452636544,5.646601343,0.194244617,2.792709525,5.655666394,1.961141564,1.955000345,5.24609599,5.509509291
6.6,1.934222273,5.483816544,5.611131343,0.183410617,2.784509525,5.645486394,1.943091564,1.952050345,5.26316599,5.507209291
6.8,1.936852273,5.444756544,5.573371343,0.181769617,2.829799525,5.632676394,1.931921564,1.955000345,5.28777599,5.488499291
7,1.936522273,5.428346544,5.579941343,0.185709617,2.843919525,5.631366394,1.940791564,1.953690345,5.28679599,5.474379291
7.2,1.933892273,5.445746544,5.569431343,0.193916617,2.803219525,5.620856394,1.959831564,1.954350345,5.24281599,5.475039291
7.4,1.927982273,5.444436544,5.583221343,0.189977617,2.760549525,5.612976394,1.960161564,1.953030345,5.22607599,5.468469291
7.6,1.932582273,5.450996544,5.579281343,0.183082617,2.794029525,5.595246394,1.940461564,1.957630345,5.26907599,5.466499291
7.8,1.934882273,5.456906544,5.549731343,0.181112617,2.795989525,5.576856394,1.929301564,1.959270345,5.27103599,5.444169291
8,1.931922273,5.417186544,5.524781343,0.195229617,2.821599525,5.575216394,1.940791564,1.952710345,5.27300599,5.427419291
8.2,1.929302273,5.410956544,5.512301343,0.186365617,2.812409525,5.577846394,1.961471564,1.952710345,5.25725599,5.430709291
8.4,1.930612273,5.451326544,5.533311343,0.188663617,2.775639525,5.574886394,1.958521564,1.950080345,5.22836599,5.431689291
8.6,1.934552273,5.452966544,5.537581343,0.176844617,2.757919525,5.554856394,1.939801564,1.954350345,5.23099599,5.438919291
8.8,1.937832273,5.440496544,5.518861343,0.180784617,2.804199525,5.539756394,1.931271564,1.953030345,5.28022599,5.420199291
9,1.936192273,5.440826544,5.519851343,0.192275617,2.801899525,5.530886394,1.945381564,1.950740345,5.26611599,5.386379291
9.2,1.933892273,5.410296544,5.505731343,0.192931617,2.807149525,5.546326394,1.962461564,1.953690345,5.25003599,5.387039291
9.4,1.929952273,5.431636544,5.497191343,0.186037617,2.781879525,5.581786394,1.959501564,1.959270345,5.23099599,5.408709291
9.6,1.934882273,5.468726544,5.510001343,0.176516617,2.750699525,5.546976394,1.943411564,1.958290345,5.23657599,5.410349291
9.8,1.935532273,5.446406544,5.493251343,0.187022617,2.769409525,5.524656394,1.940461564,1.959930345,5.26086599,5.407069291
10,1.932582273,5.426376544,5.476841343,0.194901617,2.800919525,5.498716394,1.950311564,1.956970345,5.27760599,5.371279291
10.2,1.930942273,5.419156544,5.490301343,0.190961617,2.799929525,5.510206394,1.961471564,1.952710345,5.23624599,5.352229291
10.4,1.931272273,5.406686544,5.486031343,0.179142617,2.796319525,5.519396394,1.951621564,1.955330345,5.23624599,5.346979291
10.6,1.936522273,5.438526544,5.475191343,0.178158617,2.775969525,5.507576394,1.941771564,1.955000345,5.22639599,5.373899291
10.8,1.934222273,5.453626544,5.479791343,0.190633617,2.771379525,5.518736394,1.941121564,1.953690345,5.25725599,5.378829291
11,1.934552273,5.424736544,5.477491343,0.192603617,2.794029525,5.489186394,1.955231564,1.951060345,5.28351599,5.367659291
11.2,1.932582273,5.403736544,5.466991343,0.182754617,2.804199525,5.481966394,1.958521564,1.952050345,5.25232599,5.342709291
11.4,1.933242273,5.411936544,5.492931343,0.174875617,2.777289525,5.491816394,1.947021564,1.952050345,5.23132599,5.339749291
11.6,1.933242273,5.417846544,5.476841343,0.183082617,2.785489525,5.491816394,1.937831564,1.955000345,5.26152599,5.356169291
11.8,1.931922273,5.448696544,5.458121343,0.195229617,2.758249525,5.480976394,1.944401564,1.950080345,5.28055599,5.369309291
12,1.929952273,5.444756544,5.458451343,0.193260617,2.773349525,5.524976394,1.952611564,1.948440345,5.28285599,5.342379291
12.2,1.934882273,5.421786544,5.459431343,0.176188617,2.802889525,5.474416394,1.949981564,1.947780345,5.27596599,5.348619291
12.4,1.935862273,5.421456544,5.460421343,0.164697617,2.783519525,5.466206394,1.943741564,1.948110345,5.23755599,5.344019291
12.6,1.933892273,5.419486544,5.481101343,0.175203617,2.753319525,5.460626394,1.943091564,1.951720345,5.21589599,5.338109291
12.8,1.926672273,5.419156544,5.463371343,0.193916617,2.773019525,5.465546394,1.948991564,1.946800345,5.28810599,5.341719291
13,1.926342273,5.440496544,5.458781343,0.193588617,2.765139525,5.462916394,1.951291564,1.944830345,5.29828599,5.323989291
13.2,1.931272273,5.425396544,5.453851343,0.174546617,2.788119525,5.478686394,1.944071564,1.946470345,5.28187599,5.323339291
13.4,1.935212273,5.410296544,5.451551343,0.163384617,2.802229525,5.445186394,1.938491564,1.948440345,5.27136599,5.331869291
13.6,1.932582273,5.426056544,5.448271343,0.178486617,2.753979525,5.445516394,1.940461564,1.952710345,5.23690599,5.327279291
13.8,1.932582273,5.413906544,5.479131343,0.194244617,2.744459525,5.446506394,1.946701564,1.948770345,5.24904599,5.321369291
14,1.935862273,5.412266544,5.461071343,0.190633617,2.771049525,5.453726394,1.947681564,1.944500345,5.31009599,5.324319291
14.2,1.938492273,5.439506544,5.451551343,0.173561617,2.787789525,5.445846394,1.942761564,1.945810345,5.30353599,5.316109291
14.4,1.935212273,5.418176544,5.442031343,0.176188617,2.783519525,5.479336394,1.937501564,1.950410345,5.26677599,5.317429291
14.6,1.926672273,5.412926544,5.439401343,0.186037617,2.789429525,5.433366394,1.936521564,1.953360345,5.26349599,5.343369291
14.8,1.923722273,5.420476544,5.444661343,0.197856617,2.751349525,5.425486394,1.944071564,1.952380345,5.24871599,5.323339291
15,1.931272273,5.402416544,5.468631343,0.187350617,2.758579525,5.431396394,1.942761564,1.946800345,5.28515599,5.313479291
15.2,1.934882273,5.407666544,5.455821343,0.169950617,2.801899525,5.429096394,1.940791564,1.946140345,5.32618599,5.308559291
15.4,1.935532273,5.435246544,5.443341343,0.174218617,2.809449525,5.419906394,1.946701564,1.950740345,5.30025599,5.306589291
15.6,1.929302273,5.424406544,5.430211343,0.188663617,2.762509525,5.430416394,1.955891564,1.955000345,5.26119599,5.317749291
15.8,1.927002273,5.407016544,5.428571343,0.196871617,2.765139525,5.427456394,1.955231564,1.954350345,5.28187599,5.328589291
16,1.934222273,5.417516544,5.439401343,0.183082617,2.727719525,5.420896394,1.942101564,1.952710345,5.27268599,5.304949291
16.2,1.935212273,5.403736544,5.447941343,0.172248617,2.766129525,5.413666394,1.935531564,1.949750345,5.30451599,5.300019291
16.4,1.932252273,5.410956544,5.442691343,0.183410617,2.816999525,5.410716394,1.943411564,1.952050345,5.31961599,5.296409291
16.6,1.926672273,5.437866544,5.418721343,0.195229617,2.797959525,5.416946394,1.949981564,1.953690345,5.27497599,5.303959291
16.8,1.927332273,5.433596544,5.400661343,0.192931617,2.750699525,5.424836394,1.953261564,1.949750345,5.25397599,5.306919291
17,1.933892273,5.400446544,5.425611343,0.176516617,2.766129525,5.432386394,1.937831564,1.949420345,5.29040599,5.316109291
17.2,1.934552273,5.411606544,5.431521343,0.168965617,2.756279525,5.419906394,1.929301564,1.947450345,5.28515599,5.306919291
17.4,1.933892273,5.397496544,5.433161343,0.182754617,2.785159525,5.406116394,1.940791564,1.949090345,5.30714599,5.304949291
17.6,1.927002273,5.413246544,5.410511343,0.195558617,2.816019525,5.403486394,1.948011564,1.952380345,5.31075599,5.300349291
17.8,1.932582273,5.435896544,5.384571343,0.190961617,2.770719525,5.424176394,1.948341564,1.947780345,5.28646599,5.300019291
18,1.935862273,5.421786544,5.394091343,0.175859617,2.739539525,5.422866394,1.938821564,1.949420345,5.28285599,5.304949291
18.2,1.928972273,5.401106544,5.416091343,0.172905617,2.749389525,5.426146394,1.940461564,1.947120345,5.31075599,5.308559291
18.4,1.932912273,5.413576544,5.419371343,0.183739617,2.757919525,5.408086394,1.946371564,1.948110345,5.29532599,5.308229291
18.6,1.928642273,5.400446544,5.401641343,0.194573617,2.799609525,5.396266394,1.947681564,1.950410345,5.30287599,5.302979291
18.8,1.931592273,5.418826544,5.396061343,0.186365617,2.795669525,5.412686394,1.936851564,1.949750345,5.27924599,5.286229291
19,1.934222273,5.426376544,5.387191343,0.175531617,2.770389525,5.422866394,1.935211564,1.949090345,5.27169599,5.289509291
19.2,1.934222273,5.407346544,5.395401343,0.175531617,2.741839525,5.409066394,1.940461564,1.947780345,5.27826599,5.309869291
19.4,1.927662273,5.405696544,5.410841343,0.188992617,2.763169525,5.421216394,1.951291564,1.957300345,5.28810599,5.301009291
19.6,1.921092273,5.408326544,5.386211343,0.190633617,2.772029525,5.394626394,1.947681564,1.955660345,5.27399599,5.313809291
19.8,1.928312273,5.405046544,5.372421343,0.178814617,2.803219525,5.404476394,1.933561564,1.947780345,5.28416599,5.297399291
20,1.930612273,5.442796544,5.391141343,0.168965617,2.779909525,5.456026394,1.933241564,1.946800345,5.27530599,5.281309291
20.2,1.930942273,5.426706544,5.389161343,0.172905617,2.766449525,5.425156394,1.940791564,1.949420345,5.27169599,5.288859291
20.4,1.924702273,5.410296544,5.379971343,0.189648617,2.744459525,5.405786394,1.950311564,1.955990345,5.28252599,5.308559291
20.6,1.921752273,5.417516544,5.375701343,0.188663617,2.771049525,5.420896394,1.941441564,1.958620345,5.27202599,5.313479291
20.8,1.927982273,5.414566544,5.375701343,0.171592617,2.788769525,5.403486394,1.934551564,1.943840345,5.25823599,5.319399291
21,1.927002273,5.427366544,5.366841343,0.174218617,2.789099525,5.413996394,1.943091564,1.948440345,5.27300599,5.290829291
21.2,1.930942273,5.443776544,5.390151343,0.186693617,2.777609525,5.416626394,1.949651564,1.953030345,5.26644599,5.289839291
21.4,1.922072273,5.424086544,5.380301343,0.197199617,2.759229525,5.406116394,1.951621564,1.957630345,5.25856599,5.295749291
21.6,1.919452273,5.401106544,5.359281343,0.184395617,2.769079525,5.400866394,1.936851564,1.958290345,5.27333599,5.317099291
21.8,1.927002273,5.424086544,5.356331343,0.165025617,2.783189525,5.427456394,1.929951564,1.949750345,5.25200599,5.300019291
22,1.932582273,5.410296544,5.364541343,0.169950617,2.771709525,5.420236394,1.936191564,1.945810345,5.23887599,5.311839291
22.2,1.931592273,5.412266544,5.362571343,0.189977617,2.782869525,5.402176394,1.947351564,1.954680345,5.27858599,5.295099291
22.4,1.920762273,5.433596544,5.390811343,0.201139617,2.757589525,5.390026394,1.949321564,1.959600345,5.26710599,5.289189291
22.6,1.922072273,5.411606544,5.365201343,0.183082617,2.753649525,5.407426394,1.934551564,1.958290345,5.25232599,5.297069291
22.8,1.928312273,5.399796544,5.351081343,0.168965617,2.786149525,5.429756394,1.930611564,1.947120345,5.27760599,5.291489291
23,1.932582273,5.426706544,5.347461343,0.174546617,2.789429525,5.448476394,1.939801564,1.944830345,5.24281599,5.290499291
23.2,1.931922273,5.411606544,5.355021343,0.191290617,2.766779525,5.421216394,1.949981564,1.955660345,5.23591599,5.313159291
23.4,1.926012273,5.403076544,5.362901343,0.193260617,2.790739525,5.393636394,1.947681564,1.963540345,5.27826599,5.291489291
23.6,1.925032273,5.413906544,5.382271343,0.177829617,2.757259525,5.388056394,1.926341564,1.960590345,5.25626599,5.287219291
23.8,1.925032273,5.407016544,5.361581343,0.174218617,2.765139525,5.406776394,1.931271564,1.950740345,5.24839599,5.286889291
24,1.930942273,5.393556544,5.367171343,0.185052617,2.802559525,5.419246394,1.941441564,1.950740345,5.26152599,5.287219291
24.2,1.929952273,5.422436544,5.360931343,0.195229617,2.760869525,5.417936394,1.952611564,1.957960345,5.22705599,5.297719291
24.4,1.924042273,5.397826544,5.372751343,0.187350617,2.755949525,5.401186394,1.942101564,1.961570345,5.24740599,5.307249291
24.6,1.924702273,5.393556544,5.364211343,0.175203617,2.775639525,5.400536394,1.926671564,1.954680345,5.28416599,5.288199291
24.8,1.928642273,5.420796544,5.382601343,0.179142617,2.766449525,5.406116394,1.926011564,1.954680345,5.27596599,5.271129291
25,1.931272273,5.416856544,5.375371343,0.188335617,2.772359525,5.427456394,1.939801564,1.953030345,5.26283599,5.272769291
25.2,1.928972273,5.405376544,5.374061343,0.193588617,2.811749525,5.422536394,1.950961564,1.959930345,5.26283599,5.290829291
25.4,1.922732273,5.418176544,5.369461343,0.179142617,2.758249525,5.409396394,1.947021564,1.953360345,5.23690599,5.297069291
25.6,1.924702273,5.392246544,5.351081343,0.173561617,2.749389525,5.423186394,1.934881564,1.952380345,5.27103599,5.297399291
25.8,1.927982273,5.394536544,5.381281343,0.182754617,2.764159525,5.417936394,1.930611564,1.957960345,5.28909599,5.265219291
26,1.930612273,5.412596544,5.392121343,0.193916617,2.763169525,5.407096394,1.944401564,1.960260345,5.27005599,5.264889291
26.2,1.926012273,5.408656544,5.399671343,0.192931617,2.780239525,5.410386394,1.950641564,1.958290345,5.25725599,5.279339291
26.4,1.919452273,5.403736544,5.388841343,0.172905617,2.801899525,5.403816394,1.939151564,1.952050345,5.25101599,5.292469291
26.6,1.925032273,5.392246544,5.369791343,0.165025617,2.758579525,5.401846394,1.922401564,1.951720345,5.25200599,5.289189291
26.8,1.928972273,5.382066544,5.377671343,0.184067617,2.757589525,5.437306394,1.930611564,1.956320345,5.28416599,5.282289291
27,1.929952273,5.404716544,5.392451343,0.196871617,2.773349525,5.430086394,1.942761564,1.956650345,5.29532599,5.266199291
27.2,1.926012273,5.424086544,5.405251343,0.191946617,2.778929525,5.411696394,1.945711564,1.952710345,5.27300599,5.275399291
27.4,1.925032273,5.411606544,5.415761343,0.169293617,2.782539525,5.399546394,1.940791564,1.946800345,5.25495599,5.280979291
27.6,1.927332273,5.409316544,5.392451343,0.164697617,2.781549525,5.402176394,1.941121564,1.952710345,5.26020599,5.281629291
27.8,1.929302273,5.385026544,5.377021343,0.184395617,2.760219525,5.400206394,1.940461564,1.960910345,5.26742599,5.275399291
28,1.929302273,5.387316544,5.393761343,0.196543617,2.757259525,5.445846394,1.948671564,1.958940345,5.29926599,5.270139291
28.2,1.924372273,5.413246544,5.407221343,0.191946617,2.785489525,5.426476394,1.946041564,1.950080345,5.29697599,5.284589291
28.4,1.920102273,5.418826544,5.412151343,0.170935617,2.792379525,5.400206394,1.939151564,1.952710345,5.28121599,5.287869291
28.6,1.924042273,5.398156544,5.412481343,0.170607617,2.780569525,5.394956394,1.933241564,1.955000345,5.28515599,5.264559291
28.8,1.925692273,5.384036544,5.383581343,0.186365617,2.772029525,5.407096394,1.941441564,1.960910345,5.29073599,5.257659291
29,1.926672273,5.373206544,5.390151343,0.196871617,2.746429525,5.427786394,1.949321564,1.955330345,5.27038599,5.282949291
29.2,1.920432273,5.382726544,5.410511343,0.188007617,2.759889525,5.453396394,1.941441564,1.954020345,5.29335599,5.271129291
29.4,1.923392273,5.420476544,5.419371343,0.174875617,2.788449525,5.415306394,1.930611564,1.956970345,5.28745599,5.293779291
29.6,1.927002273,5.404386544,5.409521343,0.176844617,2.778269525,5.400536394,1.929951564,1.960910345,5.28154599,5.270469291
29.8,1.927332273,5.385676544,5.406571343,0.188335617,2.778269525,5.402836394,1.944401564,1.945160345,5.30747599,5.244529291
30,1.927332273,5.386666544,5.399671343,0.190305617,2.768749525,5.418266394,1.948991564,1.951060345,5.28843599,5.246829291
30.2,1.925032273,5.383376544,5.399021343,0.181112617,2.757259525,5.423186394,1.941121564,1.955000345,5.27694599,5.272439291
30.4,1.924372273,5.389286544,5.417071343,0.173890617,2.789099525,5.421216394,1.927981564,1.960910345,5.30845599,5.279339291
30.6,1.926672273,5.423756544,5.413461343,0.178158617,2.803219525,5.396596394,1.930611564,1.960910345,5.28416599,5.279989291
30.8,1.927002273,5.405046544,5.392451343,0.187350617,2.775969525,5.397576394,1.942761564,1.951060345,5.29434599,5.239929291
31,1.923062273,5.375506544,5.417731343,0.186037617,2.773669525,5.412686394,1.947351564,1.947120345,5.31830599,5.273099291
31.2,1.923392273,5.408326544,5.403611343,0.176516617,2.758579525,5.428116394,1.940131564,1.953360345,5.28351599,5.257009291
31.4,1.924702273,5.391586544,5.403611343,0.174218617,2.755949525,5.417606394,1.927981564,1.959270345,5.29007599,5.276049291
31.6,1.927982273,5.396186544,5.409191343,0.181441617,2.810439525,5.399876394,1.931271564,1.957630345,5.31699599,5.266859291
31.8,1.928972273,5.422116544,5.400331343,0.188335617,2.786149525,5.414326394,1.944731564,1.950080345,5.30648599,5.266859291
32,1.927332273,5.387976544,5.387521343,0.184067617,2.759229525,5.419576394,1.948991564,1.949750345,5.30845599,5.244199291
32.2,1.927662273,5.377796544,5.421021343,0.170607617,2.771379525,5.415306394,1.940461564,1.956650345,5.32125599,5.250439291
32.4,1.925032273,5.404716544,5.413461343,0.170607617,2.745769525,5.422206394,1.932581564,1.960910345,5.28515599,5.272439291
32.6,1.927332273,5.387646544,5.391791343,0.181441617,2.775639525,5.408746394,1.934551564,1.958620345,5.29237599,5.268499291
32.8,1.924042273,5.401766544,5.392451343,0.191946617,2.818639525,5.400536394,1.944071564,1.951720345,5.32355599,5.249779291
33,1.925692273,5.405696544,5.387191343,0.189648617,2.778269525,5.422866394,1.948671564,1.952380345,5.31764599,5.254709291
33.2,1.928642273,5.389286544,5.388181343,0.175859617,2.754309525,5.417276394,1.939151564,1.957960345,5.31108599,5.240919291
33.4,1.931922273,5.377476544,5.415761343,0.170935617,2.754639525,5.409726394,1.928641564,1.961900345,5.31141599,5.254049291
33.6,1.928642273,5.401436544,5.399021343,0.180784617,2.752009525,5.410716394,1.931591564,1.957960345,5.28679599,5.264559291
33.8,1.925032273,5.389286544,5.378661343,0.188335617,2.789099525,5.412356394,1.944401564,1.949090345,5.29795599,5.246829291
34,1.923062273,5.392896544,5.372751343,0.186037617,2.812079525,5.406776394,1.948011564,1.953360345,5.32946599,5.269809291
34.2,1.929302273,5.393226544,5.380961343,0.177173617,2.789099525,5.434686394,1.936191564,1.954680345,5.31830599,5.261279291
34.4,1.931922273,5.385676544,5.392121343,0.173561617,2.755949525,5.407426394,1.924371564,1.954350345,5.30058599,5.252739291
34.6,1.925362273,5.378786544,5.397701343,0.181769617,2.760549525,5.393966394,1.930611564,1.946800345,5.30878599,5.257989291
34.8,1.925692273,5.393886544,5.369791343,0.185709617,2.767109525,5.398236394,1.944071564,1.954350345,5.28154599,5.241899291
35,1.929952273,5.392896544,5.368481343,0.184067617,2.777289525,5.411696394,1.950311564,1.957630345,5.30648599,5.231069291
35.2,1.932912273,5.407996544,5.368481343,0.181441617,2.800259525,5.415636394,1.936191564,1.957300345,5.32749599,5.252739291
35.4,1.930282273,5.405696544,5.386541343,0.178814617,2.775969525,5.431726394,1.922071564,1.947780345,5.30911599,5.263899291
35.6,1.926012273,5.405046544,5.405251343,0.184724617,2.742159525,5.402836394,1.926011564,1.947780345,5.29204599,5.270139291
35.8,1.927332273,5.404386544,5.375701343,0.184395617,2.773669525,5.391336394,1.942101564,1.956650345,5.30058599,5.255039291
36,1.929622273,5.403076544,5.369791343,0.179799617,2.767109525,5.394626394,1.952931564,1.959930345,5.27530599,5.231399291
36.2,1.929302273,5.390926544,5.368811343,0.178158617,2.781219525,5.411366394,1.937831564,1.949750345,5.30648599,5.249459291
36.4,1.925692273,5.405046544,5.360271343,0.176516617,2.789099525,5.416626394,1.925691564,1.939250345,5.31009599,5.257659291
36.6,1.922072273,5.409316544,5.359611343,0.184724617,2.763499525,5.429426394,1.927001564,1.944500345,5.28351599,5.272769291
36.8,1.925032273,5.399796544,5.360271343,0.186693617,2.741509525,5.404146394,1.946041564,1.953690345,5.28187599,5.262589291
37,1.928972273,5.416206544,5.361911343,0.179799617,2.783519525,5.400536394,1.950961564,1.956970345,5.27924599,5.245839291
37.2,1.928972273,5.394866544,5.373731343,0.177501617,2.771379525,5.406116394,1.934551564,1.948770345,5.27694599,5.233369291
37.4,1.926342273,5.384696544,5.361911343,0.181112617,2.776299525,5.417936394,1.923391564,1.942860345,5.30845599,5.245189291
37.6,1.926342273,5.412926544,5.343851343,0.186365617,2.788769525,5.409396394,1.929621564,1.950410345,5.29959599,5.266529291
37.8,1.926342273,5.407346544,5.340241343,0.185052617,2.783189525,5.415306394,1.947351564,1.958290345,5.26775599,5.265219291
38,1.931592273,5.395526544,5.350421343,0.176844617,2.779249525,5.408416394,1.949651564,1.954680345,5.26874599,5.260619291
38.2,1.926342273,5.420146544,5.350751343,0.173890617,2.779579525,5.402506394,1.935211564,1.943190345,5.26283599,5.242889291
38.4,1.924702273,5.389286544,5.376691343,0.181112617,2.756279525,5.407426394,1.927001564,1.940560345,5.26972599,5.242229291
38.6,1.928972273,5.398156544,5.357971343,0.190305617,2.781219525,5.417936394,1.934881564,1.952050345,5.29762599,5.263249291
38.8,1.933892273,5.432286544,5.338271343,0.185052617,2.761859525,5.415636394,1.947021564,1.955990345,5.26972599,5.275069291
39,1.927002273,5.413906544,5.340901343,0.175531617,2.774329525,5.407756394,1.947021564,1.953030345,5.25725599,5.269489291
39.2,1.922402273,5.404056544,5.357641343,0.171592617,2.792379525,5.414656394,1.928641564,1.943840345,5.26316599,5.261599291
39.4,1.926012273,5.427696544,5.356991343,0.177501617,2.760869525,5.400206394,1.934221564,1.945480345,5.25823599,5.247489291
39.6,1.932582273,5.387976544,5.375701343,0.187678617,2.752339525,5.406446394,1.941121564,1.953030345,5.26710599,5.254049291
39.8,1.936192273,5.403406544,5.347141343,0.187678617,2.778269525,5.410056394,1.951291564,1.953360345,5.27235599,5.270469291
40,1.931592273,5.431306544,5.340571343,0.175859617,2.780239525,5.417276394,2.007431564,1.949750345,5.24937599,5.262589291
40.2,1.925692273,5.417846544,5.350091343,0.172905617,2.783849525,5.422536394,2.568171564,1.945810345,5.23788599,5.249129291
40.4,1.929302273,5.409636544,5.359941343,0.176844617,2.768419525,5.427786394,2.567521564,1.951720345,5.26874599,5.258979291
40.6,1.935212273,5.423426544,5.356001343,0.184067617,2.750699525,5.414656394,2.583601564,1.955990345,5.24149599,5.250439291
40.8,1.935212273,5.402086544,5.377671343,0.186365617,2.746099525,5.394956394,2.593451564,1.951390345,5.24379599,5.262589291
41,1.930612273,5.422766544,5.356331343,0.183410617,2.785819525,5.401846394,2.585571564,1.946470345,5.25725599,5.270139291
41.2,1.927982273,5.438856544,5.352061343,0.179142617,2.788119525,5.405126394,2.569161564,1.947780345,5.23624599,5.252739291
41.4,1.927982273,5.429986544,5.362571343,0.179799617,2.779249525,5.394296394,2.571461564,1.950740345,5.23296599,5.247489291
41.6,1.931592273,5.410956544,5.365851343,0.181441617,2.776299525,5.429096394,2.587541564,1.954680345,5.27038599,5.268169291
41.8,1.930282273,5.414236544,5.357641343,0.184067617,2.747089525,5.409726394,2.592471564,1.946140345,5.24281599,5.263899291
42,1.928642273,5.412926544,5.378001343,0.181112617,2.752669525,5.391016394,2.579011564,1.944500345,5.23821599,5.267189291
42.2,1.931272273,5.415876544,5.361581343,0.176844617,2.799929525,5.397576394,2.564891564,1.949090345,5.26250599,5.253719291
42.4,1.930612273,5.435246544,5.357971343,0.178486617,2.802889525,5.391666394,2.570471564,1.956320345,5.24182599,5.251749291
42.6,1.932252273,5.425396544,5.357311343,0.174546617,2.767109525,5.401516394,2.583281564,1.952050345,5.25101599,5.257989291
42.8,1.933562273,5.404716544,5.345491343,0.180784617,2.774989525,5.430746394,2.588531564,1.945160345,5.27596599,5.285249291
43,1.930282273,5.425726544,5.359611343,0.184395617,2.733299525,5.406776394,2.579661564,1.945810345,5.23329599,5.273099291
