Name,Single_1
a_eir_T,2.287
b_eir_T,-0.1732
c_eir_T,0.004745
d_eir_T,0.01662
e_eir_T,0.000484
f_eir_T,-0.001306
a_EIR_FF,1.763
b_EIR_FF,-0.6081
c_EIR_FF,0
a_Qcap_T,0.6405
b_Qcap_T,0.01568
c_Qcap_T,0.0004531
d_Qcap_T,0.001615
e_Qcap_T,-0.0001825
f_Qcap_T,0.00006614
a_Qcap_FF,0.887
b_Qcap_FF,0.1128
c_Qcap_FF,0
