Seconds,SmallBurner_Low_1,SmallBurner_Low_2,SmallBurner_Med_1,SmallBurner_Med_2,SmallBurner_High_1,SmallBurner_High_2,LargeBurner_Low_2,H1_AllBurners_High,AllBurners_High_2,WarmingZone_1,WarmingZone_2,Oven_Preheat_1,Oven_325F_1,Oven_350F_1,Oven_350F_Convect_1,Oven_Broil_1
121,0,1.17784,0,0,1.14426,1.1611,0,8.0557,8.10099,0.0956616,0.100896,3.37639,3.38263,3.38198,3.36884,3.42958
121.2,0,0.129124,0,0,1.14393,1.15946,0,8.05701,8.09738,0.0956616,0.0999114,3.37771,3.38001,3.38263,3.37147,3.43089
121.4,0,0.0142418,0,0,1.14426,1.15814,0,8.05767,8.09837,0.0953333,0.10024,3.37738,3.37935,3.38198,3.37147,3.43188
121.6,0,0,0,0,1.14295,1.15946,0,8.05964,8.10198,0.0963182,0.100568,3.37771,3.38427,3.38066,3.37114,3.4345
121.8,0,0,0,0,1.14262,1.15979,0,8.06095,8.10231,0.0966465,0.100896,3.37869,3.38066,3.37935,3.3718,3.43483
122,0,0,0,0,1.14295,1.15979,0,8.05964,8.1046,0.0953333,0.10024,3.37836,3.38132,3.37836,3.37114,3.43647
122.2,0,0,0,0,1.14328,1.15913,0,8.05964,8.10624,0.0956616,0.0999114,3.37738,3.38198,3.37705,3.37147,3.43746
122.4,0,0,0,0,1.14229,1.15913,0.769841,8.05898,8.10756,0.0956616,0.0999114,3.37771,3.38165,3.37639,3.37147,3.43877
122.6,0,0,0,0,1.14295,1.15946,2.9257,8.05701,8.10953,0.0953333,0.0999114,3.37738,3.38263,3.37639,3.37213,3.43877
122.8,0,0,0,0,1.14361,1.1611,2.9897,8.0557,8.10756,0.0966465,0.100568,3.37804,3.38165,3.37607,3.37278,3.44041
123,0,0,0,0,1.14328,1.15946,2.9769,8.058,8.10756,0.0956616,0.100896,3.37968,3.38066,3.37508,3.37213,3.4391
123.2,0,0,0,0,1.14262,1.1588,2.97329,8.05964,8.1069,0.0956616,0.0999114,3.37738,3.38132,3.37705,3.37311,3.44107
123.4,0,0,0,0,1.14262,1.16012,2.96213,8.06456,8.11018,0.0953333,0.10024,3.37804,3.38001,3.37672,3.37311,3.44271
123.6,0,0,0,0,1.14262,1.16012,2.94703,8.06555,8.11281,0.0966465,0.10024,3.37771,3.37968,3.37574,3.37246,3.44271
123.8,0,0,0,0,1.14295,1.16044,2.93915,8.06555,8.11182,0.0959899,0.101224,3.37672,3.37771,3.37508,3.37213,3.44337
124,0,0,0,0,1.14164,1.16012,2.92734,8.06325,8.11018,0.0956616,0.10024,3.37672,3.37836,3.37508,3.37147,3.44501
124.2,0,0,0,0,1.14131,1.16012,2.91979,8.06062,8.10723,0.0959899,0.0999114,3.37475,3.37836,3.3741,3.37278,3.44534
124.4,0,0,0,0,1.14196,1.15979,2.91388,8.06128,8.10789,0.095005,0.100568,3.37246,3.37836,3.37574,3.37443,3.446
124.6,0,0,0,0,1.14131,1.16077,1.41417,8.06128,8.10789,0.0956616,0.0999114,3.37344,3.37771,3.37771,3.37443,3.44501
124.8,0,0,0,0,1.14164,1.16143,0.0644619,8.06227,8.10887,0.0963182,0.10024,3.37475,3.37738,3.37869,3.37607,3.44928
125,0,0,0,0,1.14098,1.16012,0.01457,8.06489,8.11478,0.095005,0.100568,3.37475,3.37541,3.37935,3.37607,3.45092
125.2,0,0,0,0,1.13967,1.15716,0,8.06621,8.11675,0.0956616,0.0995831,3.37574,3.37475,3.38001,3.37475,3.45125
125.4,0,0,0,0,1.13999,1.15913,0,8.06916,8.11872,0.095005,0.0992549,3.37541,3.37311,3.38001,3.37311,3.45552
125.6,0,0,0,0,1.13967,1.16012,0,8.06817,8.11773,0.0959899,0.0995831,3.37607,3.37278,3.37968,3.3718,3.45683
125.8,0,0,0,0,1.13967,1.16143,0,8.06982,8.11609,0.0956616,0.0999114,3.37508,3.37278,3.38066,3.37213,3.45716
126,0,0,0,0,1.13934,1.16077,0,8.06817,8.11412,0.0953333,0.100568,3.37607,3.3718,3.37869,3.37246,3.45617
126.2,0,0,0,0,1.13835,1.15946,0,8.06752,8.11182,0.0956616,0.0995831,3.37639,3.37147,3.38099,3.3741,3.45716
126.4,0,0,0,0,1.13835,1.1611,0,8.06424,8.1115,0.0956616,0.0995831,3.37508,3.37049,3.38296,3.37508,3.4565
126.6,0,0,0,0,1.13835,1.1611,0,8.06227,8.1115,0.095005,0.0992549,3.37475,3.37016,3.38329,3.37377,3.45683
126.8,0,0,0,0.676776,1.13671,1.16176,0,8.06456,8.10985,0.095005,0.0999114,3.37508,3.37016,3.3846,3.37278,3.45946
127,0,0,0,1.16767,1.13671,1.16176,0,8.05898,8.10592,0.0956616,0.0999114,3.37475,3.36852,3.3869,3.37311,3.45847
127.2,0,0,0,1.17916,1.13474,1.15979,0,8.06653,8.10592,0.0953333,0.0995831,3.37574,3.36884,3.3892,3.37377,3.46011
127.4,0,0,0,1.17785,1.1354,1.16044,0,8.06883,8.10624,0.0953333,0.0992549,3.37475,3.36753,3.38854,3.37443,3.4611
127.6,0,0,0,1.17588,1.13474,1.16077,0,8.0685,8.10723,0.0959899,0.10024,3.37475,3.36753,3.38854,3.37475,3.46175
127.8,0,0,0,1.17489,1.13507,1.1634,0,8.06817,8.10854,0.0959899,0.10024,3.3741,3.36556,3.39051,3.37607,3.46143
128,0,0,0,1.17292,1.13507,1.16307,0,8.06949,8.1092,0.0953333,0.100896,3.37475,3.36687,3.39051,3.37607,3.46143
128.2,0,0,0,1.17292,1.13507,1.16274,0,8.07146,8.11051,0.095005,0.0995831,3.3741,3.36523,3.38986,3.37607,3.46143
128.4,0,0,0,1.17095,1.13573,1.16274,0,8.07343,8.10821,0.0963182,0.0995831,3.37377,3.36392,3.39183,3.37639,3.4611
128.6,0,0,0,1.17029,1.13605,1.1634,0,8.07999,8.10756,0.0953333,0.0999114,3.37541,3.36458,3.39445,3.37475,3.4588
128.8,0,0,0,1.16931,1.13507,1.16406,0,8.08164,8.10526,0.0959899,0.100896,3.37508,3.3649,3.39445,3.37508,3.46143
129,0,0,0,1.16931,1.13507,1.16438,0,8.08328,8.10559,0.0953333,0.10024,3.37508,3.36392,3.39609,3.3741,3.4611
129.2,0,0,0,1.16734,1.13474,1.16373,0,8.08459,8.10165,0.095005,0.0992549,3.37607,3.36359,3.39675,3.37377,3.45716
129.4,0,0,0.91248,1.16701,1.13474,1.16241,0,8.08984,8.10296,0.0956616,0.0992549,3.37443,3.36359,3.39773,3.37377,3.46044
129.6,0,0,1.15936,1.16767,1.13441,1.1634,0,8.09313,8.10329,0.0959899,0.0999114,3.37344,3.36326,3.39839,3.3741,3.46011
129.8,0,0,1.1633,1.16767,1.13376,1.16307,0,8.09247,8.10329,0.0959899,0.0999114,3.3695,3.36326,3.39938,3.37377,3.45913
130,0,0,1.16002,1.16668,1.13343,1.16373,0,8.09313,8.10198,0.0959899,0.10024,3.37049,3.36261,3.39872,3.37311,3.46077
130.2,0,0,1.15477,1.16964,1.13376,1.1588,0,8.0951,8.10493,0.0963182,0.0999114,3.37344,3.36064,3.40003,3.37475,3.46077
130.4,0,0,1.15411,1.1657,1.13376,1.16373,0,8.09641,8.1069,0.0959899,0.0989267,3.37081,3.35801,3.39905,3.37607,3.45847
130.6,0,0,1.15214,1.16471,1.1331,1.16471,0,8.09707,8.10789,0.0959899,0.0995831,3.37081,3.35867,3.39905,3.37508,3.45814
130.8,0,0,1.14919,1.1657,1.13376,1.16471,0,8.09969,8.10789,0.0959899,0.100568,3.37246,3.35768,3.40102,3.37738,3.45847
131,0,0,1.14919,1.16438,1.13376,1.16537,0,8.09936,8.10756,0.0959899,0.0999114,3.37443,3.35702,3.40069,3.37771,3.45814
131.2,0,0,1.14656,1.16307,1.13343,1.16504,0,8.10494,8.10821,0.0959899,0.0992549,3.37475,3.35801,3.40102,3.37804,3.45453
131.4,0,0,1.14623,0.754597,1.13244,1.1634,0,8.1125,8.10789,0.0956616,0.0989267,3.37311,3.35702,3.40167,3.37869,3.45519
131.6,0,0,1.14426,0.0282753,1.13211,1.16406,0,8.11611,8.10854,0.0963182,0.0999114,3.37311,3.3567,3.40167,3.37705,3.45552
131.8,0,0,1.14229,0,1.13244,1.16504,0,8.12169,8.10854,0.0959899,0.10024,3.3718,3.3567,3.40364,3.37804,3.45519
132,0,0,1.14328,0,1.13179,1.16438,0,8.12005,8.10723,0.0953333,0.0999114,3.3718,3.35735,3.40496,3.37771,3.45519
132.2,0,0,1.14361,0,1.1331,1.16307,0,8.12038,8.10624,0.0953333,0.0995831,3.37114,3.35604,3.40364,3.37771,3.45322
132.4,0,0,1.14229,0,1.13277,1.16176,0,8.11841,8.10296,0.0956616,0.0995831,3.3718,3.35046,3.40135,3.37902,3.45026
132.6,0,0,1.14328,0,1.13343,1.16176,0,8.11906,8.10165,0.0956616,0.0999114,3.37278,3.35144,3.40036,3.37771,3.44928
132.8,0,0,1.14131,0,1.13244,1.16307,0,8.11972,8.10066,0.0959899,0.0999114,3.37344,3.35112,3.39872,3.37771,3.44829
133,0,0,1.14065,0,1.1331,1.16241,0,8.123,8.09476,0.0956616,0.10024,3.37311,3.34947,3.39708,3.37869,3.44764
133.2,0,0,1.14065,0,1.13343,1.16241,0,8.12366,8.09443,0.0953333,0.0985984,3.37344,3.3521,3.39576,3.37902,3.44796
133.4,0,0,1.13901,0,1.13343,1.16274,0,8.1276,8.09279,0.0956616,0.0995831,3.3741,3.34882,3.37574,3.37902,3.44567
133.6,0,0,1.13999,0,1.13376,1.1634,0,8.12957,8.0918,0.0959899,0.0999114,3.37475,3.3498,3.39183,3.38001,3.44304
133.8,0,0,1.14098,0,1.13277,1.1634,0,8.12596,8.09311,0.0963182,0.100568,3.37475,3.35538,3.39248,3.37968,3.4437
134,0,0,1.13999,0,0.893767,1.16307,0,8.12333,8.09049,0.0953333,0.0999114,3.37574,3.35374,3.39117,3.37902,3.4414
134.2,0,0,0.142937,0,0.030001,1.16241,0,8.12399,8.08589,0.0959899,0.0992549,3.37475,3.35571,3.39018,3.38001,3.43844
134.4,0,0,0,0,0,1.16209,0,8.12333,8.08655,0.0959899,0.0992549,3.37377,3.35538,3.38821,3.38066,3.4391
134.6,0,0,0,0,0,1.16209,0,8.12366,8.0918,0.0963182,0.0999114,3.37508,3.35538,3.3869,3.38033,3.43844
134.8,0,0,0,0,0,1.16373,0,8.12628,8.09082,0.0969748,0.10024,3.37508,3.3544,3.38493,3.38198,3.4391
135,0,0,0,0,0,1.16176,0,8.12661,8.09541,0.0959899,0.0999114,3.37607,3.35702,3.38362,3.38362,3.43713
135.2,0,0,0,0,0,1.16143,0,8.12399,8.0941,0.0956616,0.0999114,3.37672,3.35473,3.38033,3.38329,3.43713
135.4,0,0,0,0,0,1.16143,0,8.11906,8.0964,0.0963182,0.0992549,3.37672,3.35341,3.37771,3.38296,3.4368
135.6,0,0,0,0,0,1.16176,0,8.11578,8.09705,0.0959899,0.0995831,3.37705,3.35374,3.37607,3.38263,3.43844
135.8,0,0,0,0,0,1.16209,0,8.11479,8.09574,0.0963182,0.10024,3.37574,3.3544,3.37377,3.38263,3.43549
136,0,0,0,0,0,1.16209,0,8.11348,8.09574,0.0956616,0.100568,3.37607,3.35407,3.3741,3.38329,3.43286
136.2,0,0,0,0,0,1.16241,0,8.11578,8.09771,0.0956616,0.0995831,3.37475,3.35571,3.37344,3.38427,3.43253
136.4,0,0,0,0,0,1.16241,0,8.11282,8.09902,0.0966465,0.0992549,3.37443,3.35538,3.37114,3.38395,3.43253
136.6,0,0,0,0,0,1.16307,0,8.11381,8.09935,0.0966465,0.0999114,3.3741,3.35571,3.37081,3.38493,3.43056
136.8,0,0,0,0,0,1.1634,0,8.11217,8.09738,0.0959899,0.10024,3.37508,3.35768,3.3695,3.38657,3.42859
137,0,0,0,0,0,1.16406,0,8.10954,8.09443,0.0956616,0.0999114,3.37508,3.35735,3.36786,3.38624,3.43024
137.2,0,0,0,0,0,1.16307,0,8.10724,8.0941,0.0959899,0.0992549,3.37639,3.35801,3.36655,3.38657,3.42859
137.4,0,0,0,0,0,1.16241,0,8.10691,8.0941,0.0963182,0.0995831,3.37541,3.35834,3.36589,3.38723,3.42728
137.6,0,0,0,0,0,1.16241,0,8.10494,8.09443,0.0959899,0.0999114,3.37574,3.35998,3.36392,3.38723,3.42859
137.8,0,0,0,0,0,1.16307,0,8.09772,8.09607,0.0953333,0.0999114,3.37607,3.67023,3.36425,3.38789,3.42925
138,0,0,0,0,0,1.16307,0,8.09641,8.09311,0.0953333,0.10024,3.37508,3.4391,3.36655,3.38789,3.42925
138.2,0,0,0,0,0,1.16307,0,8.09904,8.09443,0.0953333,0.0992549,3.37475,3.43319,3.36687,3.38854,3.42761
138.4,0,0,0,0.929281,0,1.16307,0,8.10133,8.09344,0.0956616,0.0995831,3.37377,3.43286,3.36655,3.39051,3.42269
138.6,0,0,0,1.16603,0,1.16307,0,8.09936,8.09115,0.0956616,0.0989267,3.37377,3.43188,3.3672,3.39084,3.42827
138.8,0,0,0,1.17226,0,1.16373,0,8.09772,8.09115,0.0956616,0.10024,3.37344,3.43253,3.3672,3.39183,3.42925
139,0,0,0,1.17062,0,1.1634,0,8.09838,8.09049,0.0956616,0.0992549,3.37377,3.43286,3.36622,3.39281,3.42564
139.2,0,0,0,1.168,0,1.16241,0,8.09641,8.09049,0.0959899,0.0992549,3.37344,3.43385,3.36687,3.39314,3.42466
139.4,0,0,0,1.16635,0,1.16241,0,8.09542,8.09246,0.0956616,0.0999114,3.37705,3.43385,3.36687,3.39314,3.42663
139.6,0,0,0,1.16438,0,1.16307,0,8.09083,8.09311,0.0969748,0.0995831,3.37738,3.43418,3.36786,3.39379,3.42564
139.8,0,0,0,1.1634,0,1.16438,0,8.0882,8.09574,0.0966465,0.10024,3.37771,3.43385,3.36753,3.39183,3.42531
140,0,0,0,1.1634,0,1.16438,0,8.08558,8.09476,0.0956616,0.10024,3.37607,3.43483,3.36917,3.3915,3.42728
140.2,0,0,0,1.16176,0,1.16307,0,8.07868,8.09541,0.0956616,0.10024,3.37574,3.43549,3.37016,3.39248,3.42728
140.4,0,0,0,1.16143,0,1.16274,0,8.07015,8.09311,0.0956616,0.0992549,3.37475,3.43385,3.37213,3.39379,3.4263
140.6,0,0,0,1.16012,0,1.16307,0,8.0603,8.08688,0.0969748,0.0995831,3.37311,3.4345,3.37443,3.39445,3.42958
140.8,0,0,0,1.16077,0,1.16307,0,8.05931,8.08097,0.0969748,0.100568,3.37246,2.16824,3.37541,3.39544,3.43089
141,0,0,0,1.1611,0,1.16307,0,8.06259,8.08228,0.0956616,0.0999114,3.37278,0.0789182,3.37738,3.39642,3.43122
141.2,0,0,0,1.15782,0,1.16274,0,8.06391,8.08392,0.095005,0.0995831,3.37377,0.0126009,3.37574,3.39905,3.43024
141.4,0,0,0,1.1565,0,1.16307,0,8.06391,8.07966,0.0956616,0.0995831,3.37443,0,3.37771,3.39938,3.42991
141.6,0,0,0,1.15716,0,1.16406,0,8.06194,8.08064,0.0953333,0.0999114,3.37607,0,3.37902,3.40069,3.43122
141.8,0,0,0,1.15814,0,1.16438,0,8.05833,8.08425,0.0963182,0.0999114,3.37672,0,3.37902,3.40003,3.43089
142,0,0,0,1.15782,0,1.16406,0,8.05636,8.08195,0.0959899,0.10024,3.37639,0,3.38033,3.40036,3.43155
142.2,0,0,0,1.15749,0,1.16406,0,8.05307,8.07933,0.0959899,0.0992549,3.37607,0,3.38198,3.39905,3.43024
142.4,0,0,0,1.15782,0,1.16471,0,8.04848,8.07769,0.0959899,0.0995831,3.37475,0,3.38329,3.40102,3.43188
142.6,0,0,0,1.15585,0,1.16471,0,8.05373,8.07441,0.0963182,0.0999114,3.37541,0,3.38493,3.40003,3.43385
142.8,0,0,0,1.15716,0,1.16373,0,8.05636,8.07473,0.0966465,0.10024,3.37541,0,3.3869,3.40036,3.43385
143,0,0,0,1.1611,0,1.16438,0,8.05537,8.07079,0.0959899,0.100568,3.37508,0,3.39018,3.40167,3.43286
143.2,0,0,0,1.15683,0,1.16438,0,8.05668,8.0662,0.0956616,0.0999114,3.37672,0,3.39478,3.402,3.4345
143.4,0,0,0.275572,1.15585,0,1.16406,0,8.05964,8.06193,0.0963182,0.0999114,3.37574,0,3.40299,3.40266,3.4368
143.6,0,0,1.14886,0.0584839,0,1.16406,0,8.0603,8.06095,0.0963182,0.0995831,3.37541,0,3.40463,3.40299,3.4368
143.8,0,0,1.16921,0,0,1.16406,0,8.06095,8.06226,0.0963182,0.100896,3.37639,1.55924,3.40266,3.40167,3.43812
144,0,0,1.16593,0,0,1.16406,0,8.058,8.06325,0.0959899,0.0999114,3.37508,3.32321,3.39938,3.40397,3.43877
144.2,0,0,1.16232,0,0,1.16307,0,8.05012,8.06423,0.0953333,0.0989267,3.37508,3.37869,3.39642,3.40299,3.44074
144.4,0,0,1.15904,0,0,1.1634,0,8.04487,8.05635,0.0956616,0.0989267,3.37443,3.3846,3.39412,3.40266,3.44074
144.6,0,0,1.1551,0,0,1.16603,0,8.04355,8.06095,0.0963182,0.0999114,3.37475,3.38723,3.39347,3.40299,3.44173
144.8,0,0,1.15247,0,0,1.16603,0,8.04093,8.05734,0.0956616,0.10024,3.37574,3.38821,3.39281,3.40397,3.44435
145,0,0,1.15181,0,0,1.16701,0,8.04224,8.06193,0.0953333,0.10024,3.37475,3.38821,3.39511,3.40266,3.44501
145.2,0,0,1.14984,0,1.06022,1.16603,0,8.03896,8.05898,0.0963182,0.0989267,3.37672,3.37771,3.39938,3.40167,3.44665
145.4,0,0,1.15017,0,1.15214,1.16504,0,8.03797,8.05767,0.0956616,0.0992549,3.37607,3.38756,3.40299,3.40266,3.44534
145.6,0,0,1.14787,0,1.15345,1.16668,0,8.03994,8.05635,0.0959899,0.0999114,3.37639,3.38821,3.40529,3.402,3.44829
145.8,0,0,1.14623,0,1.15148,1.16734,0,8.04158,8.05471,0.0959899,0.10024,3.37541,3.38953,3.40529,3.40069,3.44731
146,0,0,1.14558,0,1.14951,1.16734,0,8.0429,8.05077,0.0953333,0.100896,3.37508,3.38887,3.40397,3.40003,3.4519
146.2,0,0,1.14393,0,1.1482,1.16668,0,8.03928,8.05209,0.095005,0.0995831,3.37607,3.38756,3.40266,3.40003,3.44862
146.4,0,0,1.14492,0,1.14689,1.16635,0,8.0406,8.05176,0.0959899,0.0992549,3.37475,3.38493,3.40102,3.40069,3.45387
146.6,0,0,1.14426,0,1.14558,1.16767,0,8.03666,8.05044,0.0959899,0.0992549,3.3741,3.38789,3.39839,3.39773,3.45387
146.8,0,1.05803,1.14032,0,1.14426,1.16898,0,8.03797,8.04913,0.0963182,0.100568,3.37377,3.38592,3.39609,3.39806,3.4565
147,0,1.20443,1.14229,0,1.14295,1.16898,0,8.04093,8.04355,0.0953333,0.10024,3.37344,3.38657,3.39478,3.39839,3.45552
147.2,0,1.20672,1.14164,0,1.14229,1.16734,0,8.03797,8.03928,0.0946767,0.10024,3.37213,3.38887,3.39445,3.39806,3.45749
147.4,0,1.2018,1.14164,0,1.14131,1.168,0,8.03633,8.08228,0.0953333,0.0992549,3.37081,3.38953,3.39445,3.39773,3.4588
147.6,0,1.1972,1.14065,0,1.14131,1.16865,0,8.03666,8.0406,0.0953333,0.100568,3.37081,3.38986,3.39544,3.39741,3.45946
147.8,0,1.19228,1.13868,0,1.14131,1.168,0,8.03666,8.04585,0.0953333,0.0999114,3.37246,3.39051,3.39379,3.39675,3.45847
148,0,1.189,1.13868,0,1.14131,1.16767,0,8.03731,8.0488,0.0953333,0.0995831,3.37278,3.39018,3.39412,3.39675,3.45716
148.2,0,1.18572,1.13934,0,1.14164,1.16209,0,8.04093,8.04847,0.095005,0.0999114,3.37377,3.38953,3.39314,3.39642,3.45584
148.4,0,1.18375,0.399342,0,1.14196,1.16832,0,8.04355,8.04289,0.0956616,0.0992549,3.37607,3.3892,3.39183,3.39609,3.45584
148.6,0,1.18079,0.0155557,0,1.14032,1.16832,0,8.04716,8.03797,0.0953333,0.0999114,3.37639,3.39051,3.38887,3.39576,3.45683
148.8,0,1.17981,0,0,1.13967,1.16898,0,8.04552,8.03469,0.0956616,0.10024,3.37804,3.38887,3.38263,3.39478,3.45847
149,0,1.17817,0,0,1.13967,1.16865,0,8.04618,8.03666,0.0943484,0.100568,3.37804,3.38789,3.38001,3.39412,3.46077
149.2,0,1.17784,0,0,1.14032,1.16832,0,8.04355,8.0383,0.0946767,0.0995831,3.37836,3.38887,3.37869,3.39412,3.46274
149.4,0,0.0907208,0,0,1.13999,1.168,0,8.04487,8.0383,0.0943484,0.0995831,3.37738,3.38854,3.37639,3.39347,3.46372
149.6,0,0.0122724,0,0,1.13934,1.16898,0,8.04651,8.03666,0.095005,0.10024,3.37607,3.38821,3.37541,3.39183,3.46175
149.8,0,0,0,0,1.13901,1.16898,0,8.04782,8.03535,0.0946767,0.100568,3.37607,3.38624,3.37377,3.39117,3.46077
150,0,0,0,0,1.13835,1.16964,0,8.04519,8.03305,0.0946767,0.100568,3.37804,3.38821,3.37213,3.3892,3.45978
150.2,0,0,0,0,1.13835,1.16931,0,8.05012,8.0337,0.0946767,0.0995831,3.37935,3.3869,3.37213,3.3869,3.45978
150.4,0,0,0,0,1.13835,1.16997,0,8.0511,8.03239,0.0956616,0.0995831,3.38001,3.38756,3.36983,3.3869,3.4611
150.6,0,0,0,0,1.1377,1.16964,0,8.04979,8.03009,0.0956616,0.10024,3.38066,3.3892,3.36753,3.38592,3.46143
150.8,0,0,0,0,1.1377,1.17062,0,8.04454,8.06226,0.0953333,0.0999114,3.38099,3.38723,3.36983,3.38592,3.46044
151,0,0,0,0.764776,1.13704,1.16997,0,8.04191,8.03206,0.095005,0.0999114,3.38263,3.38723,3.36852,3.38493,3.46307
151.2,0,0,0,1.16734,1.13408,1.16997,0,8.04355,8.03141,0.095005,0.0999114,3.38263,3.38854,3.36753,3.3846,3.46307
151.4,0,0,0,1.17686,1.13408,1.16931,0,8.04322,8.03141,0.095005,0.0992549,3.38263,3.38624,3.36425,3.38362,3.46143
151.6,0,0,0,1.17555,1.13408,1.168,0,8.04322,8.03403,0.0956616,0.100568,3.38198,3.38723,3.3649,3.3823,3.46077
151.8,0,0,0,1.17555,1.13376,1.16997,0,8.04454,8.03436,0.0956616,0.100568,3.38263,3.38657,3.36293,3.38165,3.45913
152,0,0,0,1.17489,1.1331,1.16865,0,8.04716,8.03206,0.0953333,0.100896,3.38296,3.38657,3.36064,3.38001,3.45847
152.2,0,0,0,1.17259,1.13376,1.16767,0,8.04782,8.03009,0.0953333,0.0999114,3.38362,3.38657,3.36162,3.37836,3.45716
152.4,0,0,0,1.17062,1.1331,1.16865,0,8.04815,8.02878,0.0953333,0.10024,3.38395,3.38657,3.36096,3.37607,3.4565
152.6,0,0,0,1.17095,1.13277,1.16832,0,8.04946,8.03042,0.0956616,0.0995831,3.38395,3.38559,3.36261,3.37377,3.45453
152.8,0,0,0,1.17062,1.13408,1.16964,0,8.05045,8.03239,0.095005,0.101224,3.38559,3.38493,3.36326,3.37344,3.45519
153,0,0,0,1.17062,1.1331,1.16668,0,8.05833,8.03469,0.0953333,0.100568,3.38657,3.38526,3.36425,3.37049,3.45387
153.2,0,0,0,1.16931,1.13343,1.16931,0,8.06259,8.03731,0.095005,0.100568,3.38756,3.38526,3.36523,3.37016,3.45322
153.4,0,0,0,1.17095,1.13441,1.16898,0,8.06391,8.03731,0.0963182,0.0992549,3.38592,3.38329,3.36622,3.37049,3.45519
153.6,0,0,0,1.16964,1.13408,1.16997,0,8.06456,8.03797,0.0966465,0.100568,3.38821,3.38362,3.36622,3.36819,3.45552
153.8,0,0,0,1.16964,1.13376,1.17062,0,8.06358,8.03928,0.0959899,0.10024,3.38821,3.38263,3.36589,3.3695,3.45387
154,0,0,0,1.17128,1.13408,1.16997,0,8.06325,8.03731,0.0956616,0.100568,3.52249,3.38198,3.36687,3.36917,3.45355
154.2,0,0,0,1.16997,1.13376,1.16832,0,8.06358,8.03666,0.0956616,0.100568,3.47226,3.38165,3.36687,3.36687,3.44928
154.4,0,0,0,1.16931,1.13408,1.16898,0,8.06588,8.03731,0.0959899,0.10024,3.47029,3.38165,3.36819,3.36589,3.44731
154.6,0,0,0,1.16997,1.13376,1.16931,0,8.06489,8.03764,0.0956616,0.10024,3.46996,3.38099,3.36884,3.36523,3.44829
154.8,0,0,0,1.17095,1.13277,1.16997,0,8.06358,8.03797,0.0963182,0.0999114,3.46996,3.38099,3.37114,3.36326,3.44764
155,0,0,0,1.17029,1.1331,1.17029,0,8.06292,8.03797,0.0959899,0.100568,3.46898,3.38066,3.37246,3.36195,3.44238
155.2,0,0,0,1.16898,1.13408,1.17029,0,8.06489,8.03797,0.0956616,0.0995831,3.46963,3.38132,3.3741,3.36326,3.44632
155.4,0,0,0,1.16767,1.13507,1.16898,0,8.06817,8.04093,0.0959899,0.0995831,3.46799,3.38033,3.37639,3.36228,3.44468
155.6,0,0,0,1.16898,1.13474,1.16964,0,8.06752,8.04322,0.0956616,0.10024,3.46799,3.37902,3.37738,3.36195,3.44534
155.8,0,0,0,1.16865,1.1354,1.16931,0,8.06982,8.03863,0.0973031,0.101224,3.46865,3.37738,3.37771,3.36195,3.44534
156,0,0,0,1.16931,1.13441,1.16865,0,8.07015,8.04093,0.0959899,0.100896,3.46996,3.37738,3.37771,3.36031,3.446
156.2,0,0,0,1.16898,1.13408,1.16767,0,8.0708,8.04782,0.0963182,0.100568,3.46996,3.37672,3.37804,3.36031,3.44632
156.4,0,0,0,0.0821255,1.13441,1.16767,0,8.06292,8.04913,0.0963182,0.100568,3.46996,3.37443,3.37935,3.36031,3.44534
156.6,0,0,0,0,1.13376,1.16767,0,8.06358,8.05044,0.0966465,0.100568,3.46963,3.37508,3.38066,3.36129,3.44337
156.8,0,0,0,0,1.13474,1.16865,0,8.06358,8.05176,0.0976314,0.101224,3.46898,3.3741,3.38329,3.36096,3.44403
157,0,0,0,0,1.13441,1.16865,0,8.06424,8.05274,0.0963182,0.101224,3.46799,3.37443,3.38395,3.36228,3.44173
157.2,0,0,0,0,1.13376,1.16734,0,8.06621,8.05504,0.0969748,0.10024,3.47029,3.3741,3.38559,3.36228,3.44206
157.4,0,0,0,0,1.13507,1.16767,0,8.06555,8.05471,0.0956616,0.10024,3.47095,3.3741,3.38427,3.36293,3.43976
157.6,0,0,0,0,1.13573,1.168,0,8.06555,8.0557,0.0963182,0.101224,3.47127,3.37344,3.3846,3.36293,3.43943
157.8,0,0,0,0,1.13573,1.16832,0,8.06391,8.06456,0.0963182,0.101224,3.46996,3.37278,3.38526,3.36392,3.43779
158,0,0,0.0687408,0,1.13573,1.16898,0,8.05898,8.06554,0.0963182,0.101224,3.46898,3.37311,3.3846,3.36556,3.43713
158.2,0,0,1.12817,0,1.13638,1.16767,0,8.0603,8.06686,0.0966465,0.10024,3.46865,3.37213,3.38526,3.36589,3.43615
158.4,0,0,1.16199,0,1.13737,1.16865,0,8.05964,8.07145,0.0969748,0.0999114,3.4693,3.37147,3.38362,3.36687,3.43647
158.6,0,0,1.15838,0,1.13671,1.16865,0,8.05964,8.07244,0.0969748,0.100568,3.4693,3.37147,3.38427,3.36753,3.43615
158.8,0,0,1.15444,0,1.1377,1.16767,0,8.058,8.07244,0.0969748,0.0995831,3.46832,3.37213,3.38395,3.36786,3.4345
159,0,0,1.15083,0,1.13737,1.16832,0,8.05833,8.07079,0.0966465,0.100896,3.46898,3.3718,3.38263,3.36884,3.43221
159.2,0,0,1.14886,0,1.13835,1.16701,0,8.058,8.07047,0.0969748,0.0999114,3.46701,3.36884,3.38362,3.36917,3.4345
