Seconds,SmallBurner_Low_1,SmallBurner_Low_2,SmallBurner_Med_1,SmallBurner_Med_2,SmallBurner_High_1,SmallBurner_High_2,LargeBurner_Low_2,H1_AllBurners_High,AllBurners_High_2,WarmingZone_1,WarmingZone_2,Oven_Preheat_1,Oven_325F_1,Oven_350F_1,Oven_350F_Convect_1,Oven_Broil_1
3.4,0,0,1.13868,1.15716,1.1354,1.17785,0,8.12267,4.13459,0.098288,0.101224,3.41973,3.402,3.39314,3.40364,3.43779
3.6,0,0,1.13802,1.15683,1.13638,1.17916,0,8.12464,4.12704,0.0989446,0.101881,3.42137,3.40102,3.39314,3.40496,3.43549
3.8,0,0,0.0664426,1.15782,1.13704,1.17949,0,8.12366,3.27198,0.0986163,0.102209,3.41875,3.40102,3.39445,3.40594,3.43647
4,0,0,0,1.15158,1.13704,1.1785,0,8.12267,2.93981,0.0989446,0.102209,3.4194,3.40167,3.39117,3.40726,3.43483
4.2,0,0,0,0.0400961,1.13638,1.17752,0,8.12333,2.92208,0.098288,0.101553,3.41809,3.40167,3.39215,3.40955,3.43516
4.4,0,0,0,0,1.13671,1.1785,0,8.12235,2.91683,0.098288,0.101553,3.41678,3.40233,3.39183,3.40955,3.43549
4.6,0,0,0,0,1.13802,1.17916,0,8.11841,4.04432,0.0986163,0.101224,3.41612,3.40233,3.3892,3.41087,3.43549
4.8,0,0,0,0,1.13671,1.17785,0,8.11906,4.09947,0.0986163,0.101881,3.41579,3.40332,3.38789,3.41185,3.43516
5,0,0,0,0,1.13638,1.17785,0,8.12235,4.09783,0.0979597,0.101881,3.41448,3.4043,3.38887,3.41021,3.43352
5.2,0,0,0,0,1.13638,1.17686,0,8.123,4.09225,0.0979597,0.101881,3.41415,3.40364,3.38953,3.41054,3.43221
5.4,0,0,0,0,1.13704,1.17719,0,8.12464,4.08929,0.0979597,0.101553,3.4112,3.40266,3.38854,3.4089,3.42859
5.6,0,0,0,0,1.13671,1.17653,0,8.12694,4.08568,0.098288,0.101553,3.41218,3.402,3.39051,3.40988,3.42695
5.8,0,0,0,0,1.13605,1.17719,0,8.12793,4.08306,0.098288,0.101881,3.41152,3.40299,3.3892,3.41087,3.42794
6,0,0,0,0,1.13605,1.1762,0,8.12924,4.07846,0.0969748,0.102209,3.41054,3.40266,3.3892,3.40955,3.42728
6.2,0,0,0,0,1.13605,1.17522,0,8.1276,4.07682,0.0973031,0.101553,3.40824,3.40266,3.38821,3.40857,3.43056
6.4,0,0,0,0,1.13704,1.17588,0,8.12661,4.07386,0.0973031,0.101553,3.40594,3.40364,3.38624,3.40988,3.42958
6.6,0,0,0,0,1.13605,1.1762,0,8.12661,4.07222,0.0986163,0.101881,3.40594,3.40233,3.38559,3.40988,3.42892
6.8,0,0,0,0,1.13441,1.17719,0,8.12891,5.11831,0.098288,0.102209,3.40397,3.40332,3.38526,3.40955,3.42925
7,0,0,0,0,1.13376,1.17522,0,8.13219,5.26897,0.0979597,0.102209,3.40102,3.40364,3.38559,3.40923,3.43024
7.2,0,0,0,0,1.13343,1.17423,0,8.13088,5.26963,0.0976314,0.101553,3.402,3.40364,3.38329,3.40955,3.43024
7.4,0,0,0,0,1.13474,1.17489,0,8.12891,5.26503,0.0979597,0.100896,3.40233,3.40496,3.38329,3.40923,3.42892
7.6,0,0,0,0,1.13441,1.17588,0,8.12596,5.26077,0.0979597,0.102866,3.40069,3.4043,3.38296,3.40955,3.42794
7.8,0,0,0,0,1.13507,1.17555,0,8.12727,5.25551,0.098288,0.102537,3.39905,3.40627,3.38198,3.40923,3.42761
8,0,0,0,0,1.13408,1.17489,0,8.1276,5.24796,0.0979597,0.102209,3.39839,3.40561,3.38066,3.40857,3.42761
8.2,0,0,0,0,1.13474,1.17423,0,8.12694,5.23976,0.0979597,0.101553,3.39839,3.40627,3.38066,3.40791,3.42794
8.4,0,0,0,0,1.13474,1.17456,0,8.13219,8.03173,0.098288,0.101224,3.39839,3.40561,3.38001,3.40791,3.42761
8.6,0,0,0,0,1.13573,1.17489,0,8.13416,8.33634,0.0989446,0.101553,3.39938,3.40594,3.38033,3.40923,3.42728
8.8,0,0,0,0,1.1354,1.17588,0,8.13515,8.3406,0.0986163,0.103194,3.39905,3.40594,3.37836,3.40923,3.42761
9,0,0,0,0,1.13441,1.17456,0,8.13482,8.33338,0.0976314,0.101881,3.39576,3.40594,3.37869,3.40824,3.42827
9.2,0,0,0,0,1.13441,1.17358,0,8.13384,8.32616,0.098288,0.101224,3.39511,3.40627,3.37771,3.40988,3.42794
9.4,0,0,0,0,1.13474,1.17128,0,8.13022,8.32025,0.0979597,0.100568,3.39412,3.40627,3.37738,3.4089,3.42794
9.6,0,0,0,0,1.13408,1.17226,0,8.12924,8.31238,0.0986163,0.101224,3.39445,3.40726,3.37869,3.4066,3.42728
9.8,0,0,0,0,1.13474,1.17325,0,8.12924,8.30647,0.0979597,0.101881,3.39379,3.40594,3.37869,3.40463,3.424
10,0,0,0,0,1.13376,1.16997,0,8.12891,8.29925,0.098288,0.101881,3.39281,3.40561,3.37869,3.40463,3.41875
10.2,0,0,0,0,1.13376,1.17029,0,8.12694,8.29334,0.0979597,0.101224,3.39281,3.40627,3.37804,3.4043,3.41875
10.4,0,0,0,0,1.13376,1.16997,0,8.12267,8.28513,0.0979597,0.101881,3.39281,3.40364,3.37672,3.40364,3.41973
10.6,0,0,0,0,1.13507,1.17095,0,8.12202,8.27693,0.0986163,0.101553,3.39314,3.40364,3.37607,3.40332,3.42236
10.8,0,0,0,0,1.13343,1.16504,0,8.12267,8.26511,0.0986163,0.101881,3.39084,3.40364,3.37771,3.40266,3.42695
11,0,0,0,0,1.13343,1.17095,0,8.12366,8.2592,0.0976314,0.102209,3.39018,3.40364,3.37771,3.40102,3.43056
11.2,0,0,0,0,1.13441,1.17062,0,8.12464,8.25428,0.0976314,0.101881,3.38821,3.40299,3.37804,3.3997,3.43352
11.4,0,0,0,0,1.13211,1.17062,0,8.12596,8.25067,0.098288,0.101881,3.3869,3.40233,3.37869,3.39675,3.43418
11.6,0,0,0.167888,0,1.13277,1.17062,0,8.12596,8.2441,0.098288,0.101881,3.38559,3.40299,3.37869,3.39609,3.4345
11.8,0,0,1.14623,0,1.13146,1.17128,0,8.12366,8.24016,0.0986163,0.101553,3.38263,3.40496,3.37902,3.39544,3.43253
12,0,0,1.16888,0,1.1308,1.16931,0,8.12235,8.23623,0.0976314,0.102209,3.38329,3.40529,3.37804,3.39741,3.43188
12.2,0,0,1.16659,0,1.13244,1.16865,0,8.12038,8.23097,0.0976314,0.101224,3.38165,3.40397,3.37771,3.39708,3.43056
12.4,0,0,1.16265,0,1.13179,1.17062,0,8.12038,8.22113,0.0979597,0.101553,3.38198,3.40299,3.37705,3.39708,3.43056
12.6,0,0,1.15871,0,1.13277,1.17029,0,8.11578,8.21653,0.0979597,0.101553,3.38066,3.40397,3.37672,3.39576,3.43122
12.8,0,0,1.1551,0,1.13277,1.17128,0,8.11644,8.21095,0.0986163,0.102866,3.38066,3.40364,3.37475,3.39478,3.43253
13,0,0,1.15378,0,1.13211,1.16438,0,8.11709,8.20767,0.0973031,0.101881,3.37902,3.40561,3.37443,3.39281,3.43582
13.2,0,0,1.15214,0,1.1331,1.16931,0,8.11742,8.20209,0.0976314,0.101553,3.37771,3.40561,3.37246,3.39051,3.43483
13.4,0,0,1.15017,0,1.13408,1.16898,0,8.11479,8.20012,0.098288,0.101881,3.37607,3.4066,3.37311,3.39018,3.44107
13.6,0,0,1.14886,0,1.13376,1.16997,0,8.11808,8.19946,0.098288,0.101224,3.37607,3.40758,3.37311,3.38821,3.43844
13.8,0,0,1.14886,0,1.13376,1.16832,0,8.12005,8.19946,0.098288,0.101553,3.37377,3.40791,3.37344,3.3892,3.44107
14,0,0,1.14754,0,1.1331,1.16832,0,8.1207,8.19815,0.0986163,0.102209,3.37278,3.40791,3.36917,3.38953,3.43812
14.2,0,0,1.14656,0,1.13244,1.16734,0,8.12136,8.19848,0.0976314,0.101881,3.37246,3.40923,3.37114,3.38854,3.44009
14.4,0,0,1.14689,0,1.13277,1.16767,0,8.1207,8.19421,0.0979597,0.101553,3.37147,3.40758,3.37213,3.38789,3.43877
14.6,0,0,1.14623,0,1.13376,1.168,0,8.1207,8.19388,0.0979597,0.101553,3.37213,3.40824,3.37213,3.38789,3.44041
14.8,0,0,1.14623,0,1.13179,1.16734,0,8.12103,8.19159,0.098288,0.102209,3.37213,3.40791,3.37278,3.38624,3.4391
15,0,0,1.14656,0,1.13277,1.168,0,8.1207,8.19027,0.0976314,0.102209,3.3718,3.40758,3.37114,3.38493,3.44271
15.2,0,0,1.1459,0,1.13277,1.16537,0,8.12136,8.18896,0.0976314,0.101224,3.37114,3.40791,3.3695,3.38198,3.44468
15.4,0,0,1.14623,0,1.13343,1.16635,0,8.11939,8.18732,0.0976314,0.101224,3.3718,3.40791,3.3672,3.38263,3.446
15.6,0,0,1.14656,0,1.13408,1.16635,0,8.11808,8.18765,0.0979597,0.101881,3.37147,3.40758,3.36687,3.38165,3.44206
15.8,0,0,1.14558,0,1.13441,1.16438,0,8.11447,8.19027,0.0989446,0.102537,3.36819,3.40758,3.36425,3.38263,3.44435
16,0,0,1.14459,0,1.13343,1.16307,0,8.11381,8.18798,0.0979597,0.101881,3.36687,3.40824,3.36392,3.38132,3.4437
16.2,0,0,0.246353,0,1.13408,1.15716,0,8.11217,8.18732,0.0976314,0.101224,3.36655,3.40758,3.36556,3.38033,3.44173
16.4,0,0,0.011616,0,1.13474,1.16176,0,8.10659,8.18633,0.0979597,0.101224,3.3672,3.40561,3.36523,3.38099,3.44271
16.6,0,0,0,0,1.13507,1.16209,0,8.10626,8.18732,0.0986163,0.101224,3.36884,3.40627,3.36753,3.37902,3.44271
16.8,0,0,0,0,1.13408,1.1634,0,8.10494,8.18371,0.0979597,0.101553,3.36852,3.40397,3.3672,3.37804,3.4437
17,0,0,0,0,1.13343,1.16274,0,8.10363,8.18043,0.0973031,0.101881,3.36753,3.40463,3.36819,3.37804,3.4437
17.2,0,0,0,0,1.13376,1.16241,0,8.10429,8.17452,0.0976314,0.101553,3.36852,3.40397,3.36753,3.37672,3.44304
17.4,0,0,0,0,1.13474,1.16209,0,8.10199,8.17386,0.0979597,0.101553,3.36852,3.40364,3.36655,3.37639,3.44009
17.6,0,0,0,0,1.13474,1.16307,0,8.09772,8.1755,0.0979597,0.101224,3.3672,3.40233,3.36589,3.37541,3.43844
17.8,0,0,0,0,1.13441,1.16438,0,8.09838,8.17255,0.098288,0.102537,3.36687,3.40332,3.36425,3.37475,3.43713
18,0,0,0,0,1.13376,1.16504,0,8.10166,8.1673,0.0976314,0.101881,3.36655,3.402,3.36392,3.37344,3.43483
18.2,0,0,0,0,1.13507,1.16307,0,8.10199,8.16467,0.0976314,0.101224,3.36589,3.402,3.36261,3.37246,3.43122
18.4,0,0,0,0,1.1354,1.16373,0,8.10626,8.16303,0.0979597,0.100568,3.36622,3.40003,3.36162,3.3718,3.42794
18.6,0,0,0,0,1.13573,1.16438,0,8.10494,8.16303,0.0979597,0.101553,3.36655,3.39806,3.36129,3.37114,3.42597
18.8,0,0,0,0,1.13605,1.16373,0,8.10724,8.15843,0.0979597,0.101553,3.36523,3.39741,3.35965,3.3695,3.42794
19,0,0,0,0,1.13573,1.1634,0,8.10757,8.15876,0.0973031,0.102209,3.36687,3.39839,3.35801,3.3695,3.4263
19.2,0,0,0,0,1.13573,1.16241,0,8.10691,8.16204,0.0979597,0.101553,3.36655,3.39741,3.35637,3.36786,3.42334
19.4,0,0,0,0,1.13638,1.16307,0,8.10626,8.16401,0.0979597,0.101553,3.3649,3.39708,3.35538,3.36655,3.42269
19.6,0,0,0,0,1.13737,1.16307,0,8.10856,8.16369,0.0976314,0.101224,3.36655,3.39544,3.35538,3.3649,3.42104
19.8,0,0,0,0,1.13704,1.16241,0,8.10888,8.1673,0.0973031,0.101553,3.36589,3.39609,3.35473,3.36392,3.4194
20,0,0,0,0,1.13638,1.16274,0,8.10954,8.17058,0.0973031,0.101881,3.36589,3.39576,3.35473,3.36195,3.41546
20.2,0,0,0,0,1.13737,1.1611,0,8.10757,8.1732,0.0979597,0.101224,3.36556,3.39347,3.35604,3.36359,3.41481
20.4,0,0,0,0,1.1377,1.16077,0,8.10527,8.16697,0.0973031,0.100896,3.36523,3.39215,3.3544,3.36293,3.41251
20.6,0,0,0,0,1.1377,1.16209,0,8.10462,8.1627,0.0979597,0.102209,3.36589,3.39117,3.35341,3.36129,3.40988
20.8,0,0,0,0,1.13835,1.16209,0,8.10363,8.15679,0.0976314,0.101881,3.38296,3.38854,3.35341,3.36096,3.40758
21,0,0,0,0,1.13802,1.16176,0,8.10396,8.15548,0.0973031,0.101881,3.3672,3.38723,3.35407,3.35899,3.40726
21.2,0,0,0,0,1.13835,1.1588,0,8.10691,8.15121,0.0979597,0.101881,3.36687,3.38592,3.34947,3.35932,3.40594
21.4,0,0,0,0,1.13835,1.15913,0,8.10199,8.15253,0.0976314,0.101224,3.36556,3.38427,3.34947,3.35735,3.40726
21.6,0,0,0,0,1.13901,1.15946,0,8.10429,8.15384,0.0979597,0.101553,3.36589,3.38296,3.34882,3.3567,3.4066
21.8,0,0,0,0,1.13835,1.16077,0,8.10265,8.15614,0.098288,0.102209,3.36556,3.38198,3.34783,3.35702,3.40627
22,0,0,0,0,1.13868,1.16077,0,8.10068,8.15876,0.0969748,0.102209,3.36687,3.38263,3.34816,3.35637,3.4066
22.2,0,0,0,0,1.13967,1.15946,0,8.10101,8.16204,0.0976314,0.101224,3.36589,3.38165,3.34783,3.35637,3.40594
22.4,0,0,0,0,1.14032,1.15946,0,8.10101,8.16369,0.0976314,0.101224,3.36523,3.38099,3.34718,3.35506,3.40397
22.6,0,0,0,0,1.14065,1.16077,0,8.10035,8.16369,0.0986163,0.101224,3.36589,3.38033,3.34882,3.35374,3.40233
22.8,0,0,0,0,1.14065,1.16176,0,8.10199,8.1627,0.0966465,0.102209,3.3672,3.38099,3.3475,3.35144,3.40167
23,0,0,0,0,1.14065,1.1611,0,8.10199,8.1604,0.0973031,0.102209,3.36556,3.38165,3.34685,3.35013,3.40167
23.2,0,0,0,0,1.14131,1.16044,0,8.10462,8.15154,0.0976314,0.101553,3.36753,3.37869,3.34652,3.3475,3.40102
23.4,0,0,0,0,1.14164,1.15979,0,8.10396,8.14892,0.0976314,0.101224,3.36655,3.37836,3.34685,3.34783,3.402
23.6,0,0,0,0,1.14196,1.1611,0,8.10396,8.14727,0.0979597,0.102209,3.36556,3.37639,3.34455,3.34882,3.402
23.8,0,0,0,0,1.14229,1.16012,0,8.10133,8.15942,0.0986163,0.101881,3.36589,3.3741,3.34324,3.34849,3.40167
24,0,0,0,0,1.14196,1.15979,0,8.09575,8.14662,0.0973031,0.102209,3.3649,3.37475,3.34455,3.34816,3.40299
24.2,0,0,0,0,1.14295,1.15979,0,8.08853,8.14727,0.0973031,0.101553,3.36523,3.3741,3.34225,3.3475,3.40463
24.4,0,0,0,0,1.14361,1.16044,0,8.0905,8.14038,0.0976314,0.100568,3.3649,3.37344,3.34258,3.34619,3.40463
24.6,0,0,1.04873,0,1.14393,1.16077,0,8.09181,8.13414,0.0979597,0.101553,3.36556,3.37344,3.34324,3.34324,3.40397
24.8,0,0,1.17184,0,1.14393,1.15946,0,8.08754,8.14137,0.0979597,0.101881,3.36687,3.37344,3.34127,3.34422,3.40496
25,0,0,1.16987,0,1.14328,1.16044,0,8.08919,8.14924,0.0973031,0.101881,3.36687,3.37213,3.34061,3.34225,3.40561
25.2,0,0,1.16659,0,1.14295,1.15979,0,8.09247,8.15056,0.0976314,0.101553,3.36655,3.37278,3.34127,3.34127,3.40726
25.4,0,0,1.16232,0,1.14328,1.1588,0,8.08919,8.15121,0.0976314,0.100896,3.36753,3.37246,3.34061,3.34028,3.40627
25.6,0,0,1.15805,0,1.14361,1.15946,0,8.08623,8.15088,0.098288,0.101224,3.36622,3.37147,3.34159,3.34061,3.41021
25.8,0,0,1.15411,0,1.14492,1.16077,0,8.08525,8.14793,0.0979597,0.102537,3.36622,3.36983,3.34094,3.33897,3.41251
26,0,0,1.1528,0,1.14426,1.16044,0,8.08065,8.14695,0.0973031,0.101553,3.36622,3.36983,3.33962,3.33831,3.41284
26.2,0,0,1.14951,0,1.14426,1.16012,0,8.08131,8.14826,0.0979597,0.101224,3.36655,3.36917,3.34028,3.33667,3.41349
26.4,0,0,1.14787,0,1.14525,1.16012,0,8.07802,8.14399,0.098288,0.101553,3.36786,3.36819,3.33962,3.33536,3.41612
26.6,0,0,1.14623,0,1.14525,1.1611,0,8.07244,8.1453,0.0979597,0.101881,3.36819,3.36786,3.33897,3.33503,3.41743
26.8,0,0,1.14393,0,1.14492,1.16012,0,8.0685,8.14366,0.0979597,0.101881,3.36852,3.3672,3.33831,3.33536,3.4194
27,0,0,1.14426,0,1.14558,1.1611,0,8.06752,8.14071,0.0973031,0.101224,3.36753,3.36687,3.33766,3.33339,3.41907
27.2,0,0,1.14393,0,1.14426,1.15946,0,8.06752,8.14038,0.0973031,0.101553,3.36687,3.36687,3.33601,3.33273,3.42006
27.4,0,0,1.14328,0,1.14558,1.16012,0,8.0685,8.1394,0.0976314,0.101553,3.36523,3.36753,3.33864,3.33175,3.4194
27.6,0,0,1.14361,0,1.14623,1.16176,0,8.06883,8.14104,0.098288,0.101553,3.36359,3.36753,3.33962,3.3301,3.42006
27.8,0,0,1.14098,0,1.14623,1.16209,0,8.06062,8.13972,0.098288,0.101881,3.36687,3.36819,3.33831,3.32945,3.42039
28,0,0,1.14032,0,1.14492,1.1611,0,8.06424,8.14137,0.0976314,0.101224,3.3672,3.36655,3.337,3.3301,3.41973
28.2,0,0,1.14131,0,1.1459,1.1611,0,8.06259,8.14038,0.0976314,0.101553,3.36687,3.36622,3.33831,3.33043,3.42104
28.4,0,0,1.14032,0,1.14558,1.1611,0,8.06555,8.13841,0.0973031,0.101881,3.36753,3.36359,3.33766,3.32945,3.42137
28.6,0,0,1.13934,0,1.14623,1.16044,0,8.06292,8.14169,0.098288,0.101881,3.3672,3.36458,3.33864,3.3301,3.42203
28.8,0,0,1.1377,0,1.14492,1.1611,0,8.06227,8.1453,0.0969748,0.102537,3.36523,3.36556,3.33733,3.3301,3.42137
29,0,0,0.0736653,0,1.14393,1.16143,0,8.0603,8.14662,0.0969748,0.101881,3.36655,3.36589,3.33634,3.32879,3.42137
29.2,0,0,0,0,1.14328,1.16044,0,8.058,8.14793,0.0973031,0.101881,3.36655,3.3672,3.33831,3.32978,3.42104
29.4,0,0,0,0,1.14295,1.1611,0,8.05504,8.14859,0.0976314,0.101224,3.36556,3.36622,3.33897,3.3301,3.4217
29.6,0,0,0,0,1.14262,1.16176,0,8.05603,8.15154,0.098288,0.101553,3.36359,3.36622,3.33864,3.32879,3.4217
29.8,0,0,0,0,1.14361,1.16143,0,8.05603,8.15154,0.0979597,0.102209,3.36228,3.36622,3.33864,3.32748,3.42137
30,0,0,0,0,1.14295,1.16209,0,8.05406,8.14399,0.0973031,0.101881,3.36425,3.36523,3.33962,3.32879,3.42104
30.2,0,0,0,0,1.14295,1.16044,0,8.05209,8.13972,0.0969748,0.101553,3.36556,3.36425,3.33897,3.33076,3.42203
30.4,0,0,0,0,1.14361,1.16077,0,8.04618,8.14301,0.0969748,0.102209,3.36261,3.36392,3.3393,3.33273,3.42334
30.6,0,0,0,0,1.14361,1.16176,0,8.04257,8.14662,0.0966465,0.101881,3.36359,3.36326,3.33995,3.33372,3.42334
30.8,0,0.0880949,0,0,1.14262,1.16209,0,8.04257,8.14629,0.0976314,0.101881,3.3649,3.36031,3.34127,3.33437,3.42269
31,0,1.17882,0,0,1.14229,1.16274,0,8.04388,8.1453,0.0976314,0.101553,3.36589,3.36162,3.34192,3.33404,3.42334
31.2,0,1.21165,0,1.13582,1.14196,1.16307,0,8.04913,8.14498,0.0969748,0.101553,3.36622,3.36162,3.34291,3.3347,3.42433
31.4,0,1.20902,0,1.17456,1.14196,1.16241,0,8.05209,8.14695,0.0966465,0.101224,3.36359,3.36162,3.34356,3.33601,3.42269
31.6,0,1.20344,0,1.17325,1.14131,1.16241,0,8.05077,8.14859,0.0976314,0.101553,3.36359,3.36293,3.34422,3.33766,3.42269
31.8,0,1.19885,0,1.17161,1.14098,1.16241,0,8.04585,8.14924,0.0976314,0.102537,3.36195,3.36359,3.34586,3.33831,3.42006
32,0,1.19294,0,1.16898,1.14032,1.16209,0,8.0406,8.14629,0.0969748,0.102866,3.36162,3.36261,3.34553,3.33962,3.42039
32.2,0,1.18965,0,1.16832,1.13967,1.16767,0,8.03731,8.14333,0.0963182,0.100568,3.36162,3.36293,3.34652,3.34028,3.41907
32.4,0,1.18736,0,1.16668,1.13967,1.16044,0,8.04027,8.14104,0.0969748,0.102537,3.36064,3.36195,3.34783,3.34192,3.41809
32.6,0,1.18375,0,1.16635,1.13901,1.16044,0,8.04125,8.13972,0.0973031,0.101553,3.36195,3.36064,3.34882,3.34225,3.41875
32.8,0,1.18079,0,1.16635,1.13868,1.16241,0,8.04191,8.14005,0.0969748,0.102537,3.36293,3.36162,3.35079,3.34389,3.41875
33,0,1.17849,0,1.16504,1.13868,1.16176,0,8.03928,8.13874,0.0969748,0.102537,3.36359,3.36162,3.35144,3.34488,3.41842
33.2,0,0.672027,0,1.16373,1.14065,1.16143,0,8.03797,8.14268,0.0976314,0.101224,3.36359,3.36129,3.35112,3.34488,3.4171
33.4,0,0.0332795,0,1.16373,1.13999,1.16176,0,8.03534,8.14695,0.0969748,0.101224,3.36195,3.36162,3.35276,3.34619,3.4194
33.6,0,0,0,1.1634,1.13967,1.16307,0,8.03666,8.1453,0.0976314,0.102209,3.36064,3.36064,3.35276,3.34915,3.41875
33.8,0,0,0,1.16307,1.13999,1.16373,0,8.03502,8.14629,0.0976314,0.102209,3.35932,3.39839,3.3521,3.35144,3.41809
34,0,0,0,1.1634,1.13967,1.16307,0,8.03305,8.1453,0.0969748,0.102209,3.57961,3.42728,3.35309,3.35538,3.41907
34.2,0,0,0,1.16274,1.13967,1.16209,0,8.03338,8.1453,0.0969748,0.101881,3.53595,3.41481,3.35374,3.35571,3.41907
34.4,0,0,0,1.1634,1.13967,1.16274,0,8.03436,8.14301,0.0976314,0.101881,3.53431,3.41185,3.3544,3.3567,3.4194
34.6,0,0,0,1.16373,1.13934,1.1634,0,8.03403,8.14137,0.0976314,0.102209,3.53365,3.4112,3.35604,3.35998,3.41875
34.8,0,0,0,1.16406,1.13901,1.16373,0,8.03403,8.14235,0.0976314,0.102209,3.53267,3.41054,3.35768,3.36195,3.4171
35,0,0,0,1.16504,1.13967,1.16373,0,8.03633,8.14465,0.0973031,0.102537,3.53234,3.41054,3.35899,3.36326,3.41645
35.2,0,0,0,0.0808121,1.13835,1.16176,0,8.03633,8.1453,0.0976314,0.101881,3.53103,3.4089,3.36064,3.36458,3.41382
35.4,0,0,0,0,1.13868,1.1634,0,8.03403,8.14695,0.0973031,0.101553,3.5307,3.40693,3.36096,3.36622,3.41316
35.6,0,0,0,0,1.13835,1.16406,0,8.03206,8.14563,0.0979597,0.102537,3.53037,3.40758,3.36031,3.36786,3.41218
35.8,0,0,0,0,1.13737,1.16438,0,8.0314,8.14465,0.0973031,0.102537,3.52807,3.40726,3.36228,3.36983,3.41349
36,0,0,0,0,1.13737,1.16373,0,8.03206,8.1476,0.0969748,0.102209,3.5284,3.40758,3.36195,3.37344,3.41316
36.2,0,0,0,0,1.13605,1.16241,0,8.03436,8.1476,0.0969748,0.102209,3.52774,3.40824,3.36228,3.37508,3.41284
36.4,0,0,0,0,1.13638,1.16307,0,8.03666,8.14465,0.0976314,0.101881,3.52577,3.4089,3.36195,3.37475,3.41415
36.6,0,0,0,0,1.13507,1.16438,0,8.03994,8.14137,0.0969748,0.103194,3.52577,3.4089,3.36293,3.37639,3.41448
36.8,0,0,0,0,1.13474,1.16635,0,8.03961,8.1394,0.0976314,0.103194,3.5238,3.40791,3.36261,3.37968,3.41382
37,0,0,0,0,1.13474,1.16471,0,8.0406,8.13677,0.0963182,0.102866,3.52282,3.4089,3.3649,3.3823,3.41415
37.2,0,0,1.01031,0,1.13507,1.16438,0,8.04158,8.13414,0.0969748,0.102537,3.52085,3.40923,3.36687,3.38329,3.41284
37.4,0,0,1.1679,0,1.13441,1.16373,0,8.03994,8.13316,0.0966465,0.102537,3.52052,3.40955,3.36655,3.38395,3.41284
37.6,0,0,1.16757,0,1.13441,1.1657,0,8.0383,8.13546,0.0976314,0.102537,3.52216,3.40955,3.36753,3.38592,3.41087
