Temp (C),cp (J/g-C),Enthalpy (J/kg)
8.8,1.041,9.322326055
8.9,1.04,9.426326055
9,1.039,9.530226055
9.1,1.038727273,9.634098782
9.2,1.037384615,9.737837243
9.3,1.036727273,9.841509971
9.4,1.034923077,9.945002278
9.5,1.035,10.04850228
9.6,1.034,10.15190228
9.7,1.032545455,10.25515682
9.8,1.032153846,10.35837221
9.9,1.029818182,10.46135403
10,1.029846154,10.56433864
10.1,1.028909091,10.66722955
10.2,1.028769231,10.77010647
10.3,1.028,10.87290647
10.4,1.028,10.97570647
10.5,1.027454545,11.07845193
10.6,1.026230769,11.18107501
10.7,1.026,11.28367501
10.8,1.025153846,11.38619039
10.9,1.026,11.48879039
11,1.025384615,11.59132885
11.1,1.024909091,11.69381976
11.2,1.024,11.79621976
11.3,1.023363636,11.89855612
11.4,1.022076923,12.00076382
11.5,1.022181818,12.102982
11.6,1.021692308,12.20515123
11.7,1.021,12.30725123
11.8,1.020461538,12.40929738
11.9,1.020818182,12.5113792
12,1.019692308,12.61334843
12.1,1.019,12.71524843
12.2,1.019,12.81714843
12.3,1.019181818,12.91906661
12.4,1.019,13.02096661
12.5,1.019,13.12286661
12.6,1.019,13.22476661
12.7,1.019,13.32666661
12.8,1.018461538,13.42851277
12.9,1.018818182,13.53039459
13,1.018076923,13.63220228
13.1,1.018,13.73400228
13.2,1.018230769,13.83582536
13.3,1.018,13.93762536
13.4,1.017714286,14.03939678
13.5,1.0172,14.14111678
13.6,1.017,14.24281678
13.7,1.017272727,14.34454406
13.8,1.017,14.44624406
13.9,1.0168,14.54792406
14,1.016769231,14.64960098
14.1,1.016545455,14.75125553
14.2,1.017,14.85295553
14.3,1.017,14.95465553
14.4,1.016285714,15.0562841
14.5,1.0173,15.1580141
14.6,1.0175,15.2597641
14.7,1.0161,15.3613741
14.8,1.016928571,15.46306695
14.9,1.017,15.56476695
15,1.016230769,15.66639003
15.1,1.0165,15.76804003
15.2,1.016571429,15.86969717
15.3,1.0158,15.97127717
15.4,1.017214286,16.0729986
15.5,1.017,16.1746986
15.6,1.017142857,16.27641289
15.7,1.017909091,16.3782038
15.8,1.017615385,16.47996534
15.9,1.018545455,16.58181988
16,1.018153846,16.68363527
16.1,1.019,16.78553527
16.2,1.018461538,16.88738142
16.3,1.018545455,16.98923596
16.4,1.018461538,17.09108212
16.5,1.019,17.19298212
16.6,1.018461538,17.29482827
16.7,1.0185,17.39667827
16.8,1.019357143,17.49861399
16.9,1.019,17.60051399
17,1.019,17.70241399
17.1,1.019,17.80431399
17.2,1.019846154,17.9062986
17.3,1.020636364,18.00836224
17.4,1.020384615,18.1104007
17.5,1.020272727,18.21242797
17.6,1.020615385,18.31448951
17.7,1.021,18.41658951
17.8,1.021,18.51868951
17.9,1.020727273,18.62076224
18,1.021538462,18.72291608
18.1,1.021181818,18.82503427
18.2,1.021538462,18.92718811
18.3,1.022090909,19.0293972
18.4,1.022461538,19.13164336
18.5,1.022909091,19.23393427
18.6,1.023538462,19.33628811
18.7,1.023,19.43858811
18.8,1.023846154,19.54097273
18.9,1.023727273,19.64334546
19,1.024,19.74574546
19.1,1.024636364,19.84820909
19.2,1.024615385,19.95067063
19.3,1.024,20.05307063
19.4,1.024230769,20.15549371
19.5,1.025545455,20.25804825
19.6,1.025153846,20.36056364
19.7,1.026454545,20.46320909
19.8,1.026692308,20.56587832
19.9,1.027636364,20.66864196
20,1.028,20.77144196
20.1,1.028,20.87424196
20.2,1.028615385,20.9771035
20.3,1.028909091,21.07999441
20.4,1.028384615,21.18283287
20.5,1.029272727,21.28576014
20.6,1.029384615,21.3886986
20.7,1.029454545,21.49164406
20.8,1.03,21.59464406
20.9,1.03,21.69764406
21,1.030923077,21.80073636
21.1,1.031363636,21.90387273
21.2,1.032,22.00707273
21.3,1.032545455,22.11032727
21.4,1.033461538,22.21367343
21.5,1.033,22.31697343
21.6,1.033461538,22.42031958
21.7,1.034,22.52371958
21.8,1.034923077,22.62721189
21.9,1.035090909,22.73072098
22,1.035,22.83422098
22.1,1.035,22.93772098
22.2,1.035076923,23.04122867
22.3,1.036909091,23.14491958
22.4,1.037,23.24861958
22.5,1.038636364,23.35248322
22.6,1.039923077,23.45647553
22.7,1.039272727,23.5604028
22.8,1.04,23.6644028
22.9,1.04,23.7684028
23,1.041,23.8725028
23.1,1.041545455,23.97665734
23.2,1.041923077,24.08084965
23.3,1.042454545,24.18509511
23.4,1.043461538,24.28944126
23.5,1.043727273,24.39381399
23.6,1.044307692,24.49824476
23.7,1.044454545,24.60269021
23.8,1.044461538,24.70713636
23.9,1.045,24.81163636
24,1.045307692,24.91616713
24.1,1.046,25.02076713
24.2,1.046769231,25.12544406
24.3,1.047181818,25.23016224
24.4,1.048153846,25.33497762
24.5,1.048636364,25.43984126
24.6,1.049307692,25.54477203
24.7,1.050454545,25.64981748
24.8,1.051,25.75491748
24.9,1.052,25.86011748
25,1.052,25.96531748
25.1,1.052818182,26.0705993
25.2,1.053307692,26.17593007
25.3,1.054,26.28133007
25.4,1.054230769,26.38675315
25.5,1.055454545,26.4922986
25.6,1.056,26.5978986
25.7,1.057,26.7035986
25.8,1.057,26.8092986
25.9,1.057090909,26.91500769
26,1.058615385,27.02086923
26.1,1.058363636,27.12670559
26.2,1.059,27.23260559
26.3,1.059454545,27.33855105
26.4,1.060615385,27.44461259
26.5,1.061181818,27.55073077
26.6,1.061923077,27.65692308
26.7,1.062090909,27.76313217
26.8,1.063230769,27.86945525
26.9,1.064272727,27.97588252
27,1.065307692,28.08241329
27.1,1.066818182,28.18909511
27.2,1.067846154,28.29587972
27.3,1.068363636,28.40271608
27.4,1.069,28.50961608
27.5,1.069,28.61651608
27.6,1.069928571,28.72350894
27.7,1.0705,28.83055894
27.8,1.071642857,28.93772323
27.9,1.0726,29.04498323
28,1.072714286,29.15225466
28.1,1.0732,29.25957466
28.2,1.074461538,29.36702081
28.3,1.075545455,29.47457536
28.4,1.0765,29.58222536
28.5,1.0777,29.68999536
28.6,1.079,29.79789536
28.7,1.0793,29.90582536
28.8,1.080357143,30.01386107
28.9,1.0822,30.12208107
29,1.082071429,30.23028821
29.1,1.0836,30.33864821
29.2,1.083714286,30.44701964
29.3,1.085,30.55551964
29.4,1.085285714,30.66404821
29.5,1.0857,30.77261821
29.6,1.086857143,30.88130393
29.7,1.088,30.99010393
29.8,1.088923077,31.09899623
29.9,1.089090909,31.20790533
30,1.090076923,31.31691302
30.1,1.0907,31.42598302
30.2,1.092,31.53518302
30.3,1.093,31.64448302
30.4,1.0935,31.75383302
30.5,1.095,31.86333302
30.6,1.096428571,31.97297587
30.7,1.0967,32.08264587
30.8,1.098071429,32.19245302
30.9,1.099,32.30235302
31,1.100428571,32.41239587
31.1,1.102,32.52259587
31.2,1.102461538,32.63284203
31.3,1.1022,32.74306203
31.4,1.1035,32.85341203
31.5,1.1048,32.96389203
31.6,1.106071429,33.07449917
31.7,1.107272727,33.18522644
31.8,1.108384615,33.29606491
31.9,1.109272727,33.40699218
32,1.110153846,33.51800756
32.1,1.111181818,33.62912574
32.2,1.111846154,33.74031036
32.3,1.113363636,33.85164672
32.4,1.113384615,33.96298519
32.5,1.116,34.07458519
32.6,1.116076923,34.18619288
32.7,1.118,34.29799288
32.8,1.119076923,34.40990057
32.9,1.12,34.52190057
33,1.121,34.63400057
33.1,1.123,34.74630057
33.2,1.123846154,34.85868519
33.3,1.126,34.97128519
33.4,1.127615385,35.08404672
33.5,1.128090909,35.19685581
33.6,1.129769231,35.30983274
33.7,1.131,35.42293274
33.8,1.131846154,35.53611735
33.9,1.133272727,35.64944463
34,1.134769231,35.76292155
34.1,1.135,35.87642155
34.2,1.137230769,35.99014463
34.3,1.139,36.10404463
34.4,1.139923077,36.21803693
34.5,1.141636364,36.33220057
34.6,1.142384615,36.44643903
34.7,1.144454545,36.56088449
34.8,1.145384615,36.67542295
34.9,1.147272727,36.79015022
35,1.148769231,36.90502714
35.1,1.150636364,37.02009078
35.2,1.152,37.13529078
35.3,1.152545455,37.25054533
35.4,1.154923077,37.36603763
35.5,1.156,37.48163763
35.6,1.158307692,37.5974684
35.7,1.16,37.7134684
35.8,1.161384615,37.82960686
35.9,1.162636364,37.9458705
36,1.164615385,38.06233204
36.1,1.166090909,38.17894113
36.2,1.168615385,38.29580267
36.3,1.170090909,38.41281176
36.4,1.172384615,38.53005022
36.5,1.173909091,38.64744113
36.6,1.176,38.76504113
36.7,1.178909091,38.88293204
36.8,1.180153846,39.00094742
36.9,1.182727273,39.11922015
37,1.185153846,39.23773554
37.1,1.186727273,39.35640826
37.2,1.188615385,39.4752698
37.3,1.191181818,39.59438798
37.4,1.193615385,39.71374952
37.5,1.195818182,39.83333134
37.6,1.199153846,39.95324672
37.7,1.201363636,40.07338309
37.8,1.204769231,40.19386001
37.9,1.208454545,40.31470547
38,1.211615385,40.435867
38.1,1.215454545,40.55741246
38.2,1.218307692,40.67924323
38.3,1.222272727,40.8014705
38.4,1.226142857,40.92408479
38.5,1.231,41.04718479
38.6,1.235214286,41.17070621
38.7,1.2407,41.29477621
38.8,1.2475,41.41952621
38.9,1.2565,41.54517621
39,1.262428571,41.67141907
39.1,1.2691,41.79832907
39.2,1.278285714,41.92615764
39.3,1.290818182,42.05523946
39.4,1.304538462,42.18569331
39.5,1.326272727,42.31832058
39.6,1.333538462,42.45167443
39.7,1.345,42.58617443
39.8,1.365153846,42.72268981
39.9,1.380272727,42.86071708
40,1.399,43.00061708
40.1,1.413636364,43.14198072
40.2,1.441153846,43.2860961
40.3,1.454545455,43.43155065
40.4,1.473230769,43.57887373
40.5,1.496363636,43.72851009
40.6,1.514928571,43.88000295
40.7,1.5326,44.03326295
40.8,1.556142857,44.18887723
40.9,1.585909091,44.34746814
41,1.609,44.50836814
41.1,1.635,44.67186814
41.2,1.662,44.83806814
41.3,1.691181818,45.00718632
41.4,1.712692308,45.17845556
41.5,1.756,45.35405556
41.6,1.794384615,45.53349402
41.7,1.828727273,45.71636674
41.8,1.865785714,45.90294532
41.9,1.9065,46.09359532
42,1.953,46.28889532
42.1,2.000272727,46.48892259
42.2,2.056769231,46.69459951
42.3,2.109909091,46.90559042
42.4,2.167928571,47.12238328
42.5,2.229454545,47.34532873
42.6,2.285384615,47.57386719
42.7,2.348454545,47.80871265
42.8,2.410153846,48.04972803
42.9,2.470454545,48.29677349
43,2.535071429,48.55028063
43.1,2.596090909,48.80988972
43.2,2.650615385,49.07495126
43.3,2.702272727,49.34517853
43.4,2.758571429,49.62103567
43.5,2.802181818,49.90125386
43.6,2.840846154,50.18533847
43.7,2.872454545,50.47258393
43.8,2.899,50.76248393
43.9,2.915181818,51.05400211
44,2.934714286,51.34747354
44.1,2.941818182,51.64165536
44.2,2.943,51.93595536
44.3,2.944,52.23035536
44.4,2.942076923,52.52456305
44.5,2.937454545,52.8183085
44.6,2.929846154,53.11129312
44.7,2.924545455,53.40374766
44.8,2.915461538,53.69529382
44.9,2.906818182,53.98597563
45,2.898153846,54.27579102
45.1,2.885818182,54.56437284
45.2,2.874769231,54.85184976
45.3,2.858545455,55.13770431
45.4,2.847307692,55.42243508
45.5,2.8382,55.70625508
45.6,2.834357143,55.98969079
45.7,2.8304,56.27273079
45.8,2.828071429,56.55553793
45.9,2.8283,56.83836793
46,2.828642857,57.12123222
46.1,2.834090909,57.40464131
46.2,2.845307692,57.68917208
46.3,2.8644,57.97561208
46.4,2.909071429,58.26651922
46.5,2.954,58.56191922
46.6,3.012538462,58.86317307
46.7,3.073363636,59.17050943
46.8,3.146923077,59.48520174
46.9,3.210363636,59.8062381
47,3.2925,60.1354881
47.1,3.368,60.4722881
47.2,3.457846154,60.81807272
47.3,3.544454545,61.17251817
47.4,3.651928571,61.53771103
47.5,3.742363636,61.91194739
47.6,3.863846154,62.29833201
47.7,3.977454545,62.69607746
47.8,4.094714286,63.10554889
47.9,4.238545455,63.52940344
48,4.381071429,63.96751058
48.1,4.529363636,64.42044694
48.2,4.690857143,64.88953266
48.3,4.859454545,65.37547811
48.4,5.034571429,65.87893526
48.5,5.233909091,66.40232616
48.6,5.428428571,66.94516902
48.7,5.651666667,67.51033569
48.8,5.881538462,68.09848953
48.9,6.130333333,68.71152287
49,6.406357143,69.35215858
49.1,6.678833333,70.02004192
49.2,6.998785714,70.71992049
49.3,7.308727273,71.45079321
49.4,7.652866667,72.21607988
49.5,8.017909091,73.01787079
49.6,8.411266667,73.85899746
49.7,8.851916667,74.74418912
49.8,9.284571429,75.67264627
49.9,9.767083333,76.6493546
50,10.29606667,77.67896127
50.1,10.85541667,78.76450293
50.2,11.4704,79.91154293
50.3,12.10308333,81.12185127
50.4,12.82106667,82.40395793
50.5,13.60207692,83.76416562
50.6,14.4748,85.21164562
50.7,15.43061538,86.75470716
50.8,16.5033125,88.40503841
50.9,17.75938462,90.18097687
51,19.23005882,92.10398276
51.1,20.93023077,94.19700583
51.2,22.93388235,96.49039407
51.3,25.53933333,99.0443274
51.4,28.77244444,101.9215718
51.5,32.695,105.1910718
51.6,37.87519048,108.9785909
51.7,44.26352632,113.4049435
51.8,51.22626087,118.5275696
51.9,58.9155,124.4191196
52,67.24803846,131.1439235
52.1,75.53833333,138.6977568
52.2,84.90281481,147.1880383
52.3,92.43240909,156.4312792
52.4,99.86585714,166.4178649
52.5,103.8054091,176.7984058
52.6,104.9323077,187.2916366
52.7,100.60415,197.3520516
52.8,88.30721739,206.1827733
52.9,77.08117647,213.890891
53,67.37746667,220.6286376
53.1,59.0845,226.5370876
53.2,53.58954545,231.8960422
53.3,48.365,236.7325422
53.4,42.12818182,240.9453604
53.5,36.516375,244.5969979
53.6,32.3688,247.8338779
53.7,29.07075,250.7409529
53.8,26.5121,253.3921629
53.9,23.029,255.6950629
54,20.183,257.7133629
54.1,17.4036,259.4537229
54.2,14.299,260.8836229
54.3,11.777,262.0613229
54.4,10.31,263.0923229
54.5,9.1975,264.0120729
54.6,8.274,264.8394729
54.7,7.5105,265.5905229
54.8,6.7808,266.2686029
54.9,6.1305,266.8816529
55,5.63325,267.4449779
55.1,5.1844,267.9634179
55.2,4.788,268.4422179
55.3,4.5025,268.8924679
55.4,4.233833333,269.3158512
55.5,4.0008,269.7159312
55.6,3.815714286,270.0975026
55.7,3.6658,270.4640826
55.8,3.539571429,270.8180398
55.9,3.395166667,271.1575564
56,3.3,271.4875564
56.1,3.170857143,271.8046421
56.2,3.04575,272.1092171
56.3,2.936285714,272.4028457
56.4,2.811111111,272.6839568
56.5,2.68725,272.9526818
56.6,2.574555556,273.2101374
56.7,2.450666667,273.455204
56.8,2.3233,273.687534
56.9,2.217111111,273.9092452
57,2.105181818,274.1197633
57.1,2.008666667,274.32063
57.2,1.923636364,274.5129936
57.3,1.8446,274.6974536
57.4,1.761333333,274.873587
57.5,1.6884,275.042427
57.6,1.630666667,275.2054936
57.7,1.5798,275.3634736
57.8,1.530769231,275.5165506
57.9,1.5004,275.6665906
58,1.460615385,275.8126521
58.1,1.425,275.9551521
58.2,1.416692308,276.0968213
58.3,1.3944,276.2362613
58.4,1.379,276.3741613
58.5,1.358909091,276.5100522
58.6,1.355692308,276.6456215
58.7,1.344909091,276.7801124
58.8,1.339538462,276.9140662
58.9,1.3362,277.0476862
59,1.333846154,277.1810708
59.1,1.328545455,277.3139254
59.2,1.323692308,277.4462946
59.3,1.319818182,277.5782764
59.4,1.317153846,277.7099918
59.5,1.313909091,277.8413827
59.6,1.308846154,277.9722673
59.7,1.305363636,278.1028037
59.8,1.302538462,278.2330576
59.9,1.299727273,278.3630303
60,1.298461538,278.4928764
60.1,1.295727273,278.6224492
60.2,1.293230769,278.7517722
60.3,1.292,278.8809722
60.4,1.289,279.0098722
60.5,1.287454545,279.1386177
60.6,1.285846154,279.2672023
60.7,1.283181818,279.3955205
60.8,1.282230769,279.5237436
60.9,1.281,279.6518436
61,1.278923077,279.7797359
61.1,1.276363636,279.9073722
61.2,1.275307692,280.034903
61.3,1.273909091,280.1622939
61.4,1.272538462,280.2895478
61.5,1.272090909,280.4167569
61.6,1.27,280.5437569
61.7,1.269181818,280.670675
61.8,1.268461538,280.7975212
61.9,1.267545455,280.9242757
62,1.267307692,281.0510065
62.1,1.266636364,281.1776701
62.2,1.265,281.3041701
62.3,1.264636364,281.4306338
62.4,1.263692308,281.557003
62.5,1.263272727,281.6833303
62.6,1.263,281.8096303
62.7,1.262818182,281.9359121
62.8,1.261153846,282.0620275
62.9,1.260272727,282.1880548
63,1.26,282.3140548
63.1,1.258909091,282.4399457
63.2,1.258384615,282.5657841
63.3,1.256818182,282.691466
63.4,1.257076923,282.8171736
63.5,1.256,282.9427736
63.6,1.255307692,283.0683044
63.7,1.254454545,283.1937499
63.8,1.254769231,283.3192268
63.9,1.254545455,283.4446813
64,1.254461538,283.5701275
64.1,1.254181818,283.6955457
64.2,1.254461538,283.8209918
64.3,1.254272727,283.9464191
64.4,1.254384615,284.0718576
64.5,1.253181818,284.1971757
64.6,1.253230769,284.3224988
64.7,1.252545455,284.4477534
64.8,1.252538462,284.5730072
64.9,1.251636364,284.6981708
65,1.251538462,284.8233247
65.1,1.25,284.9483247
65.2,1.249846154,285.0733093
65.3,1.249363636,285.1982457
65.4,1.249615385,285.3232072
65.5,1.249727273,285.4481799
65.6,1.248692308,285.5730492
65.7,1.247909091,285.6978401
65.8,1.247846154,285.8226247
65.9,1.247363636,285.9473611
66,1.246384615,286.0719995
66.1,1.246818182,286.1966813
66.2,1.246461538,286.3213275
66.3,1.246454545,286.4459729
66.4,1.245923077,286.5705653
66.5,1.245272727,286.6950925
66.6,1.245615385,286.8196541
66.7,1.245636364,286.9442177
66.8,1.244615385,287.0686792
66.9,1.245,287.1931792
67,1.245538462,287.3177331
67.1,1.245363636,287.4422694
67.2,1.245230769,287.5667925
67.3,1.245727273,287.6913653
67.4,1.245,287.8158653
67.5,1.245272727,287.9403925
67.6,1.245,288.0648925
67.7,1.245,288.1893925
67.8,1.245230769,288.3139156
67.9,1.244,288.4383156
68,1.243307692,288.5626464
68.1,1.243,288.6869464
68.2,1.243692308,288.8113156
68.3,1.242727273,288.9355883
68.4,1.244,289.0599883
68.5,1.243636364,289.184352
68.6,1.244,289.308752
68.7,1.243727273,289.4331247
68.8,1.243384615,289.5574632
68.9,1.243,289.6817632
69,1.243153846,289.8060785
69.1,1.243272727,289.9304058
69.2,1.241538462,290.0545597
69.3,1.242090909,290.1787687
69.4,1.241615385,290.3029303
69.5,1.242363636,290.4271666
69.6,1.241384615,290.5513051
69.7,1.240727273,290.6753778
69.8,1.240923077,290.7994701
69.9,1.240545455,290.9235247
70,1.240230769,291.0475478
70.1,1.24,291.1715478
70.2,1.241538462,291.2957016
70.3,1.241,291.4198016
70.4,1.240538462,291.5438555
70.5,1.240181818,291.6678736
70.6,1.239846154,291.7918583
70.7,1.239727273,291.915831
70.8,1.239923077,292.0398233
70.9,1.238181818,292.1636415
71,1.238923077,292.2875338
71.1,1.238090909,292.4113429
71.2,1.238076923,292.5351506
71.3,1.238,292.6589506
71.4,1.238384615,292.782789
71.5,1.238272727,292.9066163
71.6,1.237769231,293.0303932
71.7,1.238363636,293.1542296
71.8,1.237538462,293.2779834
71.9,1.238,293.4017834
72,1.237769231,293.5255604
72.1,1.237,293.6492604
72.2,1.236692308,293.7729296
72.3,1.236909091,293.8966205
72.4,1.237,294.0203205
72.5,1.236636364,294.1439841
72.6,1.236461538,294.2676303
72.7,1.236454545,294.3912757
72.8,1.236,294.5148757
72.9,1.235727273,294.6384485
73,1.236,294.7620485
73.1,1.235727273,294.8856212
73.2,1.235692308,295.0091904
73.3,1.235545455,295.132745
73.4,1.234230769,295.256168
73.5,1.234818182,295.3796499
73.6,1.233923077,295.5030422
73.7,1.232636364,295.6263058
73.8,1.233,295.7496058
73.9,1.232545455,295.8728604
74,1.232923077,295.9961527
74.1,1.231363636,296.119289
74.2,1.231692308,296.2424583
74.3,1.230272727,296.3654855
74.4,1.230923077,296.4885778
74.5,1.23,296.6115778
74.6,1.230076923,296.7345855
74.7,1.230363636,296.8576219
74.8,1.228384615,296.9804604
74.9,1.228,297.1032604
75,1.227923077,297.2260527
75.1,1.227727273,297.3488254
75.2,1.228,297.4716254
75.3,1.228363636,297.5944618
75.4,1.227384615,297.7172002
75.5,1.227181818,297.8399184
75.6,1.227615385,297.9626799
75.7,1.226636364,298.0853436
75.8,1.226307692,298.2079743
75.9,1.225636364,298.330538
76,1.225428571,298.4530808
76.1,1.2242,298.5755008
76.2,1.223846154,298.6978855
76.3,1.223272727,298.8202127
76.4,1.222230769,298.9424358
76.5,1.222272727,299.0646631
76.6,1.221307692,299.1867938
76.7,1.221,299.3088938
76.8,1.221214286,299.4310153
76.9,1.2209,299.5531053
77,1.220428571,299.6751481
77.1,1.2206,299.7972081
77.2,1.219461538,299.9191543
77.3,1.219181818,300.0410725
77.4,1.219153846,300.1629878
77.5,1.219363636,300.2849242
77.6,1.219,300.4068242
77.7,1.2189,300.5287142
77.8,1.218,300.6505142
77.9,1.2189,300.7724042
78,1.218214286,300.8942256
78.1,1.2177,301.0159956
78.2,1.217538462,301.1377495
78.3,1.217363636,301.2594859
78.4,1.217,301.3811859
78.5,1.216727273,301.5028586
78.6,1.216769231,301.6245355
78.7,1.216363636,301.7461719
78.8,1.216,301.8677719
78.9,1.216,301.9893719
79,1.216,302.1109719
79.1,1.2151,302.2324819
79.2,1.216,302.3540819
79.3,1.215090909,302.475591
79.4,1.214928571,302.5970838
79.5,1.215,302.7185838
79.6,1.214,302.8399838
79.7,1.214181818,302.961402
79.8,1.214785714,303.0828806
79.9,1.2141,303.2042906
80,1.213071429,303.3255977
80.1,1.2136,303.4469577
80.2,1.212714286,303.5682291
80.3,1.2126,303.6894891
80.4,1.211785714,303.8106677
80.5,1.2116,303.9318277
80.6,1.211357143,304.0529634
80.7,1.2117,304.1741334
80.8,1.211357143,304.2952691
80.9,1.211,304.4163691
81,1.210571429,304.5374263
81.1,1.21,304.6584263
81.2,1.210692308,304.7794955
81.3,1.210090909,304.9005046
81.4,1.209857143,305.0214903
81.5,1.21,305.1424903
81.6,1.209928571,305.2634832
81.7,1.2093,305.3844132
81.8,1.209071429,305.5053203
81.9,1.209,305.6262203
82,1.209,305.7471203
82.1,1.2091,305.8680303
82.2,1.209071429,305.9889375
82.3,1.2087,306.1098075
82.4,1.208142857,306.2306217
82.5,1.208,306.3514217
82.6,1.208,306.4722217
82.7,1.208,306.5930217
82.8,1.207714286,306.7137932
82.9,1.2076,306.8345532
83,1.208,306.9553532
83.1,1.2074,307.0760932
83.2,1.207571429,307.1968503
83.3,1.2076,307.3176103
83.4,1.207,307.4383103
83.5,1.2075,307.5590603
83.6,1.207357143,307.679796
83.7,1.207,307.800496
83.8,1.2075,307.921246
83.9,1.2075,308.041996
84,1.206428571,308.1626389
84.1,1.2063,308.2832689
84.2,1.2055,308.4038189
84.3,1.2059,308.5244089
84.4,1.206,308.6450089
84.5,1.206,308.7656089
84.6,1.205714286,308.8861803
84.7,1.2059,309.0067703
84.8,1.205,309.1272703
84.9,1.205,309.2477703
85,1.205,309.3682703
85.1,1.2041,309.4886803
85.2,1.204571429,309.6091375
85.3,1.2045,309.7295875
85.4,1.2045,309.8500375
85.5,1.2033,309.9703675
85.6,1.203071429,310.0906746
85.7,1.2031,310.2109846
85.8,1.203571429,310.3313417
85.9,1.203454545,310.4516872
86,1.203692308,310.5720564
86.1,1.204,310.6924564
86.2,1.203285714,310.812785
86.3,1.203,310.933085
86.4,1.202461538,311.0533312
86.5,1.2023,311.1735612
86.6,1.203285714,311.2938897
86.7,1.203,311.4141897
86.8,1.202615385,311.5344513
86.9,1.201909091,311.6546422
87,1.202,311.7748422
87.1,1.202,311.8950422
87.2,1.201615385,312.0152037
87.3,1.201636364,312.1353673
87.4,1.201692308,312.2555366
87.5,1.201181818,312.3756548
87.6,1.200230769,312.4956778
87.7,1.2,312.6156778
87.8,1.2,312.7356778
87.9,1.2,312.8556778
88,1.200923077,312.9757701
88.1,1.2,313.0957701
88.2,1.199,313.2156701
88.3,1.199,313.3355701
88.4,1.198923077,313.4554625
88.5,1.198727273,313.5753352
88.6,1.198923077,313.6952275
88.7,1.198454545,313.8150729
88.8,1.198,313.9348729
88.9,1.198090909,314.054682
89,1.197692308,314.1744513
89.1,1.198363636,314.2942876
89.2,1.198,314.4140876
89.3,1.198,314.5338876
89.4,1.197307692,314.6536184
89.5,1.198,314.7734184
89.6,1.198846154,314.893303
89.7,1.198090909,315.0131121
89.8,1.199,315.1330121
89.9,1.198181818,315.2528303
90,1.198230769,315.3726534
90.1,1.198454545,315.4924988
90.2,1.197846154,315.6122834
90.3,1.197545455,315.732038
90.4,1.197692308,315.8518072
90.5,1.197,315.9715072
90.6,1.196230769,316.0911303
90.7,1.196,316.2107303
90.8,1.195,316.3302303
90.9,1.195909091,316.4498212
91,1.195076923,316.5693289
91.1,1.194363636,316.6887653
91.2,1.194076923,316.8081729
91.3,1.194636364,316.9276366
91.4,1.194769231,317.0471135
