Temp (C),cp (J/g-C),Enthalpy (J/kg)
5.219709659408149,0.8012552045979896,0.22889573021608017
5.717197096594079,1.0949561447035177,0.7307546034723614
6.214684533780009,1.1633494255678392,1.2994010226633161
6.712171970965938,1.17411486,1.8826115170251254
7.209659408151868,1.1743579587035176,2.4668267954723615
7.707146845337798,1.1693033347788944,3.049604839919598
8.204634282523728,1.1589373144572865,3.628558454291457
8.702121719709657,1.1461536909798995,4.20151066280402
9.199609156895587,1.1319881227336683,4.76762965636181
9.697096594081515,1.1170075555025125,5.3261335252211035
10.194584031267446,1.1038585789396984,5.877627803065327
10.692071468453374,1.090223143673367,6.422893009140702
11.189558905639306,1.0784087924572865,6.961780948437187
11.687046342825234,1.0680522890703517,7.4950463034874355
12.184533780011165,1.0595757108994976,8.023772012060302
12.682021217197093,1.0517202440201006,8.54857282561809
13.179508654383023,1.044300172316583,9.06939420665829
13.676996091568952,1.0388506168693465,9.58712116677387
14.174483528754882,1.0344773869346733,10.102540470954771
14.671970965940812,1.0293799769296483,10.615525575125627
15.169458403126741,1.026876479954774,11.126927153718592
15.666945840312671,1.0251719434623117,11.637166493165829
16.164433277498603,1.0219751906633165,12.146108710150756
16.66192071468453,1.019417472160804,12.653801193819096
17.15940815187046,1.019,13.160759072311555
17.65689558905639,1.01805025120603,13.667499767437185
18.15438302624232,1.0171356783919598,14.173824317688444
18.65187046342825,1.0167028853517588,14.679739766180905
19.149357900614177,1.017354271356784,15.185624652763817
19.64684533780011,1.0162970620603016,15.691419426984924
20.14433277498604,1.0170315864723618,16.197188191758794
20.641820212171968,1.0183196751758794,16.703605621758793
21.139307649357896,1.0189080014673366,17.21038296974874
21.636795086543827,1.019,17.717263738743718
22.13428252372976,1.0203140525879397,18.224736899447237
22.631769960915683,1.0215044105628142,18.732666057939696
23.129257398101615,1.022953368356784,19.241135042663313
23.626744835287546,1.024028780281407,19.750379493517585
24.124232272473478,1.0255375834623115,20.260108860854274
24.621719709659402,1.027998172683417,20.770925377085423
25.119207146845334,1.0292459497537687,21.28265680522613
25.616694584031265,1.030872052643216,21.795037790653264
26.114182021217196,1.0330371085829144,22.30866790236181
26.61166945840312,1.0350095934120602,22.823298869447235
27.109156895589052,1.0384225676984924,23.338913096180903
27.606644332774984,1.0408442211055275,23.856286217085426
28.104131769960915,1.0436792003366835,24.374932491105533
28.60161920714684,1.0452442981708543,24.89463063969849
29.09910664433277,1.0485248271758794,25.41560142361809
29.596594081518703,1.052,25.9383566759799
30.094081518704634,1.0551101658241206,26.4625973678392
30.59156895589056,1.0581480833115577,26.988419210201002
31.08905639307649,1.0609939557989951,27.515535795728642
31.58654383026242,1.0649384331306533,28.04440482432161
32.08403126744835,1.069,28.57568994934674
32.58151870463428,1.0726677675778895,29.108591414623113
33.07900614182021,1.077181407035176,29.643421390150753
33.57649357900614,1.0821302227738694,30.180806553015078
34.07398101619207,1.085500143437186,30.72024273261307
34.571468453377996,1.0895764837336683,31.26158750899497
35.06895589056393,1.0942010050251256,31.80500638683417
35.56644332774986,1.0996317298894471,32.35101518482412
36.06393076493579,1.1040422110552763,32.89949162798995
