Source,Location ID,City,State,Country,Latitude,Longitude,Time Zone,Elevation,Local Time Zone,Clearsky DHI Units,Clearsky DNI Units,Clearsky GHI Units,Dew Point Units,DHI Units,DNI Units,GHI Units,Solar Zenith Angle Units,Temperature Units,Pressure Units,Relative Humidity Units,Precipitable Water Units,Wind Direction Units,Wind Speed,Cloud Type -15,Cloud Type 0,Cloud Type 1,Cloud Type 2,Cloud Type 3,Cloud Type 4,Cloud Type 5,Cloud Type 6,Cloud Type 7,Cloud Type 8,Cloud Type 9,Cloud Type 10,Cloud Type 11,Cloud Type 12,Fill Flag 0,Fill Flag 1,Fill Flag 2,Fill Flag 3,Fill Flag 4,Fill Flag 5,Surface Albedo Units,Version
NSRDB,155561,-,-,-,40.53,-105.06,-7,1526,-7,w/m2,w/m2,w/m2,c,w/m2,w/m2,w/m2,Degree,c,mbar,%,cm,Degrees,m/s,N/A,Clear,Probably Clear,Fog,Water,Super-Cooled Water,Mixed,Opaque Ice,Cirrus,Overlapping,Overshooting,Unknown,Dust,Smoke,N/A,Missing Image,Low Irradiance,Exceeds Clearsky,Missing CLoud Properties,Rayleigh Violation,N/A,v3.0.1
Year,Month,Day,Hour,Minute,DHI,DNI,GHI,Clearsky DHI,Clearsky DNI,Clearsky GHI,Cloud Type,Dew Point,Solar Zenith Angle,Fill Flag,Surface Albedo,Wind Speed,Precipitable Water,Wind Direction,Relative Humidity,Temperature,Pressure
2018,1,1,0,0,0,0,0,0,0,0,4,-15.4,162.44,0,0.14,0.6000000000000001,0.30000000000000004,208,73.4,-11.600000000000001,837
2018,1,1,0,30,0,0,0,0,0,0,4,-15.4,161.6,0,0.14,0.7000000000000001,0.30000000000000004,217,73.99,-11.700000000000001,837
2018,1,1,1,0,0,0,0,0,0,0,4,-15.8,158.83,0,0.14,0.7000000000000001,0.30000000000000004,225,72.22,-11.8,837
2018,1,1,1,30,0,0,0,0,0,0,4,-15.8,154.76,0,0.14,0.8,0.30000000000000004,220,72.22,-11.8,837
2018,1,1,2,0,0,0,0,0,0,0,4,-15.9,149.93,0,0.14,0.8,0.30000000000000004,215,71.59,-11.8,837
2018,1,1,2,30,0,0,0,0,0,0,4,-15.9,144.67000000000002,0,0.14,0.9,0.30000000000000004,217,71.59,-11.8,837
2018,1,1,3,0,0,0,0,0,0,0,4,-15.8,139.17000000000002,0,0.14,1.0,0.30000000000000004,220,73.04,-11.9,836
2018,1,1,3,30,0,0,0,0,0,0,4,-15.8,133.54,0,0.14,1.1,0.30000000000000004,219,72.46000000000001,-11.8,836
2018,1,1,4,0,0,0,0,0,0,0,4,-15.600000000000001,127.86,0,0.14,1.1,0.30000000000000004,219,73.57000000000001,-11.8,836
2018,1,1,4,30,0,0,0,0,0,0,0,-15.600000000000001,122.16,0,0.14,1.1,0.30000000000000004,222,72.4,-11.600000000000001,836
2018,1,1,5,0,0,0,0,0,0,0,0,-15.3,116.5,0,0.14,1.1,0.30000000000000004,225,73.53,-11.5,836
2018,1,1,5,30,0,0,0,0,0,0,4,-15.3,110.9,0,0.14,1.0,0.30000000000000004,228,72.94,-11.4,836
2018,1,1,6,0,0,0,0,0,0,0,7,-14.9,105.4,0,0.14,1.0,0.30000000000000004,230,74.45,-11.3,836
2018,1,1,6,30,0,0,0,0,0,0,7,-14.9,100.03,0,0.14,0.9,0.30000000000000004,233,72.69,-11.0,836
2018,1,1,7,0,0,0,0,0,0,0,4,-14.5,94.82000000000001,0,0.14,0.8,0.30000000000000004,236,74.24,-10.8,836
2018,1,1,7,30,3,0,3,10,152,12,4,-14.5,89.42,43,0.14,0.9,0.30000000000000004,250,69.60000000000001,-10.0,835
2018,1,1,8,0,27,68,33,25,528,72,4,-13.600000000000001,84.93,100,0.14,1.0,0.4,264,69.55,-9.1,835
2018,1,1,8,30,54,213,89,34,699,149,7,-13.600000000000001,80.55,100,0.14,0.8,0.4,271,63.34,-7.9,835
2018,1,1,9,0,81,146,115,41,802,228,4,-12.700000000000001,76.49,71,0.14,0.6000000000000001,0.4,278,61.96,-6.6000000000000005,835
2018,1,1,9,30,99,115,133,44,868,300,4,-12.700000000000001,72.85000000000001,0,0.14,0.4,0.4,230,55.69,-5.2,835
2018,1,1,10,0,75,2,76,48,912,364,7,-11.8,69.7,0,0.14,0.2,0.4,183,54.0,-3.8000000000000003,834
2018,1,1,10,30,131,31,143,49,942,415,7,-11.8,67.12,0,0.14,0.6000000000000001,0.4,216,47.94,-2.2,834
2018,1,1,11,0,184,104,228,49,963,453,7,-11.4,65.19,0,0.14,0.9,0.4,249,44.2,-0.7000000000000001,833
2018,1,1,11,30,197,145,261,50,973,477,4,-11.4,63.96,0,0.14,1.0,0.4,259,40.52,0.5,833
2018,1,1,12,0,163,407,345,51,977,487,4,-11.4,63.47,0,0.14,1.1,0.4,269,37.43,1.6,833
2018,1,1,12,30,163,406,343,50,974,481,7,-11.4,63.75,0,0.14,0.9,0.4,276,36.08,2.1,832
2018,1,1,13,0,88,764,413,50,965,461,0,-11.4,64.79,0,0.14,0.8,0.4,283,34.6,2.7,832
2018,1,1,13,30,68,841,403,48,949,426,0,-11.4,66.53,0,0.14,0.5,0.4,159,35.34,2.4000000000000004,832
2018,1,1,14,0,127,424,279,46,917,376,4,-10.8,68.94,0,0.14,0.2,0.5,35,37.64,2.2,832
2018,1,1,14,30,115,101,146,44,874,315,4,-10.8,71.95,0,0.14,0.7000000000000001,0.5,61,41.01,1.0,832
2018,1,1,15,0,71,8,73,40,817,245,4,-9.200000000000001,75.46000000000001,71,0.14,1.1,0.5,87,50.9,-0.2,833
2018,1,1,15,30,47,1,47,35,728,169,4,-9.200000000000001,79.42,100,0.14,1.2000000000000002,0.5,87,57.63,-1.9000000000000001,833
2018,1,1,16,0,24,0,24,27,581,91,4,-10.200000000000001,83.72,100,0.14,1.2000000000000002,0.5,88,60.730000000000004,-3.7,833
2018,1,1,16,30,6,0,6,16,268,24,4,-10.200000000000001,88.24,71,0.14,1.2000000000000002,0.5,88,60.730000000000004,-3.7,833
2018,1,1,17,0,0,0,0,0,0,0,4,-10.8,93.45,0,0.87,1.1,0.5,84,65.79,-5.4,834
2018,1,1,17,30,0,0,0,0,0,0,4,-10.8,98.60000000000001,0,0.87,1.0,0.5,83,67.82000000000001,-5.800000000000001,834
2018,1,1,18,0,0,0,0,0,0,0,4,-11.0,103.93,0,0.87,0.9,0.5,82,68.96000000000001,-6.2,834
2018,1,1,18,30,0,0,0,0,0,0,0,-11.0,109.4,0,0.87,0.8,0.5,78,70.56,-6.5,834
2018,1,1,19,0,0,0,0,0,0,0,0,-11.100000000000001,114.98,0,0.87,0.7000000000000001,0.5,74,71.57000000000001,-6.800000000000001,834
2018,1,1,19,30,0,0,0,0,0,0,0,-11.100000000000001,120.62,0,0.87,0.6000000000000001,0.5,65,72.12,-6.9,834
2018,1,1,20,0,0,0,0,0,0,0,0,-11.200000000000001,126.31,0,0.87,0.5,0.5,55,72.76,-7.1000000000000005,834
2018,1,1,20,30,0,0,0,0,0,0,0,-11.200000000000001,132.0,0,0.87,0.5,0.4,37,73.33,-7.2,834
2018,1,1,21,0,0,0,0,0,0,0,0,-11.3,137.65,0,0.87,0.5,0.4,18,73.83,-7.4,834
2018,1,1,21,30,0,0,0,0,0,0,0,-11.3,143.19,0,0.87,0.5,0.4,12,75.57000000000001,-7.7,834
2018,1,1,22,0,0,0,0,0,0,0,0,-11.4,148.52,0,0.87,0.6000000000000001,0.4,6,76.04,-7.9,835
2018,1,1,22,30,0,0,0,0,0,0,0,-11.4,153.48,0,0.87,0.8,0.4,5,77.23,-8.1,835
2018,1,1,23,0,0,0,0,0,0,0,4,-11.5,157.79,0,0.87,1.0,0.4,3,78.32000000000001,-8.4,835
2018,1,1,23,30,0,0,0,0,0,0,4,-11.5,160.95000000000002,0,0.87,1.4000000000000001,0.4,4,79.02,-8.5,836
