Source,Location ID,City,State,Country,Latitude,Longitude,Time Zone,Elevation,Local Time Zone,Clearsky DHI Units,Clearsky DNI Units,Clearsky GHI Units,Dew Point Units,DHI Units,DNI Units,GHI Units,Solar Zenith Angle Units,Temperature Units,Pressure Units,Relative Humidity Units,Precipitable Water Units,Wind Direction Units,Wind Speed,Cloud Type -15,Cloud Type 0,Cloud Type 1,Cloud Type 2,Cloud Type 3,Cloud Type 4,Cloud Type 5,Cloud Type 6,Cloud Type 7,Cloud Type 8,Cloud Type 9,Cloud Type 10,Cloud Type 11,Cloud Type 12,Fill Flag 0,Fill Flag 1,Fill Flag 2,Fill Flag 3,Fill Flag 4,Fill Flag 5,Surface Albedo Units,Version
OCHRE,-,-,-,-,33.63,-84.43,-5.0,0,-5.0,w/m2,w/m2,w/m2,c,w/m2,w/m2,w/m2,Degree,c,mbar,%,cm,Degrees,m/s,,Clear,Probably Clear,Fog,Water,Super-Cooled Water,Mixed,Opaque Ice,Cirrus,Overlapping,Overshooting,Unknown,Dust,Smoke,,Missing Image,Low Irradiance,Exceeds Clearsky,Missing CLoud Properties,Rayleigh Violation,,unknown
Year,Month,Day,Hour,Minute,DNI,GHI,DHI,Temperature,Wind Speed
2019,1,1,0,0,0.0,0.0,0.0,14.9,1.6
2019,1,1,0,15,0.0,0.0,0.0,14.9,1.6
2019,1,1,0,30,0.0,0.0,0.0,14.9,1.6
2019,1,1,0,45,0.0,0.0,0.0,14.9,1.6
2019,1,1,1,0,0.0,0.0,0.0,13.6,2.2
2019,1,1,1,15,0.0,0.0,0.0,13.6,2.2
2019,1,1,1,30,0.0,0.0,0.0,13.6,2.2
2019,1,1,1,45,0.0,0.0,0.0,13.6,2.2
2019,1,1,2,0,0.0,0.0,0.0,11.3,2.5
2019,1,1,2,15,0.0,0.0,0.0,11.3,2.5
2019,1,1,2,30,0.0,0.0,0.0,11.3,2.5
2019,1,1,2,45,0.0,0.0,0.0,11.3,2.5
2019,1,1,3,0,0.0,0.0,0.0,12.7,2.0
2019,1,1,3,15,0.0,0.0,0.0,12.7,2.0
2019,1,1,3,30,0.0,0.0,0.0,12.7,2.0
2019,1,1,3,45,0.0,0.0,0.0,12.7,2.0
2019,1,1,4,0,0.0,0.0,0.0,12.4,1.5
2019,1,1,4,15,0.0,0.0,0.0,12.4,1.5
2019,1,1,4,30,0.0,0.0,0.0,12.4,1.5
2019,1,1,4,45,0.0,0.0,0.0,12.4,1.5
2019,1,1,5,0,0.0,0.0,0.0,13.6,1.5
2019,1,1,5,15,0.0,0.0,0.0,13.6,1.5
2019,1,1,5,30,0.0,0.0,0.0,13.6,1.5
2019,1,1,5,45,0.0,0.0,0.0,13.6,1.5
2019,1,1,6,0,0.0,0.0,0.0,11.6,1.6
2019,1,1,6,15,0.0,0.0,0.0,11.6,1.6
2019,1,1,6,30,0.0,0.0,0.0,11.6,1.6
2019,1,1,6,45,0.0,0.0,0.0,11.6,1.6
2019,1,1,7,0,598.0,-61.4478386403494,24.0,15.1,2.1
2019,1,1,7,15,598.0,-31.728941166236154,24.0,15.1,2.1
2019,1,1,7,30,598.0,-2.3276703365674294,24.0,15.1,2.1
2019,1,1,7,45,598.0,26.630073093199037,24.0,15.1,2.1
2019,1,1,8,0,887.0,86.01169752334584,40.0,16.9,2.1
2019,1,1,8,15,887.0,127.1001397362094,40.0,16.9,2.1
2019,1,1,8,30,887.0,166.99050810541684,40.0,16.9,2.1
2019,1,1,8,45,887.0,205.51198594953055,40.0,16.9,2.1
2019,1,1,9,0,1030.0,280.1461183067557,45.0,23.6,2.3
2019,1,1,9,15,1030.0,321.1317578992675,45.0,23.6,2.3
2019,1,1,9,30,1030.0,359.97684098222635,45.0,23.6,2.3
2019,1,1,9,45,1030.0,396.51502694626566,45.0,23.6,2.3
2019,1,1,10,0,1098.0,457.04627119346355,46.0,25.8,3.5
2019,1,1,10,15,1098.0,490.58916257218004,46.0,25.8,3.5
2019,1,1,10,30,1098.0,521.2068825848905,46.0,25.8,3.5
2019,1,1,10,45,1098.0,548.7683214539826,46.0,25.8,3.5
2019,1,1,11,0,1126.0,586.5984011221683,46.0,27.5,2.5
2019,1,1,11,15,1126.0,608.2450871092443,46.0,27.5,2.5
2019,1,1,11,30,1126.0,626.4367350742779,46.0,27.5,2.5
2019,1,1,11,45,1126.0,641.0954455878498,46.0,27.5,2.5
2019,1,1,12,0,1122.0,650.0051318231158,46.0,29.5,2.3
2019,1,1,12,15,1122.0,657.3986937525813,46.0,29.5,2.3
2019,1,1,12,30,1122.0,661.1304552164873,46.0,29.5,2.3
2019,1,1,12,45,1122.0,661.1844362393349,46.0,29.5,2.3
2019,1,1,13,0,1086.0,637.9381466607676,46.0,29.9,4.0
2019,1,1,13,15,1086.0,630.8854153450415,46.0,29.9,4.0
2019,1,1,13,30,1086.0,620.31790510925,46.0,29.9,4.0
2019,1,1,13,45,1086.0,606.2808676545768,46.0,29.9,4.0
2019,1,1,14,0,1005.0,546.3467622367036,44.0,29.2,3.0
