nec_version,ev_level,building_id,case,nec_section,circuit_pause,circuit_share,circuit_pause_name,secondary_cs_load_name,primary_cs_load_name,panel_management_solution,least_lifecycle_cost_case_mod,has_failed_sim,panel
nec_2023,L0,1146,1,83,0.0,1.0,,Water Heating,Cooking Range,True,True,False,60
nec_2023,L0,1325,1,83,0.0,1.0,,Water Heating,Cooking Range,True,True,False,60
nec_2023,L0,1368,1,83,0.0,1.0,,Water Heating,Cooking Range,True,True,False,100
nec_2023,L0,1482,1,83,0.0,1.0,,Clothes Dryer,Cooking Range,True,True,False,100
nec_2023,L0,1793,1,83,0.0,1.0,,Water Heating,Cooking Range,True,True,False,60
nec_2023,L0,1986,1,83,1.0,0.0,Water Heating,,,True,True,False,100
nec_2023,L0,2401,1,83,1.0,0.0,Water Heating,,,True,True,False,100
nec_2023,L0,3066,1,83,0.0,1.0,,Clothes Dryer,Water Heating,True,True,False,100
nec_2023,L0,3153,1,83,0.0,1.0,,Water Heating,Cooking Range,True,True,False,60
nec_2023,L0,3184,1,83,1.0,0.0,Water Heating,,,True,True,False,100
nec_2023,L0,5443,1,83,0.0,1.0,,Water Heating,Cooking Range,True,True,False,60
nec_2023,L0,5466,1,83,0.0,1.0,,Water Heating,Cooking Range,True,True,False,60
nec_2023,L0,5743,1,83,0.0,1.0,,Clothes Dryer,Cooking Range,True,True,False,60
nec_2023,L0,5878,1,83,1.0,0.0,Water Heating,,,True,True,False,90
nec_2023,L0,6014,1,83,0.0,1.0,,Clothes Dryer,Water Heating,True,True,False,100
nec_2023,L0,6202,1,83,1.0,0.0,Water Heating,,,True,True,False,100
nec_2023,L0,6982,1,83,1.0,0.0,Water Heating,,,True,True,False,100
nec_2023,L0,7211,1,83,0.0,1.0,,Clothes Dryer,Cooking Range,True,True,False,60
nec_2023,L0,7235,1,83,0.0,1.0,,Clothes Dryer,Cooking Range,True,True,False,100
nec_2023,L0,7857,1,83,0.0,1.0,,Clothes Dryer,Cooking Range,True,True,False,100
nec_2023,L0,8007,1,83,0.0,1.0,,Water Heating,Cooking Range,True,True,False,60
nec_2023,L0,8418,1,83,1.0,0.0,Water Heating,,,True,True,False,90
nec_2023,L0,8890,1,83,0.0,1.0,,Water Heating,Clothes Dryer,True,True,False,125
nec_2023,L0,9038,1,83,0.0,1.0,,Water Heating,Cooking Range,True,True,False,60
nec_2023,L0,9763,1,83,1.0,0.0,Water Heating,,,True,True,False,60
nec_2023,L0,9778,1,83,0.0,1.0,,Water Heating,Clothes Dryer,True,True,False,100
nec_2023,L0,9953,1,83,0.0,1.0,,Water Heating,Cooking Range,True,True,False,60
nec_2023,L0,10055,1,83,1.0,0.0,Water Heating,,,True,True,False,60
nec_2023,L0,10396,1,83,0.0,1.0,,Water Heating,Clothes Dryer,True,True,False,100
nec_2023,L0,10902,1,83,0.0,1.0,,Water Heating,Cooking Range,True,True,False,60
nec_2023,L0,11342,1,83,0.0,1.0,,Clothes Dryer,Cooking Range,True,True,False,60
nec_2023,L0,11563,1,83,0.0,1.0,,Water Heating,Cooking Range,True,True,False,60
nec_2023,L0,11827,1,83,0.0,1.0,,Water Heating,Cooking Range,True,True,False,60
nec_2023,L0,12224,1,83,1.0,0.0,Water Heating,,,True,True,False,100
nec_2023,L0,12429,1,83,0.0,1.0,,Water Heating,Cooking Range,True,True,False,60
nec_2023,L0,12565,1,83,0.0,1.0,,Clothes Dryer,Water Heating,True,True,False,125
nec_2023,L0,13188,1,83,0.0,1.0,,Water Heating,Cooking Range,True,True,False,60
nec_2023,L0,13288,1,83,0.0,1.0,,Clothes Dryer,Cooking Range,True,True,False,100
nec_2023,L0,13545,1,83,1.0,0.0,Water Heating,,,True,True,False,60
nec_2023,L0,14097,1,83,1.0,0.0,Water Heating,,,True,True,False,125
nec_2023,L0,15485,1,83,1.0,0.0,Water Heating,,,True,True,False,100
nec_2023,L0,16384,1,83,0.0,1.0,,Water Heating,Clothes Dryer,True,True,False,100
nec_2023,L0,16410,1,83,0.0,1.0,,Clothes Dryer,Cooking Range,True,True,False,100
nec_2023,L0,16477,1,83,0.0,1.0,,Clothes Dryer,Cooking Range,True,True,False,100
nec_2023,L0,16622,1,83,1.0,0.0,Water Heating,,,True,True,False,100
nec_2023,L0,17343,1,83,0.0,1.0,,Clothes Dryer,Water Heating,True,True,False,100
nec_2023,L0,17718,1,83,0.0,1.0,,Water Heating,Cooking Range,True,True,False,60
nec_2023,L0,18171,1,83,0.0,1.0,,Water Heating,Clothes Dryer,True,True,False,100
nec_2023,L0,18434,1,83,1.0,0.0,Water Heating,,,True,True,False,100
nec_2023,L0,19048,1,83,0.0,1.0,,Water Heating,Cooking Range,True,True,False,60
nec_2023,L0,19425,1,83,1.0,0.0,Water Heating,,,True,True,False,150
nec_2023,L0,19433,1,83,0.0,1.0,,Clothes Dryer,Cooking Range,True,True,False,100
nec_2023,L0,19802,1,83,1.0,0.0,Water Heating,,,True,True,False,100
nec_2023,L0,19892,1,83,0.0,1.0,,Water Heating,Cooking Range,True,True,False,60
