Upgrade,Building ID,Status,Details
1,498,Completed,
1,1240,Completed,
1,1368,Completed,
1,1482,Completed,
1,1723,Completed,
1,3309,Completed,
1,4025,Completed,
1,4497,Completed,
1,5698,Completed,
1,6014,Completed,
1,6950,Completed,
1,7235,Completed,
1,7857,Timed Out,Took 900.00 seconds
1,8438,Completed,Completed in 498.78 seconds
1,8890,Completed,Completed in 205.71 seconds
1,9709,Completed,Completed in 185.01 seconds
1,9778,Completed,Completed in 219.26 seconds
1,10280,Completed,Completed in 153.16 seconds
1,10396,Completed,Completed in 209.63 seconds
1,10400,Timed Out,Took 900.00 seconds
1,10924,Completed,Completed in 176.05 seconds
1,11670,Completed,Completed in 365.55 seconds
1,12447,Completed,Completed in 379.89 seconds
1,12565,Timed Out,Took 900.00 seconds
1,12625,Completed,Completed in 0.29 seconds
1,13388,Completed,Completed in 52.18 seconds
1,13471,Completed,Completed in 202.10 seconds
1,14281,Completed,Completed in 185.46 seconds
1,16234,Completed,Completed in 570.55 seconds
1,16384,Completed,Completed in 174.59 seconds
1,16410,Timed Out,Took 900.00 seconds
1,17150,Completed,Completed in 166.64 seconds
1,17285,Completed,Completed in 722.53 seconds
1,17343,Completed,Completed in 578.70 seconds
1,17733,Timed Out,Took 900.00 seconds
1,17827,Completed,Completed in 369.36 seconds
1,18331,Completed,Completed in 415.66 seconds
1,18664,Timed Out,Took 900.00 seconds
1,18675,Completed,Completed in 205.58 seconds
1,19433,Completed,Completed in 205.69 seconds
1,20103,Completed,Completed in 175.24 seconds
1,20109,Completed,Completed in 223.01 seconds
1,20710,Completed,Completed in 190.66 seconds
1,20860,Completed,Completed in 179.14 seconds
1,21036,Completed,Completed in 183.56 seconds
1,22933,Completed,Completed in 150.31 seconds
1,23862,Completed,Completed in 165.34 seconds
1,24680,Completed,Completed in 220.57 seconds
1,25141,Completed,Completed in 238.11 seconds
1,26084,Completed,Completed in 202.18 seconds
1,27030,Completed,Completed in 196.38 seconds
1,27326,Timed Out,Took 900.00 seconds
1,27354,Completed,Completed in 263.83 seconds
1,27773,Timed Out,Took 900.01 seconds
1,28136,Completed,Completed in 18.38 seconds
1,28482,Timed Out,Took 900.00 seconds
1,28957,Completed,Completed in 234.38 seconds
1,29155,Completed,Completed in 201.99 seconds
1,29447,Completed,Completed in 199.58 seconds
1,29924,Completed,Completed in 263.35 seconds
2,3872,Completed,Completed in 203.04 seconds
2,19303,Timed Out,Took 900.00 seconds
3,2060,Completed,Completed in 197.21 seconds
4,10666,Completed,Completed in 205.84 seconds
4,11373,Completed,Completed in 182.21 seconds
4,12710,Completed,Completed in 191.10 seconds
4,24122,Completed,Completed in 211.08 seconds
5,2120,Timed Out,Took 900.00 seconds
5,4387,Completed,Completed in 337.99 seconds
5,10337,Completed,Completed in 316.96 seconds
5,25394,Completed,Completed in 324.05 seconds
5,28842,Completed,Completed in 296.53 seconds
6,3305,Completed,Completed in 287.95 seconds
6,4249,Completed,Completed in 300.83 seconds
6,5385,Completed,Completed in 525.66 seconds
6,5653,Completed,Completed in 316.63 seconds
6,7001,Completed,Completed in 341.55 seconds
6,7981,Completed,Completed in 288.77 seconds
6,8232,Completed,Completed in 383.24 seconds
6,11903,Completed,Completed in 257.83 seconds
6,13374,Completed,Completed in 372.98 seconds
6,13625,Completed,Completed in 310.03 seconds
6,15644,Timed Out,Took 900.00 seconds
6,16541,Completed,Completed in 17.00 seconds
6,19212,Completed,Completed in 285.82 seconds
6,22270,Completed,Completed in 356.36 seconds
6,22514,Completed,Completed in 269.70 seconds
6,25231,Completed,Completed in 299.04 seconds
6,26402,Completed,Completed in 247.92 seconds
6,27002,Completed,Completed in 12.29 seconds
6,27242,Timed Out,Took 900.00 seconds
7,3439,Completed,Completed in 256.21 seconds
7,4146,Completed,Completed in 249.14 seconds
7,12666,Completed,Completed in 17.28 seconds
7,12674,Completed,Completed in 205.34 seconds
7,12777,Completed,Completed in 193.64 seconds
7,25902,Completed,Completed in 204.82 seconds
8,560,Completed,Completed in 308.68 seconds
8,1146,Completed,Completed in 249.16 seconds
8,1181,Timed Out,Took 900.00 seconds
8,1325,Completed,Completed in 267.01 seconds
8,1430,Completed,Completed in 262.02 seconds
8,1448,Completed,Completed in 230.66 seconds
8,1500,Completed,Completed in 21.41 seconds
8,1506,Completed,Completed in 335.72 seconds
8,1954,Completed,Completed in 18.03 seconds
8,1983,Completed,Completed in 242.23 seconds
8,2070,Completed,Completed in 235.11 seconds
8,2189,Completed,Completed in 325.58 seconds
8,2216,Completed,Completed in 317.94 seconds
8,2235,Completed,Completed in 329.53 seconds
8,2277,Completed,Completed in 324.12 seconds
8,2396,Completed,Completed in 0.08 seconds
8,2443,Completed,Completed in 285.28 seconds
8,2541,Completed,Completed in 0.06 seconds
8,2858,Completed,Completed in 246.12 seconds
8,2913,Completed,Completed in 318.54 seconds
8,3066,Completed,Completed in 253.40 seconds
8,3110,Completed,Completed in 212.80 seconds
8,3146,Completed,Completed in 261.41 seconds
8,3153,Completed,Completed in 272.89 seconds
8,3224,Completed,Completed in 241.16 seconds
8,3344,Completed,Completed in 0.05 seconds
8,3427,Completed,Completed in 318.94 seconds
8,3589,Completed,Completed in 290.42 seconds
8,3611,Completed,Completed in 201.07 seconds
8,3758,Completed,Completed in 199.78 seconds
8,3792,Completed,Completed in 219.70 seconds
8,3987,Completed,Completed in 225.08 seconds
8,4103,Completed,Completed in 240.66 seconds
8,4274,Completed,Completed in 0.08 seconds
8,4318,Timed Out,Took 900.02 seconds
8,4440,Completed,Completed in 320.46 seconds
8,4490,Completed,Completed in 284.79 seconds
8,4635,Completed,Completed in 307.47 seconds
8,5364,Completed,Completed in 298.49 seconds
8,5403,Completed,Completed in 296.12 seconds
8,5465,Completed,Completed in 298.57 seconds
8,5695,Completed,Completed in 251.09 seconds
8,5750,Completed,Completed in 310.60 seconds
8,5767,Completed,Completed in 233.81 seconds
8,5930,Completed,Completed in 255.38 seconds
8,6738,Completed,Completed in 274.41 seconds
8,7434,Completed,Completed in 225.96 seconds
8,7859,Completed,Completed in 347.14 seconds
8,7950,Completed,Completed in 334.63 seconds
8,8007,Completed,Completed in 312.00 seconds
8,8692,Timed Out,Took 900.00 seconds
8,8834,Completed,Completed in 45.38 seconds
8,8846,Completed,Completed in 324.89 seconds
8,8870,Completed,Completed in 248.45 seconds
8,8881,Completed,Completed in 260.29 seconds
8,9038,Completed,Completed in 263.41 seconds
8,9388,Completed,Completed in 287.73 seconds
8,9763,Completed,Completed in 198.24 seconds
8,9916,Completed,Completed in 272.76 seconds
8,9953,Completed,Completed in 181.41 seconds
8,10075,Completed,Completed in 165.70 seconds
8,10431,Completed,Completed in 159.77 seconds
8,10871,Completed,Completed in 171.27 seconds
8,10902,Completed,Completed in 212.89 seconds
8,10992,Completed,Completed in 0.11 seconds
8,11107,Completed,Completed in 235.37 seconds
8,11425,Completed,Completed in 187.54 seconds
8,11563,Completed,Completed in 181.36 seconds
8,11827,Completed,Completed in 222.79 seconds
8,11875,Timed Out,Took 900.00 seconds
8,11957,Completed,Completed in 373.41 seconds
8,12340,Completed,Completed in 302.54 seconds
8,12409,Completed,Completed in 322.90 seconds
8,12429,Completed,Completed in 254.21 seconds
8,12600,Completed,Completed in 294.45 seconds
8,12724,Completed,Completed in 260.52 seconds
8,12764,Completed,Completed in 258.28 seconds
8,12914,Completed,Completed in 372.63 seconds
8,12954,Completed,Completed in 379.01 seconds
8,13279,Completed,Completed in 243.80 seconds
8,13359,Completed,Completed in 383.29 seconds
8,13360,Completed,Completed in 315.50 seconds
8,13478,Completed,Completed in 19.02 seconds
8,13610,Completed,Completed in 256.32 seconds
8,13668,Completed,Completed in 306.35 seconds
8,13732,Timed Out,Took 900.03 seconds
8,13811,Completed,Completed in 522.21 seconds
8,13957,Completed,Completed in 442.54 seconds
8,13966,Completed,Completed in 15.16 seconds
8,14352,Completed,Completed in 255.45 seconds
8,14941,Timed Out,Took 900.00 seconds
8,15930,Completed,Completed in 616.40 seconds
8,16215,Completed,Completed in 535.83 seconds
8,16440,Completed,Completed in 491.00 seconds
8,16529,Completed,Completed in 535.27 seconds
8,16637,Completed,Completed in 504.63 seconds
8,16752,Completed,Completed in 447.04 seconds
8,17018,Completed,Completed in 479.82 seconds
8,17320,Completed,Completed in 718.63 seconds
8,17464,Completed,Completed in 649.10 seconds
8,17545,Completed,Completed in 586.24 seconds
8,18273,Completed,Completed in 393.22 seconds
8,18996,Completed,Completed in 0.21 seconds
8,19048,Completed,Completed in 444.44 seconds
8,19541,Completed,Completed in 152.13 seconds
8,19602,Completed,Completed in 258.92 seconds
8,19615,Completed,Completed in 412.33 seconds
8,19886,Completed,Completed in 25.93 seconds
8,19918,Completed,Completed in 378.38 seconds
8,19950,Completed,Completed in 510.08 seconds
8,20321,Completed,Completed in 367.73 seconds
8,20436,Timed Out,Took 900.00 seconds
8,20695,Completed,Completed in 358.12 seconds
8,20943,Completed,Completed in 405.09 seconds
8,21209,Completed,Completed in 421.00 seconds
8,21240,Completed,Completed in 316.80 seconds
8,21950,Completed,Completed in 96.48 seconds
8,22026,Completed,Completed in 336.20 seconds
8,22159,Completed,Completed in 352.15 seconds
8,22347,Completed,Completed in 283.45 seconds
8,22928,Completed,Completed in 409.06 seconds
8,23034,Completed,Completed in 251.35 seconds
8,23054,Completed,Completed in 378.53 seconds
8,23100,Completed,Completed in 315.51 seconds
8,23534,Completed,Completed in 375.15 seconds
8,23663,Completed,Completed in 0.09 seconds
8,23762,Completed,Completed in 249.98 seconds
8,23968,Completed,Completed in 199.74 seconds
8,24176,Completed,Completed in 248.01 seconds
8,24206,Completed,Completed in 176.83 seconds
8,24457,Completed,Completed in 193.61 seconds
8,24618,Completed,Completed in 168.85 seconds
8,24981,Timed Out,Took 900.02 seconds
8,25529,Completed,Completed in 312.10 seconds
8,25654,Completed,Completed in 261.08 seconds
8,25928,Completed,Completed in 252.89 seconds
8,26240,Completed,Completed in 0.08 seconds
8,26562,Completed,Completed in 281.63 seconds
8,26580,Completed,Completed in 280.86 seconds
8,27164,Completed,Completed in 390.04 seconds
8,27565,Completed,Completed in 587.70 seconds
8,27938,Completed,Completed in 431.58 seconds
8,27992,Completed,Completed in 296.42 seconds
8,28319,Completed,Completed in 357.69 seconds
8,28394,Completed,Completed in 17.15 seconds
8,28544,Completed,Completed in 353.39 seconds
8,28591,Completed,Completed in 295.51 seconds
8,28666,Completed,Completed in 331.08 seconds
8,28865,Completed,Completed in 252.37 seconds
8,29023,Completed,Completed in 235.29 seconds
8,29140,Completed,Completed in 283.07 seconds
8,29950,Completed,Completed in 216.92 seconds
9,2862,Completed,Completed in 188.74 seconds
9,5600,Completed,Completed in 11.93 seconds
9,19052,Timed Out,Took 900.00 seconds
9,21131,Completed,Completed in 175.92 seconds
9,24719,Completed,Completed in 199.78 seconds
10,1143,Completed,Completed in 209.80 seconds
10,1365,Timed Out,Took 900.00 seconds
10,4085,Timed Out,Took 900.03 seconds
10,6422,Timed Out,Took 900.00 seconds
10,12041,Completed,Completed in 301.85 seconds
10,25879,Completed,Completed in 256.56 seconds
11,4651,Completed,Completed in 390.77 seconds
11,4682,Completed,Completed in 378.95 seconds
11,5204,Completed,Completed in 379.39 seconds
11,6237,Completed,Completed in 373.55 seconds
11,6801,Completed,Completed in 0.12 seconds
11,10976,Completed,Completed in 346.29 seconds
11,11676,Completed,Completed in 292.34 seconds
11,12257,Completed,Completed in 361.45 seconds
11,12567,Completed,Completed in 38.21 seconds
11,12829,Completed,Completed in 360.71 seconds
11,13049,Completed,Completed in 322.88 seconds
11,13169,Completed,Completed in 345.07 seconds
11,14083,Completed,Completed in 312.08 seconds
11,14735,Completed,Completed in 329.55 seconds
11,15290,Completed,Completed in 243.03 seconds
11,19265,Completed,Completed in 13.66 seconds
11,22058,Completed,Completed in 235.95 seconds
11,23821,Completed,Completed in 18.04 seconds
11,24109,Completed,Completed in 14.14 seconds
11,28927,Completed,Completed in 230.28 seconds
11,29523,Completed,Completed in 254.80 seconds
12,865,Completed,Completed in 155.74 seconds
12,1206,Completed,Completed in 181.71 seconds
12,2945,Completed,Completed in 202.21 seconds
12,5682,Completed,Completed in 20.72 seconds
12,12419,Completed,Completed in 236.61 seconds
12,23909,Completed,Completed in 199.98 seconds
13,1663,Completed,Completed in 154.90 seconds
13,1896,Completed,Completed in 0.04 seconds
13,2265,Completed,Completed in 316.57 seconds
13,4173,Completed,Completed in 248.44 seconds
13,5920,Completed,Completed in 268.99 seconds
13,6168,Timed Out,Took 900.00 seconds
13,6248,Completed,Completed in 302.85 seconds
13,6340,Completed,Completed in 343.52 seconds
13,6360,Completed,Completed in 265.31 seconds
13,6975,Completed,Completed in 299.35 seconds
13,7494,Completed,Completed in 314.77 seconds
13,7663,Completed,Completed in 336.55 seconds
13,8172,Completed,Completed in 0.07 seconds
13,8500,Completed,Completed in 305.39 seconds
13,8547,Completed,Completed in 271.15 seconds
13,8595,Completed,Completed in 0.03 seconds
13,8842,Completed,Completed in 294.49 seconds
13,9002,Completed,Completed in 244.83 seconds
13,9064,Completed,Completed in 409.11 seconds
13,9248,Completed,Completed in 0.03 seconds
13,9747,Completed,Completed in 279.21 seconds
13,10257,Completed,Completed in 337.33 seconds
13,10907,Completed,Completed in 15.41 seconds
13,10966,Completed,Completed in 332.76 seconds
13,11077,Completed,Completed in 0.05 seconds
13,11183,Completed,Completed in 0.03 seconds
13,11515,Completed,Completed in 0.03 seconds
13,12003,Completed,Completed in 286.27 seconds
13,12235,Completed,Completed in 0.09 seconds
13,12253,Completed,Completed in 285.47 seconds
13,12653,Completed,Completed in 261.06 seconds
13,13850,Completed,Completed in 0.02 seconds
13,14367,Timed Out,Took 900.00 seconds
13,14791,Timed Out,Took 900.00 seconds
13,14953,Completed,Completed in 295.43 seconds
13,15088,Completed,Completed in 299.58 seconds
13,15274,Completed,Completed in 0.04 seconds
