Name,Single_1
a_eir_t,2.287
b_eir_t,-0.1732
c_eir_t,0.004745
d_eir_t,0.01662
e_eir_t,0.000484
f_eir_t,-0.001306
a_eir_ff,1.763
b_eir_ff,-0.6081
c_eir_ff,0
a_eir_plr,0.78
b_eir_plr,0.22
c_eir_plr,0
a_cap_t,0.6405
b_cap_t,0.01568
c_cap_t,0.0004531
d_cap_t,0.001615
e_cap_t,-0.0001825
f_cap_t,0.00006614
a_cap_ff,0.887
b_cap_ff,0.1128
c_cap_ff,0
