,vehicle_id,day_id,day_of_week,plug_id,plug_type,destination_type,destination_id,destination_category,destination_description,avg_power_kw,tou_participation,res_access,cbsa_code,cbsa_name,Capacity (kWh),County Type,start_time,duration,charge_time,total_charge,start_soc
32904,MY2030_BEV_SUV,405313662,3,level_1,level_1,home,1,home,REGULAR_HOME_ACTIVITIES,1.26,FALSE,TRUE,41860,"San Francisco-Oakland-Berkeley, CA Metropolitan Statistical Area",117.6,Central,1025,1285,1285,26.985,77.05357143
32927,MY2030_BEV_SUV,303899232,6,level_1,level_1,home,1,home,REGULAR_HOME_ACTIVITIES,1.26,FALSE,TRUE,41860,"San Francisco-Oakland-Berkeley, CA Metropolitan Statistical Area",117.6,Central,615,1365,1365,28.665,75.625
32944,MY2030_BEV_SUV,403500321,2,level_1,level_1,home,1,home,REGULAR_HOME_ACTIVITIES,1.26,FALSE,TRUE,41860,"San Francisco-Oakland-Berkeley, CA Metropolitan Statistical Area",117.6,Central,705,1245,1245,26.145,77.76785714
32975,MY2030_BEV_SUV,405203841,4,level_1,level_1,home,1,home,REGULAR_HOME_ACTIVITIES,1.26,FALSE,TRUE,41860,"San Francisco-Oakland-Berkeley, CA Metropolitan Statistical Area",117.6,Central,1105,902,902,18.942,83.89285714
32977,MY2030_BEV_SUV,303763251,6,level_1,level_1,home,1,home,REGULAR_HOME_ACTIVITIES,1.26,FALSE,TRUE,41860,"San Francisco-Oakland-Berkeley, CA Metropolitan Statistical Area",117.6,Central,1115,885,885,18.585,84.19642857
32981,MY2030_BEV_SUV,304652221,3,level_1,level_1,home,1,home,REGULAR_HOME_ACTIVITIES,1.26,FALSE,TRUE,41860,"San Francisco-Oakland-Berkeley, CA Metropolitan Statistical Area",117.6,Central,1055,850,850,17.85,84.82142857
32988,MY2030_BEV_SUV,403211583,2,level_1,level_1,home,1,home,REGULAR_HOME_ACTIVITIES,1.26,FALSE,TRUE,41860,"San Francisco-Oakland-Berkeley, CA Metropolitan Statistical Area",117.6,Central,1085,760,760,15.96,86.42857143
32989,MY2030_BEV_SUV,404951111,3,level_1,level_1,home,1,home,REGULAR_HOME_ACTIVITIES,1.26,FALSE,TRUE,41860,"San Francisco-Oakland-Berkeley, CA Metropolitan Statistical Area",117.6,Central,1085,740,740,15.54,86.78571429
33013,MY2030_BEV_SUV,304711411,5,level_1,level_1,home,1,home,REGULAR_HOME_ACTIVITIES,1.26,FALSE,TRUE,41860,"San Francisco-Oakland-Berkeley, CA Metropolitan Statistical Area",117.6,Central,1125,1159,1159,24.339,79.30357143
33063,MY2030_BEV_SUV,401877811,6,level_1,level_1,home,1,home,REGULAR_HOME_ACTIVITIES,1.26,FALSE,TRUE,41860,"San Francisco-Oakland-Berkeley, CA Metropolitan Statistical Area",117.6,Central,780,1470,1470,30.87,73.75
33140,MY2030_BEV_SUV,301713961,2,level_1,level_1,home,1,home,REGULAR_HOME_ACTIVITIES,1.26,FALSE,TRUE,41860,"San Francisco-Oakland-Berkeley, CA Metropolitan Statistical Area",117.6,Central,1015,892,892,18.732,84.07142857
33144,MY2030_BEV_SUV,402585952,4,level_1,level_1,home,1,home,REGULAR_HOME_ACTIVITIES,1.26,FALSE,TRUE,41860,"San Francisco-Oakland-Berkeley, CA Metropolitan Statistical Area",117.6,Central,995,915,915,19.215,83.66071429
33145,MY2030_BEV_SUV,403431151,3,level_1,level_1,home,1,home,REGULAR_HOME_ACTIVITIES,1.26,FALSE,TRUE,41860,"San Francisco-Oakland-Berkeley, CA Metropolitan Statistical Area",117.6,Central,1045,1225,1225,25.725,78.125
33167,MY2030_BEV_SUV,302145104,3,level_1,level_1,home,1,home,REGULAR_HOME_ACTIVITIES,1.26,FALSE,TRUE,41860,"San Francisco-Oakland-Berkeley, CA Metropolitan Statistical Area",117.6,Central,765,1380,1380,28.98,75.35714286
33198,MY2030_BEV_SUV,301712252,3,level_1,level_1,home,1,home,REGULAR_HOME_ACTIVITIES,1.26,FALSE,TRUE,41860,"San Francisco-Oakland-Berkeley, CA Metropolitan Statistical Area",117.6,Central,653,1304,1304,27.384,76.71428571
33199,MY2030_BEV_SUV,406021471,2,level_1,level_1,home,1,home,REGULAR_HOME_ACTIVITIES,1.26,FALSE,TRUE,41860,"San Francisco-Oakland-Berkeley, CA Metropolitan Statistical Area",117.6,Central,810,1140,1140,23.94,79.64285714
33200,MY2030_BEV_SUV,400914442,6,level_1,level_1,home,1,home,REGULAR_HOME_ACTIVITIES,1.26,FALSE,TRUE,41860,"San Francisco-Oakland-Berkeley, CA Metropolitan Statistical Area",117.6,Central,1253,1297,1297,27.237,76.83928571
33216,MY2030_BEV_SUV,406930481,5,level_1,level_1,home,1,home,REGULAR_HOME_ACTIVITIES,1.26,FALSE,TRUE,41860,"San Francisco-Oakland-Berkeley, CA Metropolitan Statistical Area",117.6,Central,1085,1015,1015,21.315,81.875
33248,MY2030_BEV_SUV,405299984,4,level_1,level_1,home,1,home,REGULAR_HOME_ACTIVITIES,1.26,FALSE,TRUE,41860,"San Francisco-Oakland-Berkeley, CA Metropolitan Statistical Area",117.6,Central,1115,860,860,18.06,84.64285714
33269,MY2030_BEV_SUV,300794572,2,level_1,level_1,home,1,home,REGULAR_HOME_ACTIVITIES,1.26,FALSE,TRUE,41860,"San Francisco-Oakland-Berkeley, CA Metropolitan Statistical Area",117.6,Central,1080,1480,1480,31.08,73.57142857
34308,MY2030_BEV_SUV,300369441,4,level_1,level_1,home,1,home,REGULAR_HOME_ACTIVITIES,1.26,FALSE,TRUE,41860,"San Francisco-Oakland-Berkeley, CA Metropolitan Statistical Area",117.6,Central,900,1125,1125,23.625,79.91071429
34319,MY2030_BEV_SUV,400168591,4,level_1,level_1,home,1,home,REGULAR_HOME_ACTIVITIES,1.26,FALSE,TRUE,41860,"San Francisco-Oakland-Berkeley, CA Metropolitan Statistical Area",117.6,Central,975,1365,1365,28.665,75.625
34323,MY2030_BEV_SUV,305220621,3,level_1,level_1,home,1,home,REGULAR_HOME_ACTIVITIES,1.26,FALSE,TRUE,41860,"San Francisco-Oakland-Berkeley, CA Metropolitan Statistical Area",117.6,Central,1145,765,765,16.065,86.33928571
34338,MY2030_BEV_SUV,302031361,3,level_1,level_1,home,1,home,REGULAR_HOME_ACTIVITIES,1.26,FALSE,TRUE,41860,"San Francisco-Oakland-Berkeley, CA Metropolitan Statistical Area",117.6,Central,812,1353,1353,28.413,75.83928571
34347,MY2030_BEV_SUV,403033451,4,level_1,level_1,home,1,home,REGULAR_HOME_ACTIVITIES,1.26,FALSE,TRUE,41860,"San Francisco-Oakland-Berkeley, CA Metropolitan Statistical Area",117.6,Central,965,1105,1105,23.205,80.26785714
34351,MY2030_BEV_SUV,304397171,2,level_1,level_1,home,1,home,REGULAR_HOME_ACTIVITIES,1.26,FALSE,TRUE,41860,"San Francisco-Oakland-Berkeley, CA Metropolitan Statistical Area",117.6,Central,1355,925,925,19.425,83.48214286
34353,MY2030_BEV_SUV,403265101,5,level_1,level_1,home,1,home,REGULAR_HOME_ACTIVITIES,1.26,FALSE,TRUE,41860,"San Francisco-Oakland-Berkeley, CA Metropolitan Statistical Area",117.6,Central,950,880,880,18.48,84.28571429
34380,MY2030_BEV_SUV,304744793,3,level_1,level_1,home,1,home,REGULAR_HOME_ACTIVITIES,1.26,FALSE,TRUE,41860,"San Francisco-Oakland-Berkeley, CA Metropolitan Statistical Area",117.6,Central,768,1354,1354,28.434,75.82142857
34392,MY2030_BEV_SUV,400476191,6,level_1,level_1,home,1,home,REGULAR_HOME_ACTIVITIES,1.26,FALSE,TRUE,41860,"San Francisco-Oakland-Berkeley, CA Metropolitan Statistical Area",117.6,Central,900,60,60,1.26,98.92857143
34393,MY2030_BEV_SUV,400476191,6,level_1,level_1,home,1,home,REGULAR_HOME_ACTIVITIES,1.26,FALSE,TRUE,41860,"San Francisco-Oakland-Berkeley, CA Metropolitan Statistical Area",117.6,Central,975,75,75,1.575,98.66071429
34405,MY2030_BEV_SUV,405301281,3,level_1,level_1,home,1,home,WORK_FROM_HOME,1.26,FALSE,TRUE,41860,"San Francisco-Oakland-Berkeley, CA Metropolitan Statistical Area",117.6,Central,725,405,405,8.505,92.76785714
34454,MY2030_BEV_SUV,303214491,4,level_1,level_1,home,1,home,REGULAR_HOME_ACTIVITIES,1.26,FALSE,TRUE,41860,"San Francisco-Oakland-Berkeley, CA Metropolitan Statistical Area",117.6,Central,850,1370,1370,28.77,75.53571429
34461,MY2030_BEV_SUV,407649642,2,level_1,level_1,home,1,home,REGULAR_HOME_ACTIVITIES,1.26,FALSE,TRUE,41860,"San Francisco-Oakland-Berkeley, CA Metropolitan Statistical Area",117.6,Central,1057,743,743,15.603,86.73214286
36045,MY2030_BEV_SUV,406245071,6,level_1,level_1,home,1,home,REGULAR_HOME_ACTIVITIES,1.26,FALSE,TRUE,41860,"San Francisco-Oakland-Berkeley, CA Metropolitan Statistical Area",117.6,Central,1030,200,200,4.2,96.42857143
36057,MY2030_BEV_SUV,400844941,3,level_1,level_1,home,1,home,REGULAR_HOME_ACTIVITIES,1.26,FALSE,TRUE,41860,"San Francisco-Oakland-Berkeley, CA Metropolitan Statistical Area",117.6,Central,617,1413,1413,29.673,74.76785714
36060,MY2030_BEV_SUV,405690511,6,level_1,level_1,home,1,home,REGULAR_HOME_ACTIVITIES,1.26,FALSE,TRUE,41860,"San Francisco-Oakland-Berkeley, CA Metropolitan Statistical Area",117.6,Central,592,308,308,6.468,94.5
36062,MY2030_BEV_SUV,300652051,3,level_1,level_1,home,1,home,REGULAR_HOME_ACTIVITIES,1.26,FALSE,TRUE,41860,"San Francisco-Oakland-Berkeley, CA Metropolitan Statistical Area",117.6,Central,620,1290,1290,27.09,76.96428571
36063,MY2030_BEV_SUV,302630081,4,level_1,level_1,home,1,home,REGULAR_HOME_ACTIVITIES,1.26,FALSE,TRUE,41860,"San Francisco-Oakland-Berkeley, CA Metropolitan Statistical Area",117.6,Central,1105,820,820,17.22,85.35714286
36074,MY2030_BEV_SUV,301011891,5,level_1,level_1,home,1,home,REGULAR_HOME_ACTIVITIES,1.26,FALSE,TRUE,41860,"San Francisco-Oakland-Berkeley, CA Metropolitan Statistical Area",117.6,Central,755,1315,1315,27.615,76.51785714
36097,MY2030_BEV_SUV,304521701,6,level_1,level_1,home,1,home,REGULAR_HOME_ACTIVITIES,1.26,FALSE,TRUE,41860,"San Francisco-Oakland-Berkeley, CA Metropolitan Statistical Area",117.6,Central,660,1445,1445,30.345,74.19642857
36102,MY2030_BEV_SUV,303637891,4,level_1,level_1,home,1,home,REGULAR_HOME_ACTIVITIES,1.26,FALSE,TRUE,41860,"San Francisco-Oakland-Berkeley, CA Metropolitan Statistical Area",117.6,Central,557,1343,1343,28.203,76.01785714
36117,MY2030_BEV_SUV,305102911,4,level_1,level_1,home,1,home,REGULAR_HOME_ACTIVITIES,1.26,FALSE,TRUE,41860,"San Francisco-Oakland-Berkeley, CA Metropolitan Statistical Area",117.6,Central,1015,880,880,18.48,84.28571429
37506,MY2030_BEV_SUV,402600191,3,level_1,level_1,home,1,home,REGULAR_HOME_ACTIVITIES,1.26,FALSE,TRUE,41860,"San Francisco-Oakland-Berkeley, CA Metropolitan Statistical Area",117.6,Central,721,464,464,9.744,91.71428571
37521,MY2030_BEV_SUV,401340751,2,level_1,level_1,home,1,home,REGULAR_HOME_ACTIVITIES,1.26,FALSE,TRUE,41860,"San Francisco-Oakland-Berkeley, CA Metropolitan Statistical Area",117.6,Central,828,89,89,1.869,98.41071429
37524,MY2030_BEV_SUV,302622023,3,level_1,level_1,home,1,home,WORK_FROM_HOME,1.26,FALSE,TRUE,41860,"San Francisco-Oakland-Berkeley, CA Metropolitan Statistical Area",117.6,Central,607,340,340,7.14,93.92857143
37550,MY2030_BEV_SUV,403206461,5,level_1,level_1,home,1,home,REGULAR_HOME_ACTIVITIES,1.26,FALSE,TRUE,41860,"San Francisco-Oakland-Berkeley, CA Metropolitan Statistical Area",117.6,Central,570,405,405,8.505,92.76785714
37564,MY2030_BEV_SUV,305030863,4,level_1,level_1,home,1,home,REGULAR_HOME_ACTIVITIES,1.26,FALSE,TRUE,41860,"San Francisco-Oakland-Berkeley, CA Metropolitan Statistical Area",117.6,Central,1328,772,772,16.212,86.21428571
37565,MY2030_BEV_SUV,305401902,4,level_1,level_1,home,1,home,WORK_FROM_HOME,1.26,FALSE,TRUE,41860,"San Francisco-Oakland-Berkeley, CA Metropolitan Statistical Area",117.6,Central,840,1460,1460,30.66,73.92857143
37584,MY2030_BEV_SUV,403791961,5,level_1,level_1,home,1,home,REGULAR_HOME_ACTIVITIES,1.26,FALSE,TRUE,41860,"San Francisco-Oakland-Berkeley, CA Metropolitan Statistical Area",117.6,Central,1101,924,924,19.404,83.5
37585,MY2030_BEV_SUV,407809115,4,level_1,level_1,home,1,home,REGULAR_HOME_ACTIVITIES,1.26,FALSE,TRUE,41860,"San Francisco-Oakland-Berkeley, CA Metropolitan Statistical Area",117.6,Central,521,1391,1391,29.211,75.16071429
37612,MY2030_BEV_SUV,301639151,3,level_1,level_1,home,1,home,REGULAR_HOME_ACTIVITIES,1.26,FALSE,TRUE,41860,"San Francisco-Oakland-Berkeley, CA Metropolitan Statistical Area",117.6,Central,1300,1220,1220,25.62,78.21428571
37614,MY2030_BEV_SUV,403337232,5,level_1,level_1,home,1,home,REGULAR_HOME_ACTIVITIES,1.26,FALSE,TRUE,41860,"San Francisco-Oakland-Berkeley, CA Metropolitan Statistical Area",117.6,Central,920,1050,1050,22.05,81.25
37628,MY2030_BEV_SUV,305331732,3,level_1,level_1,home,1,home,REGULAR_HOME_ACTIVITIES,1.26,FALSE,TRUE,41860,"San Francisco-Oakland-Berkeley, CA Metropolitan Statistical Area",117.6,Central,1025,915,915,19.215,83.66071429
37637,MY2030_BEV_SUV,304491991,5,level_1,level_1,home,1,home,REGULAR_HOME_ACTIVITIES,1.26,FALSE,TRUE,41860,"San Francisco-Oakland-Berkeley, CA Metropolitan Statistical Area",117.6,Central,980,865,865,18.165,84.55357143
39424,MY2030_BEV_SUV,300857731,2,level_1,level_1,home,1,home,REGULAR_HOME_ACTIVITIES,1.26,FALSE,TRUE,41860,"San Francisco-Oakland-Berkeley, CA Metropolitan Statistical Area",117.6,Central,795,1290,1290,27.09,76.96428571
39432,MY2030_BEV_SUV,405327721,5,level_1,level_1,home,1,home,REGULAR_HOME_ACTIVITIES,1.26,FALSE,TRUE,41860,"San Francisco-Oakland-Berkeley, CA Metropolitan Statistical Area",117.6,Central,852,1278,1278,26.838,77.17857143
39438,MY2030_BEV_SUV,407370662,5,level_1,level_1,home,1,home,REGULAR_HOME_ACTIVITIES,1.26,FALSE,TRUE,41860,"San Francisco-Oakland-Berkeley, CA Metropolitan Statistical Area",117.6,Central,1285,605,605,12.705,89.19642857
39440,MY2030_BEV_SUV,402152782,2,level_1,level_1,home,1,home,WORK_FROM_HOME,1.26,FALSE,TRUE,41860,"San Francisco-Oakland-Berkeley, CA Metropolitan Statistical Area",117.6,Central,840,1484,1484,31.164,73.5
39443,MY2030_BEV_SUV,300765501,2,level_1,level_1,home,1,home,REGULAR_HOME_ACTIVITIES,1.26,FALSE,TRUE,41860,"San Francisco-Oakland-Berkeley, CA Metropolitan Statistical Area",117.6,Central,625,485,485,10.185,91.33928571
39454,MY2030_BEV_SUV,304172322,5,level_1,level_1,home,1,home,REGULAR_HOME_ACTIVITIES,1.26,FALSE,TRUE,41860,"San Francisco-Oakland-Berkeley, CA Metropolitan Statistical Area",117.6,Central,840,1200,1200,25.2,78.57142857
39463,MY2030_BEV_SUV,402714953,2,level_1,level_1,home,1,home,REGULAR_HOME_ACTIVITIES,1.26,FALSE,TRUE,41860,"San Francisco-Oakland-Berkeley, CA Metropolitan Statistical Area",117.6,Central,1130,860,860,18.06,84.64285714
39495,MY2030_BEV_SUV,407232241,6,level_1,level_1,home,1,home,REGULAR_HOME_ACTIVITIES,1.26,FALSE,TRUE,41860,"San Francisco-Oakland-Berkeley, CA Metropolitan Statistical Area",117.6,Central,720,1470,1470,30.87,73.75
39497,MY2030_BEV_SUV,303280251,2,level_1,level_1,home,1,home,REGULAR_HOME_ACTIVITIES,1.26,FALSE,TRUE,41860,"San Francisco-Oakland-Berkeley, CA Metropolitan Statistical Area",117.6,Central,975,945,945,19.845,83.125
39509,MY2030_BEV_SUV,401756112,5,level_1,level_1,home,1,home,REGULAR_HOME_ACTIVITIES,1.26,FALSE,TRUE,41860,"San Francisco-Oakland-Berkeley, CA Metropolitan Statistical Area",117.6,Central,780,1455,1455,30.555,74.01785714
39518,MY2030_BEV_SUV,303218973,5,level_1,level_1,home,1,home,REGULAR_HOME_ACTIVITIES,1.26,FALSE,TRUE,41860,"San Francisco-Oakland-Berkeley, CA Metropolitan Statistical Area",117.6,Central,835,1285,1285,26.985,77.05357143
39528,MY2030_BEV_SUV,302351501,6,level_1,level_1,home,1,home,REGULAR_HOME_ACTIVITIES,1.26,FALSE,TRUE,41860,"San Francisco-Oakland-Berkeley, CA Metropolitan Statistical Area",117.6,Central,905,1075,1075,22.575,80.80357143
39549,MY2030_BEV_SUV,300202911,3,level_1,level_1,home,1,home,REGULAR_HOME_ACTIVITIES,1.26,FALSE,TRUE,41860,"San Francisco-Oakland-Berkeley, CA Metropolitan Statistical Area",117.6,Central,495,1350,1350,28.35,75.89285714
39552,MY2030_BEV_SUV,304389552,6,level_1,level_1,home,1,home,REGULAR_HOME_ACTIVITIES,1.26,FALSE,TRUE,41860,"San Francisco-Oakland-Berkeley, CA Metropolitan Statistical Area",117.6,Central,750,1290,1290,27.09,76.96428571
39554,MY2030_BEV_SUV,302749392,2,level_1,level_1,home,1,home,REGULAR_HOME_ACTIVITIES,1.26,FALSE,TRUE,41860,"San Francisco-Oakland-Berkeley, CA Metropolitan Statistical Area",117.6,Central,633,1327,1327,27.867,76.30357143
39578,MY2030_BEV_SUV,301207541,2,level_1,level_1,home,1,home,REGULAR_HOME_ACTIVITIES,1.26,FALSE,TRUE,41860,"San Francisco-Oakland-Berkeley, CA Metropolitan Statistical Area",117.6,Central,1155,795,795,16.695,85.80357143
39582,MY2030_BEV_SUV,305380973,4,level_1,level_1,home,1,home,REGULAR_HOME_ACTIVITIES,1.26,FALSE,TRUE,41860,"San Francisco-Oakland-Berkeley, CA Metropolitan Statistical Area",117.6,Central,1345,655,655,13.755,88.30357143
39583,MY2030_BEV_SUV,401413964,5,level_1,level_1,home,1,home,WORK_FROM_HOME,1.26,FALSE,TRUE,41860,"San Francisco-Oakland-Berkeley, CA Metropolitan Statistical Area",117.6,Central,840,240,240,5.04,95.71428571
39588,MY2030_BEV_SUV,303868792,4,level_1,level_1,home,1,home,REGULAR_HOME_ACTIVITIES,1.26,FALSE,TRUE,41860,"San Francisco-Oakland-Berkeley, CA Metropolitan Statistical Area",117.6,Central,860,1000,1000,21,82.14285714
39612,MY2030_BEV_SUV,303697582,5,level_1,level_1,home,1,home,REGULAR_HOME_ACTIVITIES,1.26,FALSE,TRUE,41860,"San Francisco-Oakland-Berkeley, CA Metropolitan Statistical Area",117.6,Central,1067,778,778,16.338,86.10714286
42084,MY2030_BEV_SUV,300223712,2,level_1,level_1,home,1,home,REGULAR_HOME_ACTIVITIES,1.26,FALSE,TRUE,41860,"San Francisco-Oakland-Berkeley, CA Metropolitan Statistical Area",117.6,Central,1095,1390,1390,29.19,75.17857143
42086,MY2030_BEV_SUV,302823093,6,level_1,level_1,home,1,home,REGULAR_HOME_ACTIVITIES,1.26,FALSE,TRUE,41860,"San Francisco-Oakland-Berkeley, CA Metropolitan Statistical Area",117.6,Central,945,960,960,20.16,82.85714286
42097,MY2030_BEV_SUV,303568282,6,level_1,level_1,home,1,home,REGULAR_HOME_ACTIVITIES,1.26,FALSE,TRUE,41860,"San Francisco-Oakland-Berkeley, CA Metropolitan Statistical Area",117.6,Central,893,977,977,20.517,82.55357143
42119,MY2030_BEV_SUV,407369731,2,level_1,level_1,home,1,home,REGULAR_HOME_ACTIVITIES,1.26,FALSE,TRUE,41860,"San Francisco-Oakland-Berkeley, CA Metropolitan Statistical Area",117.6,Central,625,1325,1325,27.825,76.33928571
42131,MY2030_BEV_SUV,300660282,2,level_1,level_1,home,1,home,REGULAR_HOME_ACTIVITIES,1.26,FALSE,TRUE,41860,"San Francisco-Oakland-Berkeley, CA Metropolitan Statistical Area",117.6,Central,606,1374,1374,28.854,75.46428571
42155,MY2030_BEV_SUV,402650181,3,level_1,level_1,home,1,home,REGULAR_HOME_ACTIVITIES,1.26,FALSE,TRUE,41860,"San Francisco-Oakland-Berkeley, CA Metropolitan Statistical Area",117.6,Central,545,415,415,8.715,92.58928571
42184,MY2030_BEV_SUV,302821561,3,level_1,level_1,home,1,home,REGULAR_HOME_ACTIVITIES,1.26,FALSE,TRUE,41860,"San Francisco-Oakland-Berkeley, CA Metropolitan Statistical Area",117.6,Central,795,275,275,5.775,95.08928571
42208,MY2030_BEV_SUV,300995571,2,level_1,level_1,home,1,home,REGULAR_HOME_ACTIVITIES,1.26,FALSE,TRUE,41860,"San Francisco-Oakland-Berkeley, CA Metropolitan Statistical Area",117.6,Central,1045,1200,1200,25.2,78.57142857
42212,MY2030_BEV_SUV,301966764,5,level_1,level_1,home,1,home,REGULAR_HOME_ACTIVITIES,1.26,FALSE,TRUE,41860,"San Francisco-Oakland-Berkeley, CA Metropolitan Statistical Area",117.6,Central,680,180,180,3.78,96.78571429
42217,MY2030_BEV_SUV,305035422,2,level_1,level_1,home,1,home,REGULAR_HOME_ACTIVITIES,1.26,FALSE,TRUE,41860,"San Francisco-Oakland-Berkeley, CA Metropolitan Statistical Area",117.6,Central,710,1380,1380,28.98,75.35714286
42223,MY2030_BEV_SUV,405702132,2,level_1,level_1,home,1,home,REGULAR_HOME_ACTIVITIES,1.26,FALSE,TRUE,41860,"San Francisco-Oakland-Berkeley, CA Metropolitan Statistical Area",117.6,Central,560,160,160,3.36,97.14285714
