lighting_interior,lighting_exterior,lighting_garage,cooking_range,dishwasher,clothes_washer,clothes_dryer,plug_loads_other,hot_water_dishwasher,hot_water_clothes_washer,hot_water_fixtures
0.185,0.447,0.447,0,0,0,0,0.597,0,0,0
0.205,0.545,0.545,0,0,0,0,0.61,0,0,0.453
0.663,0.741,0.741,0.467,0,0,0,0.974,0,0,0.155
0.87,0.881,0.881,0.3,0,0,0,0.993,0,0,0.31
1,0.937,0.937,0,0,0,0,0.937,0,0,0.0857
0.934,0.993,0.993,0,0,0,0,0.88,0,0,0.0428
0.278,0.965,0.965,0,0,0,0,0.591,0,0,0.0857
0.0491,0.825,0.825,0,0,0,0,0.465,0,0,0.128
0.0491,0.699,0.699,0,0,0,0,0.465,0,0,0
0.0491,0.559,0.559,0,0,0,0,0.465,0,0,0
0.0491,0.517,0.517,0,0,0,0,0.465,0,0,0
0.0491,0.517,0.517,0,0,0,0,0.465,0,0,0
0.0491,0.503,0.503,0,0,0,0,0.465,0,0,0
0.0509,0.461,0.461,0,0,0,0,0.51,0,0,0.239
0.0826,0.503,0.503,0,0,0,0,0.516,0,0,0.0889
0.251,0.601,0.601,0.217,0,0,0,0.617,0,0,0.168
0.445,0.657,0.657,0.817,0,0,0,0.787,0,0,0.0915
0.473,0.475,0.475,0,0,0,0,0.806,0,0,0.0808
0.486,0.322,0.322,0,0,0,0,0.806,0,0,0.213
0.19,0.336,0.336,0,0,0,0,0.579,0,0,0.243
0.184,0.35,0.35,0,0,0,0,0.585,0,0,0.381
0.18,0.336,0.336,0,0,0,0,0.591,0,0,0.384
0.178,0.392,0.392,0,0,0,0,0.591,0,0,0.193
0.179,0.433,0.433,0,0,0,0,0.585,0,0,0.0428
0.185,0.447,0.447,0.467,0,0,0,0.597,0,0,0.0857
0.517,0.545,0.545,1,0,0,0,0.899,0,0,0.0857
0.663,0.741,0.741,0.0833,0,0,0,0.974,0,0,0.0857
0.596,0.881,0.881,0.217,0,0,0,0.817,0,0,0.128
1,0.937,0.937,0.0333,0,0,0,0.937,0,0,0.466
0.934,0.993,0.993,0,0,0,0,0.88,0,0,0.3
0.735,0.965,0.965,0,0,0,0,0.843,0,0,0.134
0.44,0.825,0.825,0,0,0,0,0.655,0,0,0.102
0.181,0.699,0.699,0,0,0,0,0.605,0,0,0.207
0.0491,0.559,0.559,0,0,0,0,0.465,0,0,0
0.0491,0.517,0.517,0,0,0,0,0.465,0,0,0
0.0491,0.517,0.517,0,0,0,0,0.465,0,0,0
0.0491,0.503,0.503,0,0,0,0,0.465,0,0,0
0.0509,0.461,0.461,0.767,0,0,0,0.51,0,0,0.0851
0.0491,0.503,0.503,0,0,0,0,0.465,0,0,0
0.0491,0.601,0.601,0,0,0,0,0.465,0,0,0.0937
0.181,0.657,0.657,0,0,0,0,0.572,0,0,0.212
0.19,0.475,0.475,0,0,0,0,0.579,0,0,0.0675
0.0491,0.322,0.322,0,0,0,0,0.465,0,0,0
0.0491,0.336,0.336,0,0,0,0,0.465,0,0,0.214
0.0491,0.35,0.35,0,0,0,0,0.465,0,0,0.0428
0.18,0.336,0.336,0,0,0,0,0.591,0,0,0
0.178,0.392,0.392,0,0,0,0,0.591,0,0,0
0.179,0.433,0.433,0,0,0,0,0.585,0,0,0
0.185,0.447,0.447,0,0,0,0,0.597,0,0,0.214
0.361,0.545,0.545,0.967,0,0,0,0.755,0,0,0
0.663,0.741,0.741,0.583,0,0,0,0.974,0,0,0
0.87,0.881,0.881,0,0,0,0,0.993,0,0,0.3
0.683,0.937,0.937,0,0,0,0,0.78,0,0,0.0428
0.934,0.993,0.993,0,0,0,0,0.88,0,0,0.352
0.735,0.965,0.965,0,0,0,0,0.843,0,0,0.257
0.244,0.825,0.825,0,0,0,0,0.56,0,0,0.248
0.0491,0.699,0.699,0,0,0,0,0.465,0,0,0
0.0491,0.559,0.559,0,0,0,0,0.465,0,0,0
0.0491,0.517,0.517,0,0,0,0,0.465,0,0,0
0.0491,0.517,0.517,0,0,0,0,0.465,0,0,0
0.0491,0.503,0.503,0,0,0,0,0.465,0,0,0
0.0509,0.461,0.461,0,0,0,0,0.51,0,0,0.216
0.0826,0.503,0.503,0.25,0,0,0,0.516,0,0,0.174
0.251,0.601,0.601,0,0,0,0,0.617,0,0,0.0598
0.313,0.657,0.657,0.967,0,0,0,0.68,0,0,0.246
0.332,0.475,0.475,0.0667,0.667,0,0,0.692,0.482,0,0.156
0.486,0.322,0.322,0,0.4,0,0,0.806,0.258,0,0.205
0.473,0.336,0.336,0,0,0,0,0.806,0,0,0.279
0.454,0.35,0.35,0,0,0,0,0.824,0,0,0.794
0.441,0.336,0.336,0,0,0,0,0.843,0,0,0
0.178,0.392,0.392,0,0,0,0,0.591,0,0,0
0.179,0.433,0.433,0,0,0,0,0.585,0,0,0
0.185,0.447,0.447,0,0.417,0,0,0.597,0.48,0,0.0428
0.361,0.545,0.545,0.217,0.383,0,0,0.755,0.539,0,0.171
0.458,0.741,0.741,0.55,0.167,0,0,0.805,0.26,0,0.0857
0.87,0.881,0.881,0,0.9,0,0,0.993,0.328,0,0.401
0.366,0.937,0.937,0,0.417,0,0,0.622,0.297,0,0.171
0.639,0.993,0.993,0,0.383,0,0,0.742,0.466,0,0.0428
0.278,0.965,0.965,0,0,0,0,0.591,0,0,0.214
0.244,0.825,0.825,0,0,0,0,0.56,0,0,0
0.115,0.699,0.699,0,0,0,0,0.535,0,0,0.3
0.0736,0.559,0.559,0,0,0,0,0.529,0,0,0.214
0.0573,0.517,0.517,0,0,0,0,0.516,0,0,0
0.0491,0.517,0.517,0,0,0,0,0.465,0,0,0
0.0491,0.503,0.503,0,0,0,0,0.465,0,0,0
0.0491,0.461,0.461,0,0,0,0,0.465,0,0,0.0857
0.0491,0.503,0.503,0,0,0,0,0.465,0,0,0
0.0491,0.601,0.601,0,0,0,0,0.465,0,0,0
0.0491,0.657,0.657,0,0,0,0,0.465,0,0,0
0.19,0.475,0.475,0,0,0,0,0.579,0,0,0.139
0.195,0.322,0.322,0,0,0,0,0.579,0,0,0.0994
0.331,0.336,0.336,0,0,0,0,0.692,0,0,0.195
0.319,0.35,0.35,0,0,0,0,0.705,0,0,0.304
0.31,0.336,0.336,0,0,0,0,0.717,0,0,0.167
0.178,0.392,0.392,0,0,0,0,0.591,0,0,0
0.179,0.433,0.433,0,0,0,0,0.585,0,0,0.128
0.185,0.447,0.447,0.717,0,0,0,0.597,0,0,0.128
0.361,0.545,0.545,1,0,0,0,0.755,0,0,0.171
0.458,0.741,0.741,0.0833,0,0,0,0.805,0,0,0
0.87,0.881,0.881,0,0,0,0,0.993,0,0,0.214
1,0.937,0.937,0,0,0,0,0.937,0,0,0.214
0.934,0.993,0.993,0,0,0,0,0.88,0,0,0.0857
0.506,0.965,0.965,0,0,0,0,0.717,0,0,0.0857
0.44,0.825,0.825,0,0,0,0,0.655,0,0,0.0428
0.115,0.699,0.699,0,0,0,0,0.535,0,0,0
0.0736,0.559,0.559,0,0,0,0,0.529,0,0,0.232
0.0491,0.517,0.517,0,0,0,0,0.465,0,0,0
0.0491,0.517,0.517,0,0,0,0,0.465,0,0,0
0.0491,0.503,0.503,0,0,0,0,0.465,0,0,0
0.0491,0.461,0.461,0,0,0,0,0.465,0,0,0
0.0491,0.503,0.503,0,0,0,0,0.465,0,0,0
0.15,0.601,0.601,0,0,0,0,0.541,0,0,0
0.181,0.657,0.657,0,0,0,0,0.572,0,0,0.0818
0.19,0.475,0.475,0,0,0,0,0.579,0,0,0.145
0.34,0.322,0.322,0,0,0,0,0.692,0,0,0
0.19,0.336,0.336,0,0,0,0,0.579,0,0,0
0.184,0.35,0.35,0,0,0,0,0.585,0,0,0.214
0.18,0.336,0.336,0,0,0,0,0.591,0,0,0.0428
0.178,0.392,0.392,0.25,0,0,0,0.591,0,0,0.257
0.439,0.433,0.433,0,0,0,0,0.824,0,0,0.0857
0.32,0.447,0.447,0,0,0,0,0.73,0,0,0.257
0.361,0.545,0.545,0,0,0,0,0.755,0,0,0.128
0.663,0.741,0.741,0,0,0,0,0.974,0,0,0.128
0.596,0.881,0.881,0,0,0,0,0.817,0,0,0
0.683,0.937,0.937,0,0,0,0,0.78,0,0,0.128
0.934,0.993,0.993,0,0,0,0,0.88,0,0,0.0428
0.735,0.965,0.965,0,0,0,0,0.843,0,0,0.202
0.635,0.825,0.825,0,0,0,0,0.749,0,0,0
0.181,0.699,0.699,0,0,0,0,0.605,0,0,0.0428
0.0491,0.559,0.559,0,0,0,0,0.465,0,0,0
0.0491,0.517,0.517,0,0,0,0,0.465,0,0,0
0.0491,0.517,0.517,0,0,0,0,0.465,0,0,0
0.0491,0.503,0.503,0,0,0,0,0.465,0,0,0
0.0491,0.461,0.461,0,0,0,0,0.465,0,0,0
0.0491,0.503,0.503,0.217,0,0,0,0.465,0,0,0
0.352,0.601,0.601,0.55,0,0,0,0.693,0,0,0
0.313,0.657,0.657,0.717,0,0,0,0.68,0,0,0
0.19,0.475,0.475,0.05,0,0,0,0.579,0,0,0
0.195,0.322,0.322,0,0,0,0,0.579,0,0,0.0857
0.19,0.336,0.336,0,0,0,0,0.579,0,0,0.343
0.184,0.35,0.35,0,0,0,0,0.585,0,0,0.257
0.18,0.336,0.336,0,0,0,0,0.591,0,0,0.0428
0.178,0.392,0.392,0,0,0,0,0.591,0,0,0.128
0.179,0.433,0.433,0,0,0,0,0.585,0,0,0.0428
0.32,0.447,0.447,0.717,0,0,0,0.73,0,0,0.246
0.361,0.545,0.545,0.05,0,0,0,0.755,0,0,0.128
0.458,0.741,0.741,0.717,0,0,0,0.805,0,0,0.268
0.596,0.881,0.881,0.567,0,0,0,0.817,0,0,0.0428
1,0.937,0.937,0,0,0,0,0.937,0,0,0.128
0.934,0.993,0.993,0,0,0,0,0.88,0,0,0
0.506,0.965,0.965,0,0,0,0,0.717,0,0,0
0.244,0.825,0.825,0,0,0,0,0.56,0,0,0
0.115,0.699,0.699,0,0,0,0,0.535,0,0,0.284
0.0736,0.559,0.559,0,0,0,0,0.529,0,0,0
0.0491,0.517,0.517,0,0,0,0,0.465,0,0,0
0.0491,0.517,0.517,0,0,0,0,0.465,0,0,0
0.0491,0.503,0.503,0,0,0,0,0.465,0,0,0
0.0509,0.461,0.461,0,0,0,0,0.51,0,0,0.0856
0.0826,0.503,0.503,0,0,0,0,0.516,0,0,0.191
0.251,0.601,0.601,0.517,0,0,0,0.617,0,0,0.0837
0.181,0.657,0.657,0.217,0,0,0,0.572,0,0,0.128
0.19,0.475,0.475,0.3,0,0,0,0.579,0,0,0.0428
0.195,0.322,0.322,0,0,0.319,0,0.579,0,0.105,0.0857
0.19,0.336,0.336,0,0,0.298,0.267,0.579,0,0.501,0.0857
0.184,0.35,0.35,0,0,0,0,0.585,0,0.455,0.128
0.18,0.336,0.336,0,0,0,0,0.591,0,0.499,0.128
0.178,0.392,0.392,0,0,0,0,0.591,0,0.54,0
0.179,0.433,0.433,0,0,0,0,0.585,0,0.534,0.0857
0.185,0.447,0.447,0,0,0,0,0.597,0,0.447,0
0.361,0.545,0.545,0,0,0,0,0.755,0,0.57,0.214
0.458,0.741,0.741,0,0,0,0,0.805,0,0.552,0.171
0.596,0.881,0.881,0,0,0,0,0.817,0,0.278,0.0428
1,0.937,0.937,0,0,0,0,0.937,0,0.447,0
0.934,0.993,0.993,0,0,0,0,0.88,0,0.706,0.101
0.735,0.965,0.965,0,0,0,0,0.843,0,0.253,0.0857
0.244,0.825,0.825,0,0,0,0,0.56,0,0,0.128
0.115,0.699,0.699,0,0,0,0,0.535,0,0,0
0.0736,0.559,0.559,0,0,0,0,0.529,0,0,0
0.0491,0.517,0.517,0,0,0,0,0.465,0,0,0
0.0491,0.517,0.517,0,0,0,0,0.465,0,0,0
0.0491,0.503,0.503,0,0,0,0,0.465,0,0,0
0.0491,0.461,0.461,0,0,0,0,0.465,0,0,0
0.0826,0.503,0.503,0,0,0,0,0.516,0,0,0
0.0491,0.601,0.601,0,0,0,0,0.465,0,0,0.072
0.0491,0.657,0.657,0,0,0,0,0.465,0,0,0
0.0491,0.475,0.475,0,0,0,0,0.465,0,0,0.128
0.195,0.322,0.322,0,0,0,0,0.579,0,0,0
0.19,0.336,0.336,0,0,0.915,0.167,0.579,0,0.51,0.0428
0.184,0.35,0.35,0,0,0,0.917,0.585,0,0.426,0
0.18,0.336,0.336,0.217,0,0,0,0.591,0,0.367,0
0.308,0.392,0.392,0.3,0,0,0,0.717,0,0.332,0.0428
0.309,0.433,0.433,0,0,0,0,0.705,0,0.581,0
0.185,0.447,0.447,0,0,0,0,0.597,0,0.143,0.214
0.205,0.545,0.545,0,0,0,0,0.61,0,0,0.0428
0.458,0.741,0.741,0,0,0.298,0.65,0.805,0,0.455,0
0.87,0.881,0.881,0,0,0,0.167,0.993,0,0.915,0.0428
0.683,0.937,0.937,0,0,0,0,0.78,0,0.452,0.171
0.639,0.993,0.993,0,0,0,0,0.742,0,0.668,0.128
0.735,0.965,0.965,0,0,0,0,0.843,0,0.605,0.0857
0.44,0.825,0.825,0,0,0,0,0.655,0,0.54,0.128
0.181,0.699,0.699,0,0,0,0,0.605,0,0.161,0.3
0.0491,0.559,0.559,0,0,0,0,0.465,0,0,0
0.0491,0.517,0.517,0,0,0,0,0.465,0,0,0.0428
0.0491,0.517,0.517,0,0,0,0,0.465,0,0,0
0.0491,0.503,0.503,0,0,0,0,0.465,0,0,0
0.0491,0.461,0.461,0,0,0,0,0.465,0,0,0
0.0491,0.503,0.503,0,0,0,0,0.465,0,0,0
0.0491,0.601,0.601,0,0,0,0,0.465,0,0,0
0.0491,0.657,0.657,0,0,0,0,0.465,0,0,0
0.19,0.475,0.475,0,0,0,0,0.579,0,0,0.127
0.195,0.322,0.322,0,0,0,0,0.579,0,0,0.0598
0.0491,0.336,0.336,0,0,0,0,0.465,0,0,0
0.0491,0.35,0.35,0,0,0,0,0.465,0,0,0
0.0491,0.336,0.336,0,0,0,0,0.465,0,0,0.214
0.0491,0.392,0.392,0,0,0,0,0.465,0,0,0.0857
0.179,0.433,0.433,0.717,0,0,0,0.585,0,0,0
0.32,0.447,0.447,0.567,0,0,0,0.73,0,0,0
0.517,0.545,0.545,0,0,0,0,0.899,0,0,0
0.663,0.741,0.741,0,0,0,0,0.974,0,0,0.214
0.87,0.881,0.881,0.25,0,0,0,0.993,0,0,0.171
1,0.937,0.937,0,0,0,0,0.937,0,0,0.257
0.934,0.993,0.993,0,0,0,0,0.88,0,0,0.0857
0.506,0.965,0.965,0,0,0,0,0.717,0,0,0
0.244,0.825,0.825,0,0,0,0,0.56,0,0,0.0428
0.0491,0.699,0.699,0,0,0,0,0.465,0,0,0.0428
0.0491,0.559,0.559,0,0,0,0,0.465,0,0,0
0.0491,0.517,0.517,0,0,0,0,0.465,0,0,0
0.0491,0.517,0.517,0,0,0,0,0.465,0,0,0
0.0491,0.503,0.503,0,0,0,0,0.465,0,0,0
0.0491,0.461,0.461,0,0,0,0,0.465,0,0,0
0.0491,0.503,0.503,0.217,0,0,0,0.465,0,0,0
0.251,0.601,0.601,0.0333,0,0,0,0.617,0,0,0.203
0.181,0.657,0.657,0,0,0,0,0.572,0,0,0.118
0.0491,0.475,0.475,0,0,0,0,0.465,0,0,0
0.0491,0.322,0.322,0,0,0,0,0.465,0,0,0.0857
0.0491,0.336,0.336,0,0,0,0,0.465,0,0,0.0857
0.0491,0.35,0.35,0,0,0,0,0.465,0,0,0
0.0491,0.336,0.336,0,0,0,0,0.465,0,0,0
0.0491,0.392,0.392,0,0,0,0,0.465,0,0,0
0.0491,0.433,0.433,0,0,0,0,0.465,0,0,0
0.185,0.447,0.447,0,0,0.319,0,0.597,0,0.152,0
0.205,0.545,0.545,0,0,0.596,0.417,0.61,0,0.43,0
0.254,0.741,0.741,0.717,0,0,0.117,0.635,0,0.404,0
0.596,0.881,0.881,0.317,0,0,0,0.817,0,0,0.343
0.683,0.937,0.937,0,0,0,0,0.78,0,0,0.214
0.934,0.993,0.993,0.217,0,0,0,0.88,0,0,0.0428
0.735,0.965,0.965,0.0333,0,0,0,0.843,0,0,0.143
0.244,0.825,0.825,0,0,0,0,0.56,0,0,0.339
0.181,0.699,0.699,0,0,0,0,0.605,0,0,0.0863
0.0736,0.559,0.559,0,0,0,0,0.529,0,0,0
0.0491,0.517,0.517,0,0,0,0,0.465,0,0,0
0.0491,0.517,0.517,0,0,0,0,0.465,0,0,0
0.0491,0.503,0.503,0,0,0,0,0.465,0,0,0
0.0509,0.461,0.461,0,0,0,0,0.51,0,0,0
0.0826,0.503,0.503,0,0,0,0,0.516,0,0,0.0965
0.251,0.601,0.601,0,0,0,0,0.617,0,0,0
0.313,0.657,0.657,0,0,0,0,0.68,0,0,0.191
0.473,0.475,0.475,0.217,0.8,0,0,0.806,0.706,0,0.0428
0.34,0.322,0.322,0.3,0,0,0,0.692,0,0,0
0.331,0.336,0.336,0.217,0,0,0,0.692,0,0,0.257
0.319,0.35,0.35,0.3,0,0,0,0.705,0,0,0.0428
0.18,0.336,0.336,0,0,0,0,0.591,0,0,0.0428
0.178,0.392,0.392,0,0,0,0,0.591,0,0,0.128
0.179,0.433,0.433,0,0,0,0,0.585,0,0,0.0428
0.32,0.447,0.447,0,0,0.298,0.15,0.73,0,0.193,0
0.517,0.545,0.545,0,0,0,0.667,0.899,0,0.114,0.171
0.663,0.741,0.741,0,0,0,0,0.974,0,0,0.0428
0.596,0.881,0.881,0,0,0,0,0.817,0,0,0
0.683,0.937,0.937,0,0,0,0,0.78,0,0,0.0428
0.639,0.993,0.993,0,0,0,0,0.742,0,0,0.214
0.506,0.965,0.965,0,0,0,0,0.717,0,0,0.0594
0.244,0.825,0.825,0,0,0,0,0.56,0,0,0.0428
0.115,0.699,0.699,0,0,0,0,0.535,0,0,0
0.0736,0.559,0.559,0,0,0,0,0.529,0,0,0.3
0.0573,0.517,0.517,0,0,0,0,0.516,0,0,0
0.0491,0.517,0.517,0,0,0,0,0.465,0,0,0
0.0491,0.503,0.503,0,0,0,0,0.465,0,0,0.0428
0.0491,0.461,0.461,0,0,0,0,0.465,0,0,0
0.0491,0.503,0.503,0,0,0,0,0.465,0,0,0
0.15,0.601,0.601,0,0,0,0,0.541,0,0,0
0.181,0.657,0.657,0,0,0,0,0.572,0,0,0.0641
0.332,0.475,0.475,0,0,0,0,0.692,0,0,0.213
0.34,0.322,0.322,0,0,0,0,0.692,0,0,0.211
0.331,0.336,0.336,0,0,0,0,0.692,0,0,0.312
0.319,0.35,0.35,0,0,0,0,0.705,0,0,0.156
0.31,0.336,0.336,0,0,0,0,0.717,0,0,0.125
0.308,0.392,0.392,0,0,0,0,0.717,0,0,0.151
0.309,0.433,0.433,0,0,0,0,0.705,0,0,0.0857
0.32,0.447,0.447,0.717,0,0,0,0.73,0,0,0.0857
0.517,0.545,0.545,0.05,0,0,0,0.899,0,0,0.0428
0.663,0.741,0.741,0,0,0,0,0.974,0,0,0.171
0.596,0.881,0.881,0,0,0,0,0.817,0,0,0.3
0.683,0.937,0.937,0,0,0,0,0.78,0,0,0.0857
0.934,0.993,0.993,0,0,0,0,0.88,0,0,0.128
0.735,0.965,0.965,0,0,0,0,0.843,0,0,0.0428
0.44,0.825,0.825,0,0,0,0,0.655,0,0,0.171
0.115,0.699,0.699,0,0,0,0,0.535,0,0,0.0428
0.0491,0.559,0.559,0,0,0,0,0.465,0,0,0
0.0491,0.517,0.517,0,0,0,0,0.465,0,0,0
0.0491,0.517,0.517,0,0,0,0,0.465,0,0,0
0.0491,0.503,0.503,0,0,0,0,0.465,0,0,0
0.0509,0.461,0.461,0,0,0,0,0.51,0,0,0.0975
0.0491,0.503,0.503,0,0,0,0,0.465,0,0,0
0.15,0.601,0.601,0,0,0,0,0.541,0,0,0.348
0.181,0.657,0.657,0,0,0,0,0.572,0,0,0.214
0.19,0.475,0.475,0,0,0,0,0.579,0,0,0.171
0.195,0.322,0.322,0.967,0,0,0,0.579,0,0,0.214
0.19,0.336,0.336,0.317,0,0.319,0,0.579,0,0.249,0.0857
0.184,0.35,0.35,0,0,0.596,0.417,0.585,0,0.384,0.171
0.18,0.336,0.336,0,0,0,0.117,0.591,0,0.649,0.0428
0.178,0.392,0.392,0.217,0,0,0,0.591,0,0.346,0.171
0.179,0.433,0.433,0.0333,0,0,0,0.585,0,0,0.214
0.185,0.447,0.447,0,0,0,0,0.597,0,0,0
0.0491,0.545,0.545,0,0,0,0,0.465,0,0,0
0.0491,0.741,0.741,0,0,0,0,0.465,0,0,0
0.596,0.881,0.881,0,0.667,0,0,0.817,0.609,0,0.171
0.683,0.937,0.937,0,0.4,0,0,0.78,0.763,0,0.0857
0.639,0.993,0.993,0,0.667,0,0,0.742,0.516,0,0.128
0.278,0.965,0.965,0,0.133,0,0,0.591,0.366,0,0
0.244,0.825,0.825,0,0,0,0,0.56,0,0,0.0428
0.115,0.699,0.699,0,0,0,0,0.535,0,0,0
0.0982,0.559,0.559,0,0,0,0,0.592,0,0,0
0.0491,0.517,0.517,0,0,0,0,0.465,0,0,0
0.0491,0.517,0.517,0,0,0,0,0.465,0,0,0
0.0491,0.503,0.503,0,0,0,0,0.465,0,0,0
0.0491,0.461,0.461,0,0,0,0,0.465,0,0,0
0.0491,0.503,0.503,0,0,0,0,0.465,0,0,0
0.0491,0.601,0.601,0,0,0,0,0.465,0,0,0
0.313,0.657,0.657,0,0,0,0,0.68,0,0,0
0.19,0.475,0.475,0,0,0,0,0.579,0,0,0
0.195,0.322,0.322,0,0,0,0,0.579,0,0,0
0.19,0.336,0.336,0,0,0,0,0.579,0,0,0.171
0.184,0.35,0.35,0,0,0,0,0.585,0,0,0.0857
0.18,0.336,0.336,0,0,0,0,0.591,0,0,0.0857
0.178,0.392,0.392,0,0,0,0,0.591,0,0,0.0428
0.179,0.433,0.433,0,0,0,0,0.585,0,0,0.0428
0.185,0.447,0.447,0,0,0,0,0.597,0,0,0
0.205,0.545,0.545,0,0,0,0,0.61,0,0,0
0.254,0.741,0.741,0,0.417,0,0,0.635,0.333,0,0.0428
0.87,0.881,0.881,0,0.383,0,0,0.993,0.167,0,0.248
1,0.937,0.937,0,0,0,0,0.937,0,0,0.3
0.934,0.993,0.993,0,0,0,0,0.88,0,0,0
0.278,0.965,0.965,0,0,0,0,0.591,0,0,0.171
0.244,0.825,0.825,0,0,0,0,0.56,0,0,0.0428
0.115,0.699,0.699,0,0,0,0,0.535,0,0,0.0428
0.0491,0.559,0.559,0,0,0,0,0.465,0,0,0
0.0491,0.517,0.517,0,0,0,0,0.465,0,0,0
0.0491,0.517,0.517,0,0,0,0,0.465,0,0,0.128
0.0491,0.503,0.503,0,0,0,0,0.465,0,0,0
0.0491,0.461,0.461,0,0,0,0,0.465,0,0,0
0.0491,0.503,0.503,0,0,0,0,0.465,0,0,0
0.15,0.601,0.601,0,0,0,0,0.541,0,0,0.406
0.313,0.657,0.657,0.217,0,0,0,0.68,0,0,0.109
0.19,0.475,0.475,1,0,0,0,0.579,0,0,0
0.195,0.322,0.322,0.0667,0,0,0,0.579,0,0,0
0.331,0.336,0.336,0,0,0,0,0.692,0,0,0.128
0.319,0.35,0.35,0,0,0,0,0.705,0,0,0.257
0.31,0.336,0.336,0,0,0,0,0.717,0,0,0.18
0.308,0.392,0.392,0,0,0,0,0.717,0,0,0.0927
0.179,0.433,0.433,0,0,0,0,0.585,0,0,0
0.185,0.447,0.447,0,0.417,0,0,0.597,0.364,0,0.333
0.361,0.545,0.545,0,0.65,0,0,0.755,0.224,0,0.183
0.458,0.741,0.741,0.217,0,0,0,0.805,0,0,0.0857
0.87,0.881,0.881,0.0333,0.417,0,0,0.993,0.403,0,0.214
0.683,0.937,0.937,0,0.383,0,0,0.78,0.122,0,0.343
0.344,0.993,0.993,0,0,0,0,0.604,0,0,0.171
0.0491,0.965,0.965,0,0,0,0,0.465,0,0,0.428
0.0491,0.825,0.825,0,0,0,0,0.465,0,0,0
0.0491,0.699,0.699,0,0,0,0,0.465,0,0,0
0.0491,0.559,0.559,0,0,0,0,0.465,0,0,0
0.0491,0.517,0.517,0,0,0,0,0.465,0,0,0
0.0491,0.517,0.517,0,0,0,0,0.465,0,0,0
0.0491,0.503,0.503,0,0,0,0,0.465,0,0,0
0.0491,0.461,0.461,0,0,0,0,0.465,0,0,0
0.0491,0.503,0.503,0,0,0,0,0.465,0,0,0
0.15,0.601,0.601,0,0,0,0,0.541,0,0,0
0.181,0.657,0.657,0,0,0,0,0.572,0,0,0.0799
0.19,0.475,0.475,0,0,0,0,0.579,0,0,0.127
0.34,0.322,0.322,0,0,0,0,0.692,0,0,0.416
0.473,0.336,0.336,0,0,0,0,0.806,0,0,0.364
0.319,0.35,0.35,0,0,0,0,0.705,0,0,0.177
0.31,0.336,0.336,0.217,0,0,0,0.717,0,0,0.396
0.178,0.392,0.392,1,0,0,0,0.591,0,0,0
0.0491,0.433,0.433,1,0,0,0,0.465,0,0,0.128
0.0491,0.447,0.447,0.633,0,0,0,0.465,0,0,0.257
