lighting_interior,lighting_exterior,lighting_garage,cooking_range,dishwasher,clothes_washer,clothes_dryer,plug_loads_other,hot_water_dishwasher,hot_water_clothes_washer,hot_water_fixtures
0.0491,0.367,0.367,0,0,0,0,0.465,0,0,0
0.0809,0.401,0.401,0,0,0,0,0.474,0,0,0.143
0.0491,0.478,0.478,0.967,0,0,0,0.465,0,0,0
0.176,0.523,0.523,0.467,0,0,0,0.519,0,0,0
0.315,0.378,0.378,0.0167,0,0,0,0.582,0,0,0
0.184,0.256,0.256,0,0,0,0,0.524,0,0,0
0.179,0.267,0.267,0,0,0,0,0.524,0,0,0.0857
0.173,0.278,0.278,0,0,0,0,0.529,0,0,0.234
0.289,0.267,0.267,0.217,0,0,0,0.602,0,0,0.255
0.287,0.312,0.312,0.267,0,0,0,0.602,0,0,0.636
0.287,0.345,0.345,0,0,0,0,0.592,0,0,0.282
0.291,0.356,0.356,0,0,0,0,0.612,0,0,0.0857
0.307,0.434,0.434,0,0,0,0,0.632,0,0,0.0857
0.508,0.59,0.59,0,0,0,0,0.775,0,0,0.0428
0.651,0.701,0.701,0,0,0.936,0,0.79,0,0.0512,0
0.827,0.745,0.745,0,0,0,0.517,0.745,0,0.518,0.214
0.927,0.79,0.79,0,0,0,0,0.701,0,0.65,0
0.868,0.768,0.768,0,0,0,0,0.671,0,0.644,0.171
0.374,0.656,0.656,0,0,0,0,0.553,0,0,0.0857
0.181,0.556,0.556,0,0,0,0,0.513,0,0,0.2
0.0982,0.445,0.445,0,0,0,0,0.503,0,0,0.225
0.0573,0.412,0.412,0,0,0,0,0.474,0,0,0
0.0491,0.412,0.412,0,0,0,0,0.465,0,0,0
0.0491,0.401,0.401,0,0,0,0,0.465,0,0,0
0.0506,0.367,0.367,0,0,0,0,0.469,0,0,0
0.0491,0.401,0.401,0,0,0,0,0.465,0,0,0.0428
0.146,0.478,0.478,0.717,0.417,0,0,0.494,0.409,0,0
0.303,0.523,0.523,0.25,0.35,0,0,0.572,0.161,0,0.152
0.182,0.378,0.378,0,0,0,0,0.524,0,0,0.251
0.184,0.256,0.256,0,0,0,0,0.524,0,0,0.254
0.179,0.267,0.267,0,0,0,0,0.524,0,0,0
0.173,0.278,0.278,0,0,0,0,0.529,0,0,0
0.169,0.267,0.267,0,0,0,0,0.534,0,0,0.469
0.168,0.312,0.312,0,0,0,0,0.534,0,0,0.132
0.168,0.345,0.345,0.217,0,0,0,0.529,0,0,0.0857
0.17,0.356,0.356,0.0167,0,0,0,0.539,0,0,0.214
0.178,0.434,0.434,0,0,0,0,0.549,0,0,0.0857
0.355,0.59,0.59,0,0,0,0,0.672,0,0,0
0.45,0.701,0.701,0,0,0,0,0.682,0,0,0.171
0.827,0.745,0.745,0,0.667,0,0,0.745,0.568,0,0.0677
0.927,0.79,0.79,0,0.35,0,0,0.701,0.28,0,0.0953
0.868,0.768,0.768,0,0,0,0,0.671,0,0,0
0.211,0.656,0.656,0,0,0,0,0.509,0,0,0.0428
0.115,0.556,0.556,0,0,0,0,0.489,0,0,0.0428
0.0491,0.445,0.445,0,0,0,0,0.465,0,0,0
0.0491,0.412,0.412,0,0,0,0,0.465,0,0,0
0.0491,0.412,0.412,0,0,0,0,0.465,0,0,0
0.0491,0.401,0.401,0,0,0,0,0.465,0,0,0
0.0491,0.367,0.367,0,0,0,0,0.465,0,0,0.251
0.0809,0.401,0.401,0,0,0,0,0.474,0,0,0.0548
0.339,0.478,0.478,0,0,0,0,0.551,0,0,0.43
0.303,0.523,0.523,0,0,0,0,0.572,0,0,0.0768
0.182,0.378,0.378,0,0.917,0,0,0.524,0.446,0,0.122
0.184,0.256,0.256,0,0.1,0,0,0.524,0.668,0,0.0857
0.179,0.267,0.267,0,0,0,0,0.524,0.527,0,0.0428
0.173,0.278,0.278,0,0,0,0,0.529,0.317,0,0.3
0.169,0.267,0.267,0,0,0,0,0.534,0,0,0.171
0.168,0.312,0.312,0.217,0,0,0,0.534,0,0,0.171
0.168,0.345,0.345,0.75,0,0,0,0.529,0,0,0.128
0.0491,0.356,0.356,0,0,0,0,0.465,0,0,0.0857
0.178,0.434,0.434,0,0,0,0,0.549,0,0,0.171
0.355,0.59,0.59,0,0,0,0,0.672,0,0,0.278
0.651,0.701,0.701,0,0.167,0,0,0.79,0.366,0,0.0629
0.827,0.745,0.745,0,0.6,0.617,0,0.745,0.276,0.392,0.0734
0.927,0.79,0.79,0,0,0,0.9,0.701,0,0.329,0.171
0.322,0.768,0.768,0,0,0,0.133,0.534,0,0.186,0.0428
0.211,0.656,0.656,0,0,0,0,0.509,0,0.296,0
0.0491,0.556,0.556,0,0,0,0,0.465,0,0,0
0.0491,0.445,0.445,0,0,0,0,0.465,0,0,0
0.0491,0.412,0.412,0,0,0,0,0.465,0,0,0
0.0491,0.412,0.412,0,0,0,0,0.465,0,0,0
0.0491,0.401,0.401,0,0,0,0,0.465,0,0,0
0.0491,0.367,0.367,0,0,0,0,0.465,0,0,0
0.0809,0.401,0.401,0,0,0,0,0.474,0,0,0.11
0.339,0.478,0.478,0,0,0,0,0.551,0,0,0.337
0.176,0.523,0.523,0,0,0,0,0.519,0,0,0
0.182,0.378,0.378,0,0,0,0,0.524,0,0,0.128
0.184,0.256,0.256,0,0,0,0,0.524,0,0,0.128
0.179,0.267,0.267,0.217,0,0,0,0.524,0,0,0.128
0.173,0.278,0.278,0.5,0,0,0,0.529,0,0,0.257
0.169,0.267,0.267,0,0.417,0,0,0.534,0.367,0,0.128
0.168,0.312,0.312,0,0.35,0.319,0,0.534,0.1,0.00878,0.0857
0.168,0.345,0.345,0,0,0.298,0.65,0.529,0,0.469,0
0.17,0.356,0.356,0,0,0,0.117,0.539,0,0.531,0.214
0.178,0.434,0.434,0,0,0,0,0.549,0,0,0.286
0.355,0.59,0.59,0,0,0,0,0.672,0,0,0
0.25,0.701,0.701,0,0.417,0,0,0.574,0.405,0,0
0.827,0.745,0.745,0,0.35,0,0,0.745,0.579,0,0.376
0.927,0.79,0.79,0,0,0.298,0,0.701,0.575,0.0805,0
0.868,0.768,0.768,0,0,0,0.767,0.671,0.453,0.518,0.325
0.374,0.656,0.656,0,0,0,0,0.553,0,0,0.0837
0.0491,0.556,0.556,0,0,0,0,0.465,0,0,0
0.0736,0.445,0.445,0,0,0,0,0.484,0,0,0.123
0.0573,0.412,0.412,0,0,0,0,0.474,0,0,0.0428
0.0491,0.412,0.412,0,0,0,0,0.465,0,0,0.3
0.0491,0.401,0.401,0,0,0,0,0.465,0,0,0
0.0491,0.367,0.367,0,0,0,0,0.465,0,0,0.0428
0.0491,0.401,0.401,0,0,0,0,0.465,0,0,0
0.146,0.478,0.478,0,0,0,0,0.494,0,0,0.163
0.176,0.523,0.523,0,0,0,0,0.519,0,0,0
0.182,0.378,0.378,0,0,0,0,0.524,0,0,0
0.184,0.256,0.256,0,0,0,0,0.524,0,0,0.0428
0.179,0.267,0.267,0,0,0,0,0.524,0,0,0.0857
0.173,0.278,0.278,0,0,0.617,0.4,0.529,0,0.382,0.343
0.289,0.267,0.267,0,0,0,0.367,0.602,0,0.578,0.0857
0.287,0.312,0.312,0,0,0,0,0.602,0,0.105,0
0.168,0.345,0.345,0,0,0,0,0.529,0,0,0.32
0.0491,0.356,0.356,0.483,0,0,0,0.465,0,0,0
0.178,0.434,0.434,0,0,0,0,0.549,0,0,0.0857
0.202,0.59,0.59,0.217,0,0,0,0.569,0,0,0.201
0.25,0.701,0.701,1,0,0,0,0.574,0,0,0.121
0.827,0.745,0.745,0,0,0,0,0.745,0,0,0.128
0.927,0.79,0.79,0,0,0,0,0.701,0,0,0.0428
0.595,0.768,0.768,0,0,0,0,0.602,0,0,0.0428
0.211,0.656,0.656,0,0,0,0,0.509,0,0,0
0.0491,0.556,0.556,0,0,0,0,0.465,0,0,0.0428
0.0491,0.445,0.445,0,0,0,0,0.465,0,0,0
0.0491,0.412,0.412,0,0,0,0,0.465,0,0,0
0.0491,0.412,0.412,0,0,0,0,0.465,0,0,0
0.0491,0.401,0.401,0,0,0,0,0.465,0,0,0
0.0491,0.367,0.367,0,0,0,0,0.465,0,0,0
0.0491,0.401,0.401,0,0,0,0,0.465,0,0,0
0.146,0.478,0.478,0,0,0,0,0.494,0,0,0.149
0.176,0.523,0.523,0.717,0,0,0,0.519,0,0,0.0832
0.0491,0.378,0.378,0.5,0,0,0,0.465,0,0,0
0.0491,0.256,0.256,0,0,0,0,0.465,0,0,0.0428
0.0491,0.267,0.267,0,0,0,0,0.465,0,0,0.0428
0.173,0.278,0.278,0,0,0,0,0.529,0,0,0
0.169,0.267,0.267,0,0,0,0,0.534,0,0,0
0.168,0.312,0.312,0,0,0,0,0.534,0,0,0
0.168,0.345,0.345,0,0,0,0,0.529,0,0,0.214
0.291,0.356,0.356,0,0,0,0,0.612,0,0,0.0857
0.0491,0.434,0.434,0,0.767,0,0,0.465,0.543,0,0.0857
0.202,0.59,0.59,0,0,0,0,0.569,0.527,0,0.0857
0.45,0.701,0.701,0,0,0,0,0.682,0,0,0.351
0.827,0.745,0.745,0,0,0,0,0.745,0,0,0.0857
0.927,0.79,0.79,0,0.167,0,0,0.701,0.211,0,0.214
0.595,0.768,0.768,0,0.85,0,0,0.602,0.726,0,0.0857
0.0491,0.656,0.656,0,0,0,0,0.465,0,0,0.171
0.0491,0.556,0.556,0,0,0,0,0.465,0,0,0.0428
0.0491,0.445,0.445,0,0,0,0,0.465,0,0,0
0.0491,0.412,0.412,0,0,0,0,0.465,0,0,0
0.0491,0.412,0.412,0,0,0,0,0.465,0,0,0
0.0491,0.401,0.401,0,0,0,0,0.465,0,0,0
0.0491,0.367,0.367,0,0,0,0,0.465,0,0,0
0.0491,0.401,0.401,0,0,0,0,0.465,0,0,0
0.0491,0.478,0.478,0,0,0,0,0.465,0,0,0
0.0491,0.523,0.523,0,0,0,0,0.465,0,0,0
0.182,0.378,0.378,0,0,0,0,0.524,0,0,0
0.184,0.256,0.256,0,0,0,0,0.524,0,0,0
0.179,0.267,0.267,0,0,0,0,0.524,0,0,0
0.173,0.278,0.278,0,0,0,0,0.529,0,0,0.0857
0.169,0.267,0.267,0,0,0,0,0.534,0,0,0.171
0.0491,0.312,0.312,0,0,0,0,0.465,0,0,0
0.168,0.345,0.345,0,0,0,0,0.529,0,0,0
0.291,0.356,0.356,0,0,0,0,0.612,0,0,0.257
0.307,0.434,0.434,0,0,0,0,0.632,0,0,0
0.355,0.59,0.59,0,0,0,0,0.672,0,0,0.318
0.45,0.701,0.701,0.217,0,0,0,0.682,0,0,0.399
0.827,0.745,0.745,0.267,0,0,0,0.745,0,0,0.3
0.927,0.79,0.79,0,0,0,0,0.701,0,0,0.0428
0.868,0.768,0.768,0,0,0,0,0.671,0,0,0
0.374,0.656,0.656,0,0,0,0,0.553,0,0,0
0.181,0.556,0.556,0,0,0,0,0.513,0,0,0
0.0491,0.445,0.445,0,0,0,0,0.465,0,0,0.128
0.0491,0.412,0.412,0,0,0,0,0.465,0,0,0.0857
0.0491,0.412,0.412,0,0,0,0,0.465,0,0,0.214
0.0491,0.401,0.401,0,0,0,0,0.465,0,0,0
0.0491,0.367,0.367,0,0,0,0,0.465,0,0,0
0.0491,0.401,0.401,0,0,0,0,0.465,0,0,0
0.0491,0.478,0.478,0,0,0,0,0.465,0,0,0
0.0491,0.523,0.523,0,0,0,0,0.465,0,0,0
0.0491,0.378,0.378,0,0,0,0,0.465,0,0,0
0.184,0.256,0.256,0.483,0,0,0,0.524,0,0,0
0.31,0.267,0.267,0,0.667,0,0,0.582,0.629,0,0
0.173,0.278,0.278,0,0.1,0,0,0.529,0.735,0,0
0.169,0.267,0.267,0,0,0,0,0.534,0.231,0,0.0428
0.287,0.312,0.312,0,0,0,0,0.602,0,0,0.3
0.168,0.345,0.345,0,0,0,0,0.529,0,0,0.0428
0.17,0.356,0.356,0,0,0,0,0.539,0,0,0.0428
0.307,0.434,0.434,0,0,0,0,0.632,0,0,0.0428
0.508,0.59,0.59,0,0,0,0,0.775,0,0,0.28
0.651,0.701,0.701,0.233,0,0,0,0.79,0,0,0.292
0.309,0.745,0.745,0,0,0,0,0.559,0,0,0.171
0.342,0.79,0.79,0,0,0,0,0.544,0,0,0.0857
0.595,0.768,0.768,0,0,0,0,0.602,0,0,0.0857
0.374,0.656,0.656,0,0,0,0,0.553,0,0,0.0857
0.115,0.556,0.556,0,0,0,0,0.489,0,0,0
0.0736,0.445,0.445,0,0,0,0,0.484,0,0,0.0428
0.0573,0.412,0.412,0,0,0,0,0.474,0,0,0.171
0.0491,0.412,0.412,0,0,0,0,0.465,0,0,0
0.0491,0.401,0.401,0,0,0,0,0.465,0,0,0
0.0491,0.367,0.367,0,0,0,0,0.465,0,0,0
0.0491,0.401,0.401,0,0,0,0,0.465,0,0,0
0.0491,0.478,0.478,0,0,0,0,0.465,0,0,0.11
0.176,0.523,0.523,0,0,0,0,0.519,0,0,0.237
0.315,0.378,0.378,0,0,0,0,0.582,0,0,0.205
0.184,0.256,0.256,0,0,0,0,0.524,0,0,0
0.0491,0.267,0.267,0,0,0,0,0.465,0,0,0
0.173,0.278,0.278,0,0,0,0,0.529,0,0,0.128
0.169,0.267,0.267,0.967,0,0,0,0.534,0,0,0.14
0.287,0.312,0.312,1,0,0,0,0.602,0,0,0
0.287,0.345,0.345,0.467,0,0,0,0.592,0,0,0.0857
0.291,0.356,0.356,0,0,0,0,0.612,0,0,0
0.307,0.434,0.434,0,0,0,0,0.632,0,0,0.3
0.355,0.59,0.59,0,0,0.936,0,0.672,0,0.356,0
0.651,0.701,0.701,0,0.917,0,0.767,0.79,0.391,0.485,0.171
0.827,0.745,0.745,0,0.1,0,0,0.745,0,0,0.411
0.927,0.79,0.79,0,0,0,0,0.701,0,0,0.0428
0.595,0.768,0.768,0,0,0,0,0.602,0,0,0
0.211,0.656,0.656,0,0,0,0,0.509,0,0,0
0.115,0.556,0.556,0,0,0,0,0.489,0,0,0
0.0736,0.445,0.445,0,0,0,0,0.484,0,0,0.0428
0.0573,0.412,0.412,0,0,0,0,0.474,0,0,0
0.0491,0.412,0.412,0,0,0,0,0.465,0,0,0
0.0491,0.401,0.401,0,0,0,0,0.465,0,0,0.0857
0.0491,0.367,0.367,0,0,0,0,0.465,0,0,0.0428
0.0491,0.401,0.401,0,0,0,0,0.465,0,0,0.165
0.146,0.478,0.478,0,0,0,0,0.494,0,0,0
0.176,0.523,0.523,0.217,0,0,0,0.519,0,0,0.206
0.315,0.378,0.378,0.75,0,0,0,0.582,0,0,0.0732
0.318,0.256,0.256,0,0,0,0,0.582,0,0,0.246
0.31,0.267,0.267,0,0,0,0,0.582,0,0,0.0577
0.173,0.278,0.278,0,0,0,0,0.529,0,0,0.171
0.169,0.267,0.267,0,0,0,0,0.534,0,0,0.3
0.168,0.312,0.312,0,0,0,0,0.534,0,0,0.128
0.168,0.345,0.345,0,0,0,0,0.529,0,0,0
0.17,0.356,0.356,0.467,0,0,0,0.539,0,0,0.0428
0.307,0.434,0.434,0.5,0,0,0,0.632,0,0,0.3
0.508,0.59,0.59,0,0,0,0,0.775,0,0,0.0428
0.651,0.701,0.701,0,0,0,0,0.79,0,0,0
0.568,0.745,0.745,0,0.167,0,0,0.652,0.337,0,0.3
0.927,0.79,0.79,0,0.6,0,0,0.701,0.543,0,0
0.595,0.768,0.768,0,0,0,0,0.602,0,0,0.322
0.211,0.656,0.656,0,0,0,0,0.509,0,0,0
0.0491,0.556,0.556,0,0,0,0,0.465,0,0,0.171
0.0491,0.445,0.445,0,0,0,0,0.465,0,0,0
0.0491,0.412,0.412,0,0,0,0,0.465,0,0,0
0.0491,0.412,0.412,0,0,0,0,0.465,0,0,0
0.0491,0.401,0.401,0,0,0,0,0.465,0,0,0.0825
0.0491,0.367,0.367,0,0,0,0,0.465,0,0,0
0.0491,0.401,0.401,0,0,0,0,0.465,0,0,0
0.243,0.478,0.478,0,0,0,0,0.523,0,0,0.0582
0.303,0.523,0.523,0.483,0,0,0,0.572,0,0,0.118
0.315,0.378,0.378,0,0,0,0,0.582,0,0,0.076
0.318,0.256,0.256,0,0,0,0,0.582,0,0,0.0428
0.31,0.267,0.267,0,0,0,0,0.582,0,0,0
0.173,0.278,0.278,0,0,0,0,0.529,0,0,0.214
0.169,0.267,0.267,0,0,0,0,0.534,0,0,0.0857
0.287,0.312,0.312,0,0,0,0,0.602,0,0,0
0.168,0.345,0.345,0,0,0,0,0.529,0,0,0
0.17,0.356,0.356,0,0,0,0,0.539,0,0,0.0857
0.307,0.434,0.434,0,0,0,0,0.632,0,0,0.185
0.508,0.59,0.59,0,0,0,0,0.775,0,0,0.495
0.651,0.701,0.701,0,0,0,0,0.79,0,0,0.125
0.827,0.745,0.745,0,0,0,0,0.745,0,0,0.6
0.927,0.79,0.79,0,0,0,0,0.701,0,0,0.0857
0.868,0.768,0.768,0,0,0,0,0.671,0,0,0.0428
0.211,0.656,0.656,0,0,0,0,0.509,0,0,0.0857
0.0491,0.556,0.556,0,0,0,0,0.465,0,0,0.0428
0.0491,0.445,0.445,0,0,0,0,0.465,0,0,0
0.0491,0.412,0.412,0,0,0,0,0.465,0,0,0
0.0491,0.412,0.412,0,0,0,0,0.465,0,0,0
0.0491,0.401,0.401,0.217,0,0,0,0.465,0,0,0
0.0506,0.367,0.367,0.267,0,0,0,0.469,0,0,0
0.0809,0.401,0.401,0,0,0,0,0.474,0,0,0.311
0.243,0.478,0.478,0,0,0,0,0.523,0,0,0.0615
0.429,0.523,0.523,0,0,0,0,0.626,0,0,0.359
0.315,0.378,0.378,0,0,0,0,0.582,0,0,0.391
0.318,0.256,0.256,0,0,0,0,0.582,0,0,0
0.179,0.267,0.267,0,0,0,0,0.524,0,0,0
0.173,0.278,0.278,0,0,0.617,0.15,0.529,0,0.346,0.171
0.169,0.267,0.267,0,0,0,0.367,0.534,0,0.37,0.0428
0.168,0.312,0.312,0,0,0,0,0.534,0,0.439,0
0.168,0.345,0.345,0,0,0,0,0.529,0,0.278,0
0.17,0.356,0.356,0.217,0,0,0,0.539,0,0,0.0857
0.178,0.434,0.434,0.75,0,0,0,0.549,0,0,0.0857
0.202,0.59,0.59,0.467,0,0,0,0.569,0,0,0.171
0.651,0.701,0.701,0.25,0,0,0,0.79,0,0,0.214
0.827,0.745,0.745,0,0,0,0,0.745,0,0,0.0857
0.927,0.79,0.79,0,0,0,0,0.701,0,0,0.0857
0.595,0.768,0.768,0,0,0,0,0.602,0,0,0.0857
0.0491,0.656,0.656,0,0,0,0,0.465,0,0,0.0428
0.0491,0.556,0.556,0,0,0,0,0.465,0,0,0
0.0491,0.445,0.445,0,0,0,0,0.465,0,0,0
0.0491,0.412,0.412,0,0,0,0,0.465,0,0,0
0.0491,0.412,0.412,0,0,0,0,0.465,0,0,0
0.0491,0.401,0.401,0,0,0,0,0.465,0,0,0
0.0491,0.367,0.367,0,0,0,0,0.465,0,0,0
0.0491,0.401,0.401,0,0,0,0,0.465,0,0,0
0.0491,0.478,0.478,0,0,0,0,0.465,0,0,0.11
0.303,0.523,0.523,0.233,0,0,0,0.572,0,0,0.158
0.182,0.378,0.378,0,0,0.319,0,0.524,0,0.0878,0.331
0.318,0.256,0.256,0,0,0.617,0.4,0.582,0,0.215,0.113
0.31,0.267,0.267,0,0,0,0.367,0.582,0,0.495,0.0988
0.173,0.278,0.278,0,0,0,0,0.529,0,0,0.218
0.169,0.267,0.267,0,0,0,0,0.534,0,0,0.301
0.168,0.312,0.312,0,0,0,0,0.534,0,0,0.227
0.287,0.345,0.345,0.217,0,0,0,0.592,0,0,0.156
0.291,0.356,0.356,0.267,0,0.617,0.4,0.612,0,0.543,0
0.436,0.434,0.434,0,0,0,0.117,0.715,0,0.59,0.0428
0.508,0.59,0.59,0,0,0,0,0.775,0,0.51,0.128
0.651,0.701,0.701,0,0,0,0,0.79,0,0.549,0.514
0.827,0.745,0.745,0,0,0,0,0.745,0,0.312,0.255
0.927,0.79,0.79,0,0,0,0,0.701,0,0,0.214
0.595,0.768,0.768,0,0,0,0,0.602,0,0,0.128
0.374,0.656,0.656,0,0,0,0,0.553,0,0,0.214
0.115,0.556,0.556,0,0,0,0,0.489,0,0,0
0.0491,0.445,0.445,0,0,0,0,0.465,0,0,0
0.0491,0.412,0.412,0,0,0,0,0.465,0,0,0
0.0491,0.412,0.412,0,0,0,0,0.465,0,0,0
0.0491,0.401,0.401,0,0,0,0,0.465,0,0,0
0.0491,0.367,0.367,0,0,0,0,0.465,0,0,0
0.0809,0.401,0.401,0,0,0,0,0.474,0,0,0.0927
0.0491,0.478,0.478,0,0,0,0,0.465,0,0,0
0.0491,0.523,0.523,0,0,0,0,0.465,0,0,0
0.0491,0.378,0.378,0,0,0,0,0.465,0,0,0.214
0.0491,0.256,0.256,0,0,0,0,0.465,0,0,0
0.0491,0.267,0.267,0.217,0,0,0,0.465,0,0,0
0.298,0.278,0.278,1,0,0,0,0.592,0,0,0
0.409,0.267,0.267,0,0,0,0,0.671,0,0,0.0746
0.406,0.312,0.312,0,0,0,0,0.671,0,0,0.0858
0.406,0.345,0.345,0,0,0,0,0.656,0,0,0.238
0.412,0.356,0.356,0.233,0,0,0,0.686,0,0,0.173
0.436,0.434,0.434,0,0,0,0,0.715,0,0,0.351
0.508,0.59,0.59,0,0,0,0,0.775,0,0,0.176
0.651,0.701,0.701,0,0,0,0,0.79,0,0,0.128
0.827,0.745,0.745,0,0,0,0,0.745,0,0,0.0428
0.927,0.79,0.79,0,0,0,0,0.701,0,0,0.123
0.868,0.768,0.768,0,0,0,0,0.671,0,0,0.487
0.374,0.656,0.656,0,0,0,0,0.553,0,0,0.128
0.181,0.556,0.556,0,0,0,0,0.513,0,0,0.128
0.0982,0.445,0.445,0,0,0,0,0.503,0,0,0
0.0654,0.412,0.412,0,0,0,0,0.483,0,0,0
0.0491,0.412,0.412,0,0,0,0,0.473,0,0,0
0.0491,0.401,0.401,0,0,0,0,0.463,0,0,0.0857
0.0491,0.367,0.367,0,0,0,0,0.465,0,0,0
0.0491,0.401,0.401,0,0,0,0,0.465,0,0,0
0.0491,0.478,0.478,0,0,0,0,0.465,0,0,0
0.0491,0.523,0.523,0,0,0,0,0.465,0,0,0
0.182,0.378,0.378,0,0,0,0,0.524,0,0,0
0.184,0.256,0.256,0,0,0,0,0.524,0,0,0
0.44,0.267,0.267,0,0,0,0,0.641,0,0,0.119
0.422,0.278,0.278,0.467,0,0,0,0.656,0,0,0.0467
0.409,0.267,0.267,0.0167,0,0,0,0.671,0,0,0.137
0.287,0.312,0.312,0,0,0,0,0.602,0,0,0
0.287,0.345,0.345,0,0,0,0,0.592,0,0,0
0.291,0.356,0.356,0,0,0.298,0.65,0.612,0,0.315,0.262
0.307,0.434,0.434,0,0,0,0.117,0.632,0,0.536,0.286
0.355,0.59,0.59,0,0,0,0,0.672,0,0.41,0.0517
0.25,0.701,0.701,0,0,0,0,0.574,0,0.318,0.128
0.568,0.745,0.745,0,0,0,0,0.652,0,0.485,0.235
0.342,0.79,0.79,0,0,0,0,0.544,0,0.211,0.0428
0.595,0.768,0.768,0,0,0,0,0.602,0,0,0.128
0.536,0.656,0.656,0,0,0,0,0.596,0,0,0.3
0.181,0.556,0.556,0,0,0,0,0.513,0,0,0
0.0491,0.445,0.445,0,0,0,0,0.465,0,0,0
0.0491,0.412,0.412,0,0,0,0,0.465,0,0,0.0428
0.0491,0.412,0.412,0,0,0,0,0.465,0,0,0
0.0491,0.401,0.401,0,0,0,0,0.465,0,0,0
0.0491,0.367,0.367,0,0,0,0,0.465,0,0,0
0.0809,0.401,0.401,0.217,0,0,0,0.474,0,0,0.225
0.339,0.478,0.478,0.5,0,0,0,0.551,0,0,0.0825
0.303,0.523,0.523,0,0,0,0,0.572,0,0,0.0906
0.182,0.378,0.378,0,0,0,0,0.524,0,0,0.306
0.184,0.256,0.256,0,0,0,0,0.524,0,0,0.106
0.179,0.267,0.267,0,0,0,0,0.524,0,0,0.293
0.173,0.278,0.278,0,0,0,0,0.529,0,0,0.233
0.169,0.267,0.267,0.467,0,0,0,0.534,0,0,0.198
0.287,0.312,0.312,0.75,0,0,0,0.602,0,0,0.153
0.168,0.345,0.345,0,0,0,0,0.529,0,0,0.0428
0.17,0.356,0.356,0,0,0,0,0.539,0,0,0.0428
0.307,0.434,0.434,0,0,0,0,0.632,0,0,0.0428
0.355,0.59,0.59,0,0,0,0,0.672,0,0,0.257
0.651,0.701,0.701,0,0,0,0,0.79,0,0,0.0857
0.827,0.745,0.745,0,0,0,0,0.745,0,0,0.171
0.927,0.79,0.79,0,0.667,0,0,0.701,0.624,0,0.171
0.595,0.768,0.768,0,0.35,0,0,0.602,0.138,0,0
0.211,0.656,0.656,0,0,0,0,0.509,0,0,0.14
0.115,0.556,0.556,0,0,0,0,0.489,0,0,0.214
0.0736,0.445,0.445,0,0,0,0,0.484,0,0,0.0428
0.0491,0.412,0.412,0,0,0,0,0.465,0,0,0
0.0491,0.412,0.412,0,0,0,0,0.465,0,0,0
0.0491,0.401,0.401,0,0,0,0,0.465,0,0,0
0.0491,0.367,0.367,0,0,0,0,0.465,0,0,0
0.0491,0.401,0.401,0,0,0,0,0.465,0,0,0
0.243,0.478,0.478,0,0,0,0,0.523,0,0,0.236
0.429,0.523,0.523,0,0,0.617,0.15,0.626,0,0.237,0.0768
0.315,0.378,0.378,0,0,0,0.617,0.582,0,0.208,0.102
0.318,0.256,0.256,0,0,0,0,0.582,0,0.539,0
0.31,0.267,0.267,0,0,0,0,0.582,0,0.286,0.246
0.298,0.278,0.278,0,0,0,0,0.592,0,0.474,0.171
0.169,0.267,0.267,0,0,0,0,0.534,0,0.736,0.0857
0.168,0.312,0.312,0,0,0,0,0.534,0,0.539,0
0.168,0.345,0.345,0,0,0,0,0.529,0,0.471,0
0.291,0.356,0.356,0,0,0,0,0.612,0,0.493,0.257
0.307,0.434,0.434,0,0,0,0,0.632,0,0.183,0
0.355,0.59,0.59,0.967,0,0,0,0.672,0,0.712,0.385
0.651,0.701,0.701,1,0,0,0,0.79,0,0.578,0.0857
0.827,0.745,0.745,1,0,0,0,0.745,0,0.117,0.475
0.927,0.79,0.79,1,0,0,0,0.701,0,0,0.256
0.868,0.768,0.768,0.9,0,0,0,0.671,0,0,0.464
0.211,0.656,0.656,0,0,0,0,0.509,0,0,0.295
0.0491,0.556,0.556,0,0,0,0,0.465,0,0,0.0428
0.0491,0.445,0.445,0,0,0,0,0.465,0,0,0
0.0491,0.412,0.412,0,0,0,0,0.465,0,0,0
0.0491,0.412,0.412,0,0,0,0,0.465,0,0,0
0.0491,0.401,0.401,0,0,0,0,0.465,0,0,0
0.0491,0.367,0.367,0,0,0,0,0.465,0,0,0
0.0491,0.401,0.401,0,0,0,0,0.465,0,0,0
0.146,0.478,0.478,0,0,0,0,0.494,0,0,0.165
0.176,0.523,0.523,0,0,0,0,0.519,0,0,0.076
0.182,0.378,0.378,0,0,0,0,0.524,0,0,0.134
0.184,0.256,0.256,0,0,0,0,0.524,0,0,0.0857
0.179,0.267,0.267,0,0,0,0,0.524,0,0,0.3
0.173,0.278,0.278,0,0,0,0,0.529,0,0,0.3
0.0491,0.267,0.267,0,0,0,0,0.465,0,0,0.0857
0.0491,0.312,0.312,0,0,0,0,0.465,0,0,0
0.0491,0.345,0.345,0.233,0,0,0,0.465,0,0,0.257
0.17,0.356,0.356,0,0,0,0,0.539,0,0,0.0428
0.307,0.434,0.434,0.967,0,0,0,0.632,0,0,0
0.355,0.59,0.59,0,0,0,0,0.672,0,0,0
0.651,0.701,0.701,0,0,0,0,0.79,0,0,0.0428
0.827,0.745,0.745,0,0.767,0,0,0.745,0.64,0,0.171
0.927,0.79,0.79,0,0,0,0,0.701,0,0,0.343
