cooking_range,dishwasher,clothes_washer,clothes_dryer,hot_water_dishwasher,hot_water_clothes_washer,hot_water_fixtures
0,0,0,0,0,0.768,0.128
0,0,0,0,0,0.293,0.343
0.917,0,0,0,0,0,0.141
0.35,0,0,0,0,0,0.0428
0,0,0,0,0,0,0.214
0,0,0,0,0,0,0.0794
0,0,0,0,0,0,0.0732
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0.0428
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0.127
0,0,0,0,0,0,0.245
0,0,0,0,0,0,0.344
0,0,0,0,0,0,0.513
0,0,0,0,0,0,0.378
0,0,0,0,0,0,0.22
0,0,0,0,0,0,0.326
0,0,0,0,0,0,0.0988
0,0,0,0,0,0,0.0428
0.667,0,0,0,0,0,0.0428
0.35,0,0,0,0,0,0.0428
0,0,0,0,0,0,0.214
0,0,0,0,0,0,0.0428
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0.128
0,0,0,0,0,0,0.298
0,0,0,0,0,0,0
0,0,0,0,0,0,0.171
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0.082
0,0,0,0,0,0,0.281
0,0,0,0,0,0,0.178
0,0,0.638,0.0833,0,0.519,0.123
0,0,0,0.7,0,0.555,0.0428
0,0,0,0,0,0.74,0.0857
0,0,0,0,0,0.791,0.128
0,0,0,0,0,0,0.0428
0,0,0,0,0,0,0
0,0,0,0,0,0,0.0779
0,0,0,0,0,0,0.3
0,0,0,0,0,0,0
0,0.117,0,0,0.119,0,0.0857
0,0.667,0,0,0.603,0,0.503
0,0,0,0,0.424,0,0.434
0,0,0,0,0,0,0.413
0,0,0,0,0,0,0.0857
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0.0428
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0.158
0,0,0,0,0,0,0.187
0.25,0,0,0,0,0,0.203
0,0,0,0,0,0,0.0428
0,0.617,0,0,0.647,0,0.257
0,0.167,0,0,0.754,0,0.0857
0,0,0,0,0.606,0,0.0428
0,0,0,0,0,0,0.247
0,0,0,0,0,0,0.0582
0,0,0,0,0,0,0.0428
0,0,0.638,0.333,0,0.392,0.0428
0,0,0,0.717,0,0.513,0.171
0.917,0,0,0,0,0.643,0.0857
0.867,0,0,0,0,0.0788,0
0,0,0,0,0,0,0.128
0,0,0,0,0,0,0.246
0,0,0,0,0,0,0.225
0,0,0,0,0,0,0.246
0,0,0,0,0,0,0.0665
0,0,0,0,0,0,0
0,0,0,0,0,0,0.0857
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0.159
0,0,0,0,0,0,0.0675
0,0,0,0,0,0,0.186
0,0,0,0,0,0,0.0846
0,0,0,0,0,0,0.0428
0,0,0,0,0,0,0.428
0,0,0,0,0,0,0.0428
0,0,0,0,0,0,0.257
0,0,0,0,0,0,0.128
0,0,0,0,0,0,0.0428
0,0,0,0,0,0,0.0428
0,0,0,0,0,0,0.171
0.167,0,0,0,0,0,0.139
0.6,0,0,0,0,0,0.439
0,0,0,0,0,0,0.303
0,0,0,0,0,0,0.255
0,0,0,0,0,0,0.223
0,0,0,0,0,0,0
0,0,0,0,0,0,0.0651
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0.128
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0.783,0,0,0.672,0,0
0.5,0,0,0,0,0,0.0787
0,0,0,0,0,0,0.153
0,0,0,0,0,0,0.105
0,0,0,0,0,0,0
0,0.783,0,0,0.625,0,0
0,0,0,0,0.688,0,0.3
0.25,0,0.319,0.267,0.368,0.584,0
0,0,0,0.783,0,0.793,0.128
0,0,0,0,0,0.429,0.295
0,0,0,0,0,0,0.157
0,0,0,0,0,0,0.343
0,0,0,0,0,0,0.272
0,0,0,0,0,0,0.257
0,0,0.319,0.517,0,0.347,0.0853
0,0,0,0.267,0,0,0.0744
0,0,0,0,0,0,0.0756
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0.0428
0,0,0,0,0,0,0.0857
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0.291
0,0,0,0,0,0,0
0,0,0.638,0.0167,0,0.714,0.214
0,0,0,1,0,0.442,0
0,0,0,0.3,0,0.397,0.257
0,0,0,0,0,0.199,0
0,0,0,0,0,0.302,0
0,0,0,0,0,0.741,0
0,0,0,0,0,0.608,0
0,0,0,0,0,0.389,0.343
0,0,0,0,0,0.551,0.0857
0,0,0,0,0,0.548,0.257
0,0,0,0,0,0.101,0
0,0,0,0,0,0,0.0857
0,0,0,0,0,0,0
0,0,0,0,0,0,0.068
0,0,0,0,0,0,0
0,0,0,0,0,0,0.0732
0.25,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0.0784
0,0,0,0,0,0,0.133
0,0,0,0,0,0,0.491
0,0,0,0,0,0,0
0,0,0,0,0,0,0.0428
0,0,0,0,0,0,0.0857
0,0,0,0,0,0,0.0428
0,0,0,0,0,0,0
0,0,0,0,0,0,0.0428
0,0,0,0,0,0,0
0.417,0,0,0,0,0,0
0.0833,0,0,0,0,0,0.0857
0,0,0,0,0,0,0.171
0.167,0,0,0,0,0,0.0857
0.85,0,0.255,0,0,0.19,0.352
0.25,0,0.383,0.25,0,0,0.0857
0,0,0,0,0,0,0.0857
0,0,0,0,0,0,0.0857
0,0,0,0,0,0,0.128
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0.11
0,0,0,0,0,0,0.0708
0,0,0,0,0,0,0.0939
0,0,0,0,0,0,0.0901
0,0,0,0,0,0,0.39
0,0,0,0,0,0,0.254
0,0,0,0,0,0,0.171
0,0,0,0,0,0,0.503
0,0,0,0,0,0,0.3
0,0,0,0,0,0,0.0857
0,0,0,0,0,0,0.0428
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0.112
0,0,0,0,0,0,0
0,0,0,0,0,0,0.0857
0,0,0,0,0,0,0.214
0,0,0,0,0,0,0.257
0,0,0,0,0,0,0.0428
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0.917,0,0.574,0,0,0.0659,0
1,0,0.383,0.583,0,0.539,0
1,0,0,0.2,0,0.738,0.186
0.667,0,0,0,0,0.847,0.137
0,0,0,0,0,0.847,0.128
0,0,0,0,0,0,0.471
0,0,0,0,0,0,0.3
0,0,0,0,0,0,0.3
0,0,0,0,0,0,0.343
0,0,0,0,0,0,0
0.25,0,0,0,0,0,0
0,0,0,0,0,0,0.345
0,0,0,0,0,0,0.242
0,0,0,0,0,0,0.0266
0,0,0,0,0,0,0
0,0,0,0,0,0,0.0857
0,0,0,0,0,0,0.0428
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0.117,0,0,0.151,0,0.0428
0,0.933,0,0,0.793,0,0.0428
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0.128
0,0,0,0,0,0,0.0428
0.417,0,0,0,0,0,0.0857
0.0833,0,0,0,0,0,0.208
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0.917,0,0,0,0,0,0.385
0.1,0,0,0,0,0,0.0857
0,0,0,0,0,0,0.0428
0,0,0,0,0,0,0.554
0,0,0,0,0,0,0.128
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0.417,0,0,0,0,0,0
1,0,0.957,0.0833,0,0.416,0
0.117,0,0,0.433,0,0.199,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0.171
0.25,0,0,0,0,0,0.149
0,0,0.894,0,0,0.447,0.164
0,0,0.0638,0.783,0,0.743,0.077
0,0,0,0,0,0.495,0.107
0,0,0,0,0,0.786,0.0689
0,0,0,0,0,0.555,0
0,0,0,0,0,0.547,0.257
0.167,0,0,0,0,0.579,0.0428
0.0833,0.117,0,0,0.156,0,0.0428
0,0.667,0,0,0.572,0,0.128
0,0,0,0,0,0,0.0428
0.417,0,0,0,0,0,0.0428
1,0,0,0,0,0,0.0857
0.367,0,0,0,0,0,0.471
0.667,0,0,0,0,0,0.203
0.1,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0.128
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0.0901
0,0,0,0,0,0,0.138
0,0,0,0,0,0,0
0,0.55,0.17,0,0.486,0.0836,0
0,0.233,0.149,0.767,0,0.532,0
0.1,0,0,0.283,0,0.746,0.257
0.667,0,0,0,0,0.773,0.0428
0,0,0,0,0,0.611,0
0,0,0,0,0,0.424,0
0,0,0,0,0,0.347,0.3
0,0,0,0,0,0.646,0.128
0,0.55,0,0,0.462,0.45,0
0,0.233,0,0,0,0.362,0.171
0,0,0,0,0,0.709,0.214
0,0,0,0,0,0.518,0.0428
0,0,0,0,0,0,0.257
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0.3
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0.0551
0,0,0,0,0,0,0.23
0,0,0,0,0,0,0
0,0,0.638,0.267,0,0.357,0
0,0,0,0.783,0,0.502,0
0,0,0,0,0,0.437,0.128
0.6,0,0,0,0,0,0.3
0.417,0,0,0,0,0,0.171
0,0,0,0,0,0,0.171
0,0,0,0,0,0,0.171
0,0.05,0,0,0.136,0,0.337
0,0.733,0,0,0.484,0,0.481
0,0,0,0,0.25,0,0.25
0,0,0,0,0,0,0.591
0,0,0,0,0,0,0.0128
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0.132
0,0,0,0,0,0,0.0832
0,0,0,0,0,0,0.263
0,0,0,0,0,0,0.0809
0,0,0,0,0,0,0.0428
0,0,0,0,0,0,0.3
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0.0857
0,0,0,0,0,0,0.128
0,0,0,0,0,0,0.0428
0,0,0,0,0,0,0.0428
0,0,0,0,0,0,0.0857
0,0,0,0,0,0,0.3
0,0,0,0,0,0,0.332
0,0,0,0,0,0,0.0828
0,0,0,0,0,0,0.0763
0,0,0,0,0,0,0.171
0,0,0,0,0,0,0
0,0,0,0,0,0,0.171
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0.108
0,0,0,0,0,0,0.0968
0,0,0,0,0,0,0.268
0.167,0,0,0,0,0,0.253
1,0,0,0,0,0,0
0.617,0,0,0,0,0,0.165
0,0,0.894,0,0,0.481,0.296
0,0,0.0638,0.783,0,0.463,0.028
0,0,0,0,0,0.325,0.0857
0,0,0,0,0,0.712,0
0,0,0,0,0,0.138,0.0428
0,0,0,0,0,0,0
0.5,0,0,0,0,0,0.27
0,0,0,0,0,0,0.099
0,0,0,0,0,0,0.3
0,0,0,0,0,0,0.428
0,0,0,0,0,0,0.153
0,0,0,0,0,0,0.0857
0,0,0,0,0,0,0.0428
0,0,0,0,0,0,0.0857
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0.0428
0.417,0,0.255,0,0,0.125,0.0748
1,0,0.702,0.333,0,0.315,0.0653
1,0,0,0.45,0,0.529,0.239
0.133,0,0,0,0,0.5,0
0,0,0,0,0,0.524,0
0,0,0,0,0,0.362,0.0857
0,0,0,0,0,0.482,0
0,0,0,0,0,0.54,0.128
0,0,0,0,0,0.711,0.0857
0,0,0,0,0,0.81,0.128
0,0,0,0,0,0.531,0.0428
0.417,0,0,0,0,0,0
0.0833,0,0,0,0,0,0.171
0,0,0,0,0,0,0.0857
0,0,0,0,0,0,0.0428
0,0,0,0,0,0,0.128
0,0,0,0,0,0,0.0857
0,0,0,0,0,0,0.164
0,0,0,0,0,0,0.125
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0.0428
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0.417,0,0,0,0,0,0.077
0.85,0,0,0,0,0,0
0,0,0,0,0,0,0.171
0,0,0,0,0,0,0.171
0,0,0,0,0,0,0.214
0,0,0,0,0,0,0.0428
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0.667,0,0,0,0,0,0.328
0.1,0,0,0,0,0,0.255
0,0,0,0,0,0,0.128
0,0,0,0,0,0,0
0,0,0,0,0,0,0.0857
0.167,0,0,0,0,0,0.349
0.85,0,0,0,0,0,0.107
0,0,0,0,0,0,0.0428
0,0,0,0,0,0,0.0428
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0.126
0,0,0,0,0,0,0
0,0,0,0,0,0,0.0403
0,0,0,0,0,0,0.0857
0,0,0,0,0,0,0.171
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0.128
0,0,0,0,0,0,0.0857
0,0,0,0,0,0,0.257
0,0,0,0,0,0,0.214
0,0,0,0,0,0,0.0428
0,0,0,0,0,0,0.214
0,0,0,0,0,0,0
0.417,0,0,0,0,0,0
0.85,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0.0857
0,0,0,0,0,0,0.128
0,0,0,0,0,0,0
0,0,0,0,0,0,0.0857
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0.6,0,0,0,0,0,0
1,0,0,0,0,0,0
0.183,0,0,0,0,0,0.0428
0,0,0,0,0,0,0.0428
0,0,0,0,0,0,0.495
0,0,0,0,0,0,0.098
0,0,0,0,0,0,0.419
0,0,0,0,0,0,0.203
0,0,0,0,0,0,0.604
0,0,0,0,0,0,0.153
0,0,0,0,0,0,0.214
0.35,0,0.489,0,0,0.342,0.0428
1,0,0.468,0.517,0,0.259,0.171
0.183,0,0.809,0.267,0,0.365,0
0,0,0.149,0.517,0,0.256,0.171
0,0,0,0,0,0.752,0.0428
0,0,0,0,0,0,0.119
0,0,0,0,0,0,0.176
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0.0857
0,0,0,0,0,0,0.124
0,0,0,0,0,0,0
0,0,0,0,0,0,0.147
0,0,0,0,0,0,0
0,0,0,0,0,0,0.128
0,0,0,0,0,0,0
0,0,0,0,0,0,0.557
0,0,0,0,0,0,0.0857
0,0,0,0,0,0,0.3
0,0,0,0,0,0,0.171
0,0,0.17,0,0,0.0932,0.0428
0,0,0.149,0.767,0,0.195,0.171
0,0,0,0.283,0,0,0.228
0,0,0,0,0,0,0
0,0,0,0,0,0,0.0428
0,0,0,0,0,0,0.0428
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0.159
0.5,0,0,0,0,0,0.0653
0,0,0,0,0,0,0.156
0,0,0,0,0,0,0.32
0.5,0,0,0,0,0,0.304
0,0,0,0,0,0,0.128
0,0,0,0,0,0,0.0428
0,0,0,0,0,0,0.0946
0,0,0,0,0,0,0.0857
0,0,0,0,0,0,0.0428
0,0,0,0,0,0,0.0428
0,0,0,0,0,0,0.286
0.25,0,0,0,0,0,0
0,0,0,0,0,0,0.385
0,0,0,0,0,0,0
0,0,0,0,0,0,0.128
0,0,0.638,0.0833,0,0.466,0.0428
0,0,0,0.7,0,0,0
0,0,0,0,0,0,0.257
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0.0939
0.417,0,0,0,0,0,0.167
0.35,0,0,0,0,0,0.0139
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0.162
0,0,0,0,0,0,0.29
0,0,0,0,0,0,0.204
0,0,0,0,0,0,0.0428
0.417,0,0,0,0,0,0.0428
0.0833,0,0,0,0,0,0.128
0,0,0,0,0,0,0.343
0.25,0,0,0,0,0,0.214
0,0,0,0,0,0,0.0428
0,0.617,0,0,0.615,0,0.3
0,0.167,0,0,0.666,0,0.0428
0.417,0,0,0,0.117,0,0
0.6,0.617,0,0,0.62,0,0.0428
0,0.167,0,0,0.463,0,0.0428
0,0,0,0,0.496,0,0
0,0,0,0,0.713,0,0
0,0,0,0,0,0,0.0857
0,0,0,0,0,0,0
0,0,0,0,0,0,0.171
0,0,0,0,0,0,0
0,0,0,0,0,0,0.214
0.417,0,0,0,0,0,0.296
1,0,0,0,0,0,0.157
0.1,0,0,0,0,0,0.107
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0.0428
0,0,0,0,0,0,0
0,0,0,0,0,0,0.171
0,0.367,0,0,0.418,0,0.0857
0,0.417,0,0,0.273,0,0.0428
0.25,0,0,0,0,0,0.257
0,0,0,0,0,0,0
0,0,0,0,0,0,0.214
0,0,0,0,0,0,0
0,0,0,0,0,0,0.0857
0,0,0,0,0,0,0.0857
0,0,0,0,0,0,0
0,0,0,0,0.19,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0.171
0.717,0,0,0,0,0,0.203
0,0,0,0,0,0,0.239
0,0,0,0,0,0,0.217
0,0,0.936,0,0,0.482,0.3
0,0,0,0.517,0,0.524,0.171
0,0,0,0,0,0.0884,0.343
0,0,0,0,0,0,0
0,0,0,0,0,0,0.0857
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0.717,0,0,0,0,0,0.0857
1,0,0,0,0,0,0.0857
0.967,0.667,0,0,0.48,0,0.0857
0,0.1,0,0,0.652,0,0.0857
0,0,0,0,0.28,0,0.128
0,0,0,0,0,0,0.0857
0,0,0,0,0,0,0.156
0,0,0,0,0,0,0.171
0,0,0,0,0,0,0
0,0,0,0,0,0,0.0857
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0.282
0,0,0,0,0,0,0.192
0,0,0,0,0,0,0.112
0,0,0,0,0,0,0.3
0,0,0,0,0,0,0.0857
0,0,0,0,0,0,0.0428
0.467,0,0,0,0,0,0.0857
0.0167,0.767,0,0,0.789,0,0
0,0,0,0,0.1,0,0
0,0,0,0,0,0,0.175
0,0,0,0,0,0,0.0857
0,0,0,0,0,0,0.0857
0.717,0,0,0,0,0,0.237
0,0,0,0,0,0,0.302
0,0,0,0,0,0,0.046
0,0,0,0,0,0,0.358
0,0,0,0,0,0,0.548
0,0,0,0,0,0,0
0,0,0,0,0,0,0.49
0,0,0,0,0,0,0.104
0,0,0,0,0,0,0.129
0,0,0,0,0,0,0.362
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0.171
0,0,0,0,0,0,0.199
0,0,0,0,0,0,0.134
0,0,0,0,0,0,0.127
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0.75,0.106,0,0.706,0.037,0.187
0.55,0.267,0.511,0.483,0.139,0.278,0.321
0.167,0,0,0.55,0,0,0.0428
0.05,0,0,0,0,0,0.257
0.183,0.5,0,0,0.63,0,0
0,0.267,0.106,0,0.295,0.106,0.128
0,1,0.511,0.483,0.47,0.78,0.214
0,0.0167,0,0.283,0.441,0,0
0,0,0,0,0,0,0.214
0,0.75,0,0,0.674,0,0
0,0.267,0,0,0.445,0,0
0,0,0,0,0.518,0,0
0,0,0,0,0.396,0,0.132
0,0,0,0,0,0,0.0744
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0.182
0,0,0,0,0,0,0.0694
0,0,0,0,0,0,0.154
0,0,0,0,0,0,0.062
0,0,0,0,0,0,0.3
0.55,0,0.298,0,0,0.14,0.171
0.667,0,0,0.767,0,0.527,0
0,0,0,0,0,0.519,0
0,0,0,0,0,0.259,0
0,0,0,0,0,0,0.0857
0,0,0,0,0,0,0.0428
0,0,0,0,0,0,0.385
0,0,0,0,0,0,0.214
0,0,0,0,0,0,0.0428
0,0,0,0,0,0,0
0,0,0.298,0,0,0.371,0
0,0,0,0.983,0,0.482,0.0857
0,0,0,0.05,0.166,0.404,0
0,0,0,0,0,0.666,0.257
0,0,0,0,0,0.76,0.0428
0,0,0,0,0,0.391,0
0,0,0,0,0,0.596,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0.0428
0.717,0,0,0,0,0,0.0857
0.983,0,0,0,0,0,0.0428
0,0,0,0,0,0,0
0,0.767,0,0,0.45,0,0.228
0,0,0,0,0,0,0.375
0,0,0,0,0,0,0.561
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0.617,0,0,0.291,0.128
0,0,0,0.767,0,0.672,0.171
0.467,0,0,0,0,0.207,0
0.25,0,0,0,0,0,0
0,0,0,0,0,0,0.3
0,0,0,0,0,0,0
0,0.667,0,0,0.555,0,0
0,0.1,0,0,0.866,0,0.128
0,0,0,0,0,0,0.128
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0.171
0,0,0,0,0,0,0.298
0,0,0,0,0,0,0.0857
0,0,0,0,0,0,0
0,0,0,0,0,0,0.164
0,0,0.936,0.15,0,0.691,0.171
0,0,0,0.883,0,0.773,0
0,0,0,0,0,0.539,0.0428
0,0,0,0,0,0.674,0
0,0,0,0,0,0.429,0.0428
0,0,0,0,0,0.463,0.0428
0,0,0,0,0,0.428,0.0428
0,0.417,0,0,0.396,0.529,0.128
0,0.6,0,0,0.757,0.49,0.0428
0,0,0,0,0.489,0.921,0.128
0,0,0,0,0.603,0.0836,0.0857
0,0,0,0,0.531,0,0.0857
0,0,0,0,0.764,0,0.0428
0,0,0,0,0.16,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0.233,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0.201
0.217,0,0,0,0,0,0.155
0.5,0,0,0,0,0,0.465
0,0.767,0,0,0.718,0,0.171
0,0,0,0,0,0,0.0857
0.217,0,0,0,0,0,0.0857
1,0.167,0,0,0.276,0,0.0428
0.233,0.85,0,0,0.59,0,0
0,0,0,0,0.421,0,0.0857
0,0,0,0,0.647,0,0.0428
0.233,0,0,0,0,0,0
0,0,0.298,0.517,0,0.328,0.171
0,0,0,0,0,0.633,0.214
0,0,0,0,0,0.418,0.128
0,0,0,0,0,0.886,0.128
0,0,0,0,0,0.307,0.118
0,0,0,0,0,0,0
0,0,0,0,0,0,0.0917
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0.182
0,0,0,0,0,0,0
0.217,0,0,0,0,0,0
0.267,0,0,0,0,0,0.0428
0,0,0,0,0,0,0.0857
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0.0428
0,0,0,0,0,0,0.128
0,0,0,0,0,0,0.171
0,0,0,0,0,0,0.128
0,0,0,0,0,0,0.257
0.967,0,0,0,0,0,0.208
1,0,0,0,0,0,0.26
0.467,0,0,0,0,0,0.0529
0,0,0,0,0,0,0.138
0,0,0,0,0,0,0.359
0,0,0,0,0,0,0.559
0,0,0,0,0,0,0.128
0,0,0,0,0,0,0.128
0,0,0,0,0,0,0
0,0,0,0,0,0,0.0428
0,0,0,0,0,0,0.0428
0.467,0,0,0,0,0,0
0.5,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0.167,0,0,0.282,0,0
0,0.6,0,0,0.696,0,0.249
0,0,0,0,0.458,0,0.195
0,0,0,0,0.679,0,0
0,0,0,0,0.194,0,0.271
0,0,0,0,0,0,0.0857
0,0,0,0,0,0,0
0,0.417,0,0,0.328,0,0
0.233,0.35,0,0,0.301,0,0.171
0,0,0,0,0,0,0.0857
0,0,0,0,0,0,0.0428
0,0,0,0,0,0,0.171
0.483,0,0,0,0,0,0.206
0,0,0,0,0,0,0.128
0,0,0,0,0,0,0.423
0,0,0,0,0,0,0.257
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0.483,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0.134
0.05,0,0,0,0,0,0.192
0.917,0,0,0,0,0,0
0,0,0,0,0,0,0.0826
0,0,0,0,0,0,0.208
0,0,0,0,0,0,0.316
0,0,0,0,0,0,0.285
0,0,0,0,0,0,0.0428
0.05,0,0,0,0,0,0.428
0.433,0,0,0,0,0,0.0428
0,0,0,0,0,0,0.171
0,0,0,0,0,0,0.0857
0,0,0,0,0,0,0.0428
0,0,0,0,0,0,0.223
0,0,0,0,0,0,0.176
0,0,0,0,0,0,0.136
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0.0686
0.3,0,0,0,0,0,0.0739
0.917,0,0,0,0,0,0
0.233,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0.0428
0,0,0,0,0,0,0.0428
0,0,0,0,0,0,0.39
0.483,0,0,0,0,0,0.379
0,0,0,0,0,0,0.459
0,0,0,0,0,0,0.223
0,0,0,0,0,0,0.0428
0,0,0,0,0,0,0.128
0,0,0.106,0,0,0.0273,0
0,0,0.83,0.233,0,0.317,0.128
0,0,0,0.283,0,0.519,0.0857
0,0,0,0,0,0.838,0
0,0,0,0,0,0.346,0.171
0,0,0,0,0,0,0.286
0,0,0,0,0,0,0.0794
0,0,0,0,0,0,0.225
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0.0428
0.717,0.417,0,0,0.387,0,0
0.25,0.35,0,0,0.153,0,0.152
0,0,0,0,0,0,0.251
0,0,0,0,0,0,0.254
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0.469
0,0,0,0,0,0,0.132
0.217,0,0,0,0,0,0.0857
0.0167,0,0,0,0,0,0.214
0,0,0,0,0,0,0.0857
0,0,0,0,0,0,0
0,0,0,0,0,0,0.171
0,0.667,0,0,0.538,0,0.0677
