occupants,lighting_interior,lighting_garage,cooking_range,dishwasher,clothes_washer,clothes_dryer,ceiling_fan,plug_loads_other,plug_loads_tv,hot_water_dishwasher,hot_water_clothes_washer,hot_water_fixtures
0.333,0.322,0.322,0,0,0,0,0.419,0.635,0.635,0,0,0.0686
0.667,0.683,0.683,0,0,0,0,0.673,0.817,0.817,0,0,0.137
0.667,0.641,0.641,0,0,0,0,0.711,0.78,0.78,0,0,0.137
0.667,0.509,0.509,0,0.0167,0,0,0.748,0.742,0.742,0.537,0,0.0343
0.667,0.39,0.39,0,1,0,0,0.729,0.717,0.717,0,0,0.507
0.667,0.346,0.346,0,0.333,0,0,0.636,0.655,0.655,0,0,0.17
1,0.247,0.247,0,0,0,0,0.699,0.674,0.674,0,0,0
1,0.0491,0.0491,0,0,0,0,0.258,0.465,0.465,0,0,0
1,0.0491,0.0491,0,0,0,0,0.258,0.465,0.465,0,0,0
1,0.0491,0.0491,0,0,0,0,0.344,0.51,0.51,0,0,0
1,0.0491,0.0491,0,0,0,0,0.34,0.504,0.504,0,0,0.206
1,0.0491,0.0491,0,0,0,0,0.258,0.465,0.465,0,0,0
1,0.0491,0.0491,0,0,0,0,0.258,0.465,0.465,0,0,0
1,0.15,0.15,0,0,0,0,0.372,0.541,0.541,0,0,0.364
1,0.313,0.313,0.117,0,0,0,0.524,0.68,0.68,0,0,0.122
1,0.332,0.332,0.65,0,0,0,0.403,0.692,0.692,0,0,0
1,0.341,0.341,0,0,0,0,0.3,0.692,0.692,0,0,0
1,0.332,0.332,0,0,0,0,0.31,0.692,0.692,0,0,0.135
0.667,0.319,0.319,0,0,0,0,0.319,0.705,0.705,0,0,0.153
1,0.441,0.441,0,0,0,0,0.336,0.843,0.843,0,0,0.238
0.667,0.308,0.308,0,0,0,0,0.347,0.717,0.717,0,0,0
0.667,0.183,0.183,0.117,0,0,0,0.316,0.585,0.585,0,0,0
0.333,0.0491,0.0491,0.65,0,0,0,0.258,0.465,0.465,0,0,0.171
0.667,0.457,0.457,0.867,0,0,0,0.449,0.755,0.755,0,0,0.137
0.667,0.595,0.595,1,0,0,0,0.58,0.805,0.805,0,0,0.0686
0.667,0.683,0.683,1,0,0,0,0.673,0.817,0.817,0,0,0.171
0.667,0.641,0.641,0.233,0,0,0,0.711,0.78,0.78,0,0,0.103
1,0.738,0.738,0,0,0,0,0.993,0.88,0.88,0,0,0.0686
1,0.39,0.39,0,0,0,0,0.729,0.717,0.717,0,0,0.206
1,0.198,0.198,0,0,0,0,0.447,0.56,0.56,0,0,0
1,0.0491,0.0491,0,0,0,0,0.258,0.465,0.465,0,0,0.0343
1,0.0491,0.0491,0,0,0,0,0.258,0.465,0.465,0,0,0
1,0.0491,0.0491,0,0,0,0,0.258,0.465,0.465,0,0,0.103
1,0.0491,0.0491,0,0,0,0,0.258,0.465,0.465,0,0,0
1,0.0491,0.0491,0,0,0,0,0.258,0.465,0.465,0,0,0
1,0.0509,0.0509,0,0,0,0,0.326,0.51,0.51,0,0,0
1,0.0827,0.0827,0,0,0,0,0.34,0.516,0.516,0,0,0.169
1,0.251,0.251,0.117,0,0,0,0.487,0.617,0.617,0,0,0.334
1,0.445,0.445,0.517,0,0,0,0.657,0.787,0.787,0,0,0.106
0.333,0.19,0.19,0.917,0,0,0,0.33,0.579,0.579,0,0,0.254
0.333,0.195,0.195,0,0,0,0,0.279,0.579,0.579,0,0,0
0.333,0.19,0.19,0,0,0,0,0.284,0.579,0.579,0,0,0.0343
0.667,0.184,0.184,0,0,0,0,0.288,0.585,0.585,0,0,0.206
0.667,0.18,0.18,0,0,0.483,0.183,0.284,0.591,0.591,0,0.262,0.103
1,0.308,0.308,0,0,0,0.633,0.347,0.717,0.717,0,0.66,0
0.667,0.317,0.317,0,0,0,0,0.375,0.705,0.705,0,0.543,0
0.667,0.36,0.36,0,0,0,0,0.384,0.73,0.73,0,0.321,0.0686
0.667,0.457,0.457,0,0,0,0,0.449,0.755,0.755,0,0.53,0.103
0.667,0.595,0.595,0,0,0,0,0.58,0.805,0.805,0,0.355,0.0686
0.667,0.683,0.683,0,0,0,0,0.673,0.817,0.817,0,0,0.0686
0.667,0.641,0.641,0,0,0,0,0.711,0.78,0.78,0,0,0.24
0.667,0.509,0.509,0,0,0,0,0.748,0.742,0.742,0,0,0.0686
1,0.39,0.39,0,0,0,0,0.729,0.717,0.717,0,0,0
1,0.346,0.346,0,0,0,0,0.636,0.655,0.655,0,0,0.241
0.667,0.115,0.115,0,0,0,0,0.405,0.535,0.535,0,0,0.103
0.667,0.0491,0.0491,0,0,0,0,0.258,0.465,0.465,0,0,0
0.667,0.0491,0.0491,0,0,0,0,0.258,0.465,0.465,0,0,0
0.667,0.0491,0.0491,0,0,0,0,0.258,0.465,0.465,0,0,0.188
1,0.0491,0.0491,0.517,0,0,0,0.34,0.504,0.504,0,0,0
1,0.0491,0.0491,0,0,0,0,0.258,0.465,0.465,0,0,0.076
1,0.0827,0.0827,0.367,0,0,0,0.34,0.516,0.516,0,0,0.0891
1,0.251,0.251,0.15,0,0,0,0.487,0.617,0.617,0,0,0.196
0.667,0.181,0.181,0,0,0,0,0.391,0.572,0.572,0,0,0.182
0.667,0.332,0.332,0,0,0,0,0.403,0.692,0.692,0,0,0
0.333,0.195,0.195,0,0,0,0,0.279,0.579,0.579,0,0,0.103
0.333,0.19,0.19,0,0,0,0,0.284,0.579,0.579,0,0,0.0686
0.333,0.184,0.184,0.617,0,0,0,0.288,0.585,0.585,0,0,0
0.333,0.18,0.18,0.417,0,0,0,0.284,0.591,0.591,0,0,0
0.667,0.308,0.308,0,0,0,0,0.347,0.717,0.717,0,0,0.206
0.667,0.317,0.317,0,0,0,0,0.375,0.705,0.705,0,0,0.0686
0.667,0.36,0.36,0,0,0,0,0.384,0.73,0.73,0,0,0.253
0.667,0.457,0.457,0,0,0,0,0.449,0.755,0.755,0,0,0.312
0.333,0.322,0.322,0,0,0,0,0.419,0.635,0.635,0,0,0.311
0.333,0.366,0.366,0,0,0,0,0.465,0.641,0.641,0,0,0.203
1,0.937,0.937,0,0,0,0,0.937,0.937,0.937,0,0,0.149
1,0.738,0.738,0,0,0,0,0.993,0.88,0.88,0,0,0.258
0.667,0.39,0.39,0,0,0,0,0.729,0.717,0.717,0,0,0.288
0.667,0.198,0.198,0,0,0,0,0.447,0.56,0.56,0,0,0.309
0.667,0.115,0.115,0,0,0,0,0.405,0.535,0.535,0,0,0.179
1,0.0737,0.0737,0,0,0,0,0.358,0.529,0.529,0,0,0.115
1,0.0573,0.0573,0,0,0,0,0.344,0.516,0.516,0,0,0.0344
1,0.0491,0.0491,0,0,0,0,0.344,0.51,0.51,0,0,0.223
1,0.0491,0.0491,0,0,0,0,0.34,0.504,0.504,0,0,0.0548
1,0.0491,0.0491,0,0,0,0,0.258,0.465,0.465,0,0,0
1,0.0491,0.0491,0,0,0,0,0.258,0.465,0.465,0,0,0.0343
1,0.0491,0.0491,0,0,0,0,0.258,0.465,0.465,0,0,0.103
1,0.0491,0.0491,0,0,0,0,0.258,0.465,0.465,0,0,0.278
0.667,0.332,0.332,0,0,0,0,0.403,0.692,0.692,0,0,0.319
0.667,0.341,0.341,0,0,0,0,0.3,0.692,0.692,0,0,0.0708
0,0.0491,0.0491,0,0,0,0,0.258,0.465,0.465,0,0,0
0,0.0491,0.0491,0,0,0,0,0.258,0.465,0.465,0,0,0
0,0.0491,0.0491,0,0,0,0,0.258,0.465,0.465,0,0,0.103
0,0.0491,0.0491,0,0,0,0,0.258,0.465,0.465,0,0,0.171
0,0.0491,0.0491,0,0,0,0,0.258,0.465,0.465,0,0,0
0.333,0.205,0.205,0,0,0,0,0.321,0.597,0.597,0.175,0,0
0.333,0.253,0.253,0,0.267,0,0,0.354,0.61,0.61,0.395,0,0
0.667,0.595,0.595,0.767,1,0,0,0.58,0.805,0.805,0,0,0
0.667,0.683,0.683,0,0.0833,0,0,0.673,0.817,0.817,0,0,0
0.667,0.641,0.641,0,0,0,0,0.711,0.78,0.78,0,0,0
0.667,0.509,0.509,0,0,0,0,0.748,0.742,0.742,0,0,0.343
0.667,0.219,0.219,0,0,0,0,0.493,0.591,0.591,0,0,0
0.667,0.0491,0.0491,0,0,0,0,0.258,0.465,0.465,0,0,0.221
1,0.115,0.115,0,0,0,0,0.405,0.535,0.535,0,0,0.0343
1,0.0737,0.0737,0,0,0,0,0.358,0.529,0.529,0,0,0
1,0.0491,0.0491,0,0,0,0,0.258,0.465,0.465,0,0,0
1,0.0491,0.0491,0,0,0,0,0.258,0.465,0.465,0,0,0
1,0.0491,0.0491,0,0,0,0,0.258,0.465,0.465,0,0,0
1,0.0491,0.0491,0,0,0,0,0.258,0.465,0.465,0,0,0.0343
1,0.0491,0.0491,0,0,0,0,0.258,0.465,0.465,0,0,0
1,0.0491,0.0491,0,0,0,0,0.258,0.465,0.465,0,0,0
1,0.313,0.313,0,0,0,0,0.524,0.68,0.68,0,0,0.284
0.667,0.19,0.19,0,0,0,0,0.33,0.579,0.579,0,0,0.0307
0.333,0.0491,0.0491,0,0,0,0,0.258,0.465,0.465,0,0,0.0898
0.667,0.332,0.332,0,0,0,0,0.31,0.692,0.692,0,0,0.142
0.333,0.184,0.184,0,0,0,0,0.288,0.585,0.585,0,0,0.137
0.333,0.18,0.18,0,0,0,0,0.284,0.591,0.591,0,0,0
0.333,0.179,0.179,0,0,0,0,0.302,0.591,0.591,0,0,0
0.333,0.183,0.183,0,0,0,0,0.316,0.585,0.585,0,0,0
0.333,0.205,0.205,0,0,0,0,0.321,0.597,0.597,0,0,0.0343
0.333,0.253,0.253,0,0,0,0,0.354,0.61,0.61,0,0,0
0.333,0.322,0.322,0,0.0167,0,0,0.419,0.635,0.635,0.735,0,0.206
0.333,0.366,0.366,0.517,1,0,0,0.465,0.641,0.641,0.196,0,0.0686
0.667,0.641,0.641,0,0.333,0,0,0.711,0.78,0.78,0,0,0.206
0.667,0.509,0.509,0,0,0,0,0.748,0.742,0.742,0,0,0.103
0.667,0.219,0.219,0,0,0,0,0.493,0.591,0.591,0,0,0.11
0.667,0.198,0.198,0,0,0,0,0.447,0.56,0.56,0,0,0.266
1,0.115,0.115,0,0,0,0,0.405,0.535,0.535,0,0,0.0686
1,0.0491,0.0491,0,0,0,0,0.258,0.465,0.465,0,0,0
1,0.0491,0.0491,0,0,0,0,0.258,0.465,0.465,0,0,0
1,0.0491,0.0491,0,0,0,0,0.258,0.465,0.465,0,0,0
1,0.0491,0.0491,0,0,0,0,0.258,0.465,0.465,0,0,0
1,0.0491,0.0491,0,0,0,0,0.258,0.465,0.465,0,0,0
1,0.0491,0.0491,0,0,0,0,0.258,0.465,0.465,0,0,0.237
1,0.15,0.15,0,0,0,0,0.372,0.541,0.541,0,0,0.26
1,0.313,0.313,0,0,0,0,0.524,0.68,0.68,0,0,0.215
0.667,0.19,0.19,0.367,0,0,0,0.33,0.579,0.579,0,0,0
0.667,0.341,0.341,0.783,0,0,0,0.3,0.692,0.692,0,0,0.0686
0.667,0.332,0.332,0.133,0,0,0,0.31,0.692,0.692,0,0,0.171
0.667,0.319,0.319,0,0,0.35,0,0.319,0.705,0.705,0,0.0999,0.0343
0.667,0.311,0.311,0,0,0.367,0.7,0.31,0.717,0.717,0,0.0839,0
1,0.308,0.308,0,0,0,1,0.347,0.717,0.717,0,0,0.241
1,0.45,0.45,0.117,0,0,0.467,0.433,0.824,0.824,0,0,0.242
0.667,0.36,0.36,0.4,0,0,0,0.384,0.73,0.73,0,0,0.0686
0.667,0.457,0.457,0,0,0,0,0.449,0.755,0.755,0,0,0.0686
0.333,0.322,0.322,0,0,0,0,0.419,0.635,0.635,0,0,0.0343
0.333,0.366,0.366,0,0,0,0,0.465,0.641,0.641,0,0,0.0343
0.333,0.345,0.345,0,0,0,0,0.484,0.622,0.622,0,0,0.274
0.333,0.279,0.279,0,0,0,0,0.503,0.604,0.604,0,0,0
0.667,0.39,0.39,0,0,0,0,0.729,0.717,0.717,0,0,0
1,0.495,0.495,0,0,0,0,0.825,0.749,0.749,0,0,0.0343
1,0.0491,0.0491,0,0,0,0,0.258,0.465,0.465,0,0,0
1,0.0491,0.0491,0,0,0,0,0.258,0.465,0.465,0,0,0
1,0.0491,0.0491,0,0,0,0,0.258,0.465,0.465,0,0,0.137
1,0.0491,0.0491,0,0,0,0,0.258,0.465,0.465,0,0,0
1,0.0491,0.0491,0,0,0,0,0.258,0.465,0.465,0,0,0
1,0.0491,0.0491,0,0,0,0,0.258,0.465,0.465,0,0,0
1,0.0491,0.0491,0,0,0,0,0.258,0.465,0.465,0,0,0.0536
1,0.251,0.251,0.517,0,0,0,0.487,0.617,0.617,0,0,0.118
1,0.313,0.313,0,0,0,0,0.524,0.68,0.68,0,0,0.25
1,0.332,0.332,0,0,0,0,0.403,0.692,0.692,0,0,0.122
1,0.341,0.341,0,0,0,0,0.3,0.692,0.692,0.282,0,0.293
1,0.332,0.332,0,0.517,0,0,0.31,0.692,0.692,0.609,0,0.394
1,0.319,0.319,0.517,0.833,0,0,0.319,0.705,0.705,0.579,0,0.103
1,0.311,0.311,0,0,0,0,0.31,0.717,0.717,0.407,0,0
0.667,0.179,0.179,0,0,0,0,0.302,0.591,0.591,0,0,0
0,0.0491,0.0491,0,0,0,0,0.258,0.465,0.465,0,0,0.103
0,0.0491,0.0491,0,0,0,0,0.258,0.465,0.465,0,0,0.0343
0.333,0.253,0.253,0,0,0.1,0,0.354,0.61,0.61,0,0,0.24
0.333,0.0491,0.0491,0,0,0.617,0.45,0.258,0.465,0.465,0,0.437,0.0686
0.667,0.366,0.366,0,0,0,0.633,0.465,0.641,0.641,0,0.0709,0
0.667,0.345,0.345,0,0,0,0,0.484,0.622,0.622,0,0,0.0343
0.667,0.279,0.279,0,0,0,0,0.503,0.604,0.604,0,0,0.193
0.667,0.0491,0.0491,0.117,0,0,0,0.258,0.465,0.465,0,0,0.137
0.667,0.0491,0.0491,0.133,0,0,0,0.258,0.465,0.465,0,0,0.0343
1,0.0491,0.0491,0,0,0,0,0.258,0.465,0.465,0,0,0.171
1,0.0491,0.0491,0,0,0,0,0.258,0.465,0.465,0,0,0.137
1,0.0491,0.0491,0,0,0,0,0.258,0.465,0.465,0,0,0
1,0.0491,0.0491,0,0,0,0,0.258,0.465,0.465,0,0,0
1,0.0491,0.0491,0,0,0,0,0.258,0.465,0.465,0,0,0
1,0.0491,0.0491,0,0,0,0,0.258,0.465,0.465,0,0,0
1,0.0491,0.0491,0,0,0,0,0.258,0.465,0.465,0,0,0
1,0.0491,0.0491,0,0,0,0,0.258,0.465,0.465,0,0,0
0.667,0.181,0.181,0,0,0,0,0.391,0.572,0.572,0.258,0,0
0.667,0.332,0.332,0,0.517,0,0,0.403,0.692,0.692,0.539,0,0.0558
0.667,0.341,0.341,0,1,0,0,0.3,0.692,0.692,0,0,0.328
0.667,0.332,0.332,0,0.1,0,0,0.31,0.692,0.692,0,0,0.33
0.667,0.319,0.319,0.517,0,0,0,0.319,0.705,0.705,0,0,0.126
0.667,0.311,0.311,0.367,0,0,0,0.31,0.717,0.717,0,0,0.206
0.667,0.308,0.308,0.667,0,0,0,0.347,0.717,0.717,0,0,0.171
0.667,0.317,0.317,0,0,0,0,0.375,0.705,0.705,0,0,0.171
0.667,0.36,0.36,0,0,0,0,0.384,0.73,0.73,0,0,0.0343
0.667,0.457,0.457,0,0,0,0,0.449,0.755,0.755,0,0,0.274
0.667,0.595,0.595,0,0,0,0,0.58,0.805,0.805,0.161,0,0.0343
0.667,0.683,0.683,0,0.267,0,0,0.673,0.817,0.817,0.849,0,0.424
0.667,0.641,0.641,0,1,0,0,0.711,0.78,0.78,0,0,0.331
0.667,0.509,0.509,0.367,0.0833,0,0,0.748,0.742,0.742,0,0,0.378
0.667,0.219,0.219,0.15,0,0,0,0.493,0.591,0.591,0,0,0
1,0.0491,0.0491,0,0,0,0,0.258,0.465,0.465,0,0,0.0686
1,0.0491,0.0491,0,0,0,0,0.258,0.465,0.465,0,0,0.0686
1,0.0491,0.0491,0,0,0,0,0.258,0.465,0.465,0,0,0
1,0.0491,0.0491,0,0,0,0,0.258,0.465,0.465,0,0,0
1,0.0491,0.0491,0,0,0,0,0.258,0.465,0.465,0,0,0
1,0.0491,0.0491,0,0,0,0,0.258,0.465,0.465,0,0,0
0.667,0.0491,0.0491,0,0,0,0,0.258,0.465,0.465,0,0,0
0.667,0.0491,0.0491,0,0,0,0,0.258,0.465,0.465,0,0,0
0.667,0.0491,0.0491,0,0,0.35,0,0.258,0.465,0.465,0,0.129,0
0.667,0.313,0.313,0.367,0,0.133,0.933,0.524,0.68,0.68,0,0.446,0
0.667,0.332,0.332,0.15,0,0,0.15,0.403,0.692,0.692,0.256,0.452,0
0.667,0.341,0.341,0,0.517,0,0,0.3,0.692,0.692,0.796,0,0
0.667,0.332,0.332,0,0.833,0,0,0.31,0.692,0.692,0.633,0,0
0.667,0.319,0.319,0.367,0,0,0,0.319,0.705,0.705,0.575,0,0.0686
0.667,0.311,0.311,0.4,0,0,0,0.31,0.717,0.717,0.0947,0,0.274
0.667,0.308,0.308,0,0,0,0,0.347,0.717,0.717,0,0,0.274
0.667,0.317,0.317,0,0,0,0,0.375,0.705,0.705,0,0,0.0686
0.667,0.36,0.36,0,0,0,0,0.384,0.73,0.73,0,0,0
0.667,0.457,0.457,0,0,0,0,0.449,0.755,0.755,0,0,0.103
0.333,0.322,0.322,0,0,0,0,0.419,0.635,0.635,0,0,0.0686
0.333,0.366,0.366,0,0,0,0,0.465,0.641,0.641,0,0,0.0686
1,0.641,0.641,0,0,0,0,0.711,0.78,0.78,0,0,0.149
1,0.738,0.738,0,0,0,0,0.993,0.88,0.88,0,0,0.103
1,0.39,0.39,0,0,0,0,0.729,0.717,0.717,0,0,0.103
1,0.198,0.198,0,0,0,0,0.447,0.56,0.56,0,0,0
1,0.115,0.115,0,0,0,0,0.405,0.535,0.535,0,0,0.466
1,0.0491,0.0491,0,0,0,0,0.258,0.465,0.465,0,0,0
1,0.0491,0.0491,0,0,0,0,0.258,0.465,0.465,0,0,0
1,0.0491,0.0491,0,0,0,0,0.258,0.465,0.465,0,0,0
1,0.0491,0.0491,0,0,0,0,0.258,0.465,0.465,0,0,0
1,0.0491,0.0491,0,0,0,0,0.258,0.465,0.465,0,0,0
1,0.0491,0.0491,0,0,0,0,0.258,0.465,0.465,0,0,0
1,0.0491,0.0491,0,0,0,0,0.258,0.465,0.465,0,0,0.135
1,0.181,0.181,0,0,0,0,0.391,0.572,0.572,0,0,0.062
1,0.19,0.19,0,0,0,0,0.33,0.579,0.579,0,0,0
0.667,0.0491,0.0491,0,0,0,0,0.258,0.465,0.465,0.281,0,0
1,0.473,0.473,0,0.517,0,0,0.336,0.806,0.806,0.591,0,0
1,0.455,0.455,0,0.833,0,0,0.35,0.824,0.824,0.533,0,0.074
0.667,0.311,0.311,0,0,0,0,0.31,0.717,0.717,0,0,0.0343
0.667,0.308,0.308,0,0,0,0,0.347,0.717,0.717,0,0,0
0.667,0.317,0.317,0,0,0,0,0.375,0.705,0.705,0,0,0.171
0.667,0.36,0.36,0,0,0,0,0.384,0.73,0.73,0,0,0.206
0.667,0.457,0.457,0.25,0,0,0,0.449,0.755,0.755,0,0,0.343
0.667,0.595,0.595,0,0,0,0,0.58,0.805,0.805,0,0,0.0686
0.667,0.683,0.683,0,0,0,0,0.673,0.817,0.817,0,0,0.0686
0.667,0.641,0.641,0,0,0,0,0.711,0.78,0.78,0,0,0.103
0.667,0.509,0.509,0,0,0,0,0.748,0.742,0.742,0,0,0.222
0.667,0.39,0.39,0,0,0,0,0.729,0.717,0.717,0,0,0.224
0.667,0.346,0.346,0,0,0,0,0.636,0.655,0.655,0,0,0.122
0.667,0.115,0.115,0,0,0,0,0.405,0.535,0.535,0,0,0
0.667,0.0737,0.0737,0,0,0,0,0.358,0.529,0.529,0,0,0
1,0.0655,0.0655,0,0,0,0,0.431,0.567,0.567,0,0,0.103
1,0.0491,0.0491,0,0,0,0,0.344,0.51,0.51,0,0,0
1,0.0491,0.0491,0,0,0,0,0.34,0.504,0.504,0,0,0
1,0.0491,0.0491,0,0,0,0,0.258,0.465,0.465,0,0,0
1,0.0491,0.0491,0,0,0,0,0.258,0.465,0.465,0,0,0
1,0.0491,0.0491,0,0,0,0,0.258,0.465,0.465,0,0,0
1,0.181,0.181,0,0,0,0,0.391,0.572,0.572,0,0,0.153
1,0.19,0.19,0,0,0,0,0.33,0.579,0.579,0,0,0.335
0.667,0.341,0.341,0,0,0,0,0.3,0.692,0.692,0,0,0.167
0.333,0.19,0.19,0,0,0,0,0.284,0.579,0.579,0,0,0.0755
0,0.0491,0.0491,0,0,0,0,0.258,0.465,0.465,0,0,0
0,0.0491,0.0491,0,0,0,0,0.258,0.465,0.465,0,0,0.103
0,0.0491,0.0491,0.367,0,0,0,0.258,0.465,0.465,0,0,0.171
0.667,0.183,0.183,0.15,0,0,0,0.316,0.585,0.585,0,0,0.0343
1,0.36,0.36,0.367,0,0,0,0.384,0.73,0.73,0,0,0
1,0.457,0.457,0.15,0,0,0,0.449,0.755,0.755,0,0,0
1,0.595,0.595,0,0,0,0,0.58,0.805,0.805,0,0,0
1,0.683,0.683,0,0,0,0,0.673,0.817,0.817,0,0,0.343
1,0.641,0.641,0,0,0,0,0.711,0.78,0.78,0,0,0.24
1,0.509,0.509,0,0,0,0,0.748,0.742,0.742,0,0,0.0686
1,0.39,0.39,0,0,0,0,0.729,0.717,0.717,0,0,0.0686
1,0.0491,0.0491,0,0,0,0,0.258,0.465,0.465,0,0,0.0686
1,0.0491,0.0491,0,0,0,0,0.258,0.465,0.465,0,0,0.137
1,0.0491,0.0491,0,0,0,0,0.258,0.465,0.465,0,0,0
1,0.0491,0.0491,0,0,0,0,0.258,0.465,0.465,0,0,0.0343
1,0.0491,0.0491,0,0,0,0,0.258,0.465,0.465,0,0,0
1,0.0491,0.0491,0,0,0,0,0.258,0.465,0.465,0,0,0
1,0.0491,0.0491,0,0,0,0,0.258,0.465,0.465,0,0,0.209
0.667,0.0491,0.0491,0,0,0,0,0.258,0.465,0.465,0,0,0
0.667,0.0491,0.0491,0,0,0,0,0.258,0.465,0.465,0,0,0
0.667,0.0491,0.0491,0,0,0,0,0.258,0.465,0.465,0,0,0
0.667,0.19,0.19,0,0,0,0,0.33,0.579,0.579,0.472,0,0.216
0.333,0.195,0.195,0,0.767,0,0,0.279,0.579,0.579,0.0842,0,0.0576
0.333,0.19,0.19,0,0.3,0,0,0.284,0.579,0.579,0,0,0
0.333,0.184,0.184,0,0,0,0,0.288,0.585,0.585,0,0,0
0.333,0.18,0.18,0,0,0,0,0.284,0.591,0.591,0.318,0,0.0686
0.333,0.179,0.179,0,0.517,0,0,0.302,0.591,0.591,0.395,0,0
0.333,0.183,0.183,0,0.833,0,0,0.316,0.585,0.585,0,0,0.171
0.333,0.205,0.205,0,0,0,0,0.321,0.597,0.597,0,0,0.171
0.333,0.253,0.253,0,0,0,0,0.354,0.61,0.61,0,0,0.103
0,0.0491,0.0491,0,0,0,0,0.258,0.465,0.465,0,0,0.0343
0.333,0.366,0.366,0,0,0,0,0.465,0.641,0.641,0,0,0.171
0.333,0.345,0.345,0,0,0,0,0.484,0.622,0.622,0,0,0.137
0.667,0.509,0.509,0,0,0,0,0.748,0.742,0.742,0,0,0.196
1,0.219,0.219,0,0,0,0,0.493,0.591,0.591,0,0,0.103
1,0.198,0.198,0,0,0,0,0.447,0.56,0.56,0,0,0.0343
1,0.115,0.115,0,0,0,0,0.405,0.535,0.535,0,0,0
1,0.0491,0.0491,0,0,0,0,0.258,0.465,0.465,0,0,0
1,0.0491,0.0491,0,0,0,0,0.258,0.465,0.465,0,0,0
1,0.0491,0.0491,0,0,0,0,0.258,0.465,0.465,0,0,0
1,0.0491,0.0491,0,0,0,0,0.258,0.465,0.465,0,0,0
1,0.0491,0.0491,0,0,0,0,0.258,0.465,0.465,0,0,0
1,0.0491,0.0491,0,0,0,0,0.258,0.465,0.465,0,0,0.249
1,0.15,0.15,0,0,0,0,0.372,0.541,0.541,0,0,0.0726
0.667,0.0491,0.0491,0,0,0,0,0.258,0.465,0.465,0,0,0.108
0.667,0.332,0.332,0,0,0,0,0.403,0.692,0.692,0.435,0,0.154
