heating_setpoint,cooling_setpoint,lighting_interior,lighting_exterior,lighting_garage,cooking_range,dishwasher,clothes_washer,clothes_dryer,plug_loads_other,hot_water_dishwasher,hot_water_clothes_washer,hot_water_fixtures
68,78,0.0489,0.699,0.699,0,0,0,0,0.465,0,0,0
68,78,0.0489,0.559,0.559,0,0,0,0,0.465,0,0,0
68,78,0.0489,0.517,0.517,0,0,0,0,0.465,0,0,0
68,78,0.0489,0.517,0.517,0,0,0,0,0.465,0,0,0
71,76,0.0489,0.503,0.503,0,0,0,0,0.465,0,0,0
71,76,0.0507,0.461,0.461,0,0,0,0,0.51,0,0,0.239
65,80,0.0823,0.503,0.503,0,0,0,0,0.516,0,0,0.0889
65,80,0.25,0.601,0.601,0.217,0,0,0,0.617,0,0,0.168
65,80,0.443,0.657,0.657,0.817,0,0,0,0.787,0,0,0.0915
65,80,0.471,0.475,0.475,0,0,0,0,0.806,0,0,0.0808
68,78,0.484,0.322,0.322,0,0,0,0,0.806,0,0,0.213
68,78,0.19,0.336,0.336,0,0,0,0,0.579,0,0,0.243
68,78,0.184,0.35,0.35,0,0,0,0,0.585,0,0,0.381
68,78,0.179,0.336,0.336,0,0,0,0,0.591,0,0,0.384
68,78,0.178,0.392,0.392,0,0,0,0,0.591,0,0,0.193
68,78,0.179,0.433,0.433,0,0,0,0,0.585,0,0,0.0428
68,78,0.186,0.447,0.447,0.467,0,0,0,0.597,0,0,0.0857
68,78,0.533,0.545,0.545,1,0,0,0,0.899,0,0,0.0857
68,78,0.694,0.741,0.741,0.0833,0,0,0,0.974,0,0,0.0857
68,78,0.616,0.881,0.881,0.217,0,0,0,0.817,0,0,0.128
68,78,1,0.937,0.937,0.0333,0,0,0,0.937,0,0,0.466
68,78,0.902,0.993,0.993,0,0,0,0,0.88,0,0,0.3
68,78,0.697,0.965,0.965,0,0,0,0,0.843,0,0,0.134
68,78,0.416,0.825,0.825,0,0,0,0,0.655,0,0,0.102
68,78,0.18,0.699,0.699,0,0,0,0,0.605,0,0,0.207
68,78,0.0489,0.559,0.559,0,0,0,0,0.465,0,0,0
68,78,0.0489,0.517,0.517,0,0,0,0,0.465,0,0,0
68,78,0.0489,0.517,0.517,0,0,0,0,0.465,0,0,0
71,76,0.0489,0.503,0.503,0,0,0,0,0.465,0,0,0
71,76,0.0507,0.461,0.461,0.767,0,0,0,0.51,0,0,0.0851
65,80,0.0489,0.503,0.503,0,0,0,0,0.465,0,0,0
65,80,0.0489,0.601,0.601,0,0,0,0,0.465,0,0,0.0937
65,80,0.18,0.657,0.657,0,0,0,0,0.572,0,0,0.212
65,80,0.19,0.475,0.475,0,0,0,0,0.579,0,0,0.0675
68,78,0.0489,0.322,0.322,0,0,0,0,0.465,0,0,0
68,78,0.0489,0.336,0.336,0,0,0,0,0.465,0,0,0.214
68,78,0.0489,0.35,0.35,0,0,0,0,0.465,0,0,0.0428
68,78,0.179,0.336,0.336,0,0,0,0,0.591,0,0,0
68,78,0.178,0.392,0.392,0,0,0,0,0.591,0,0,0
68,78,0.179,0.433,0.433,0,0,0,0,0.585,0,0,0
68,78,0.186,0.447,0.447,0,0,0,0,0.597,0,0,0.214
68,78,0.372,0.545,0.545,0.967,0,0,0,0.755,0,0,0
68,78,0.694,0.741,0.741,0.583,0,0,0,0.974,0,0,0
68,78,0.899,0.881,0.881,0,0,0,0,0.993,0,0,0.3
68,78,0.683,0.937,0.937,0,0,0,0,0.78,0,0,0.0428
68,78,0.902,0.993,0.993,0,0,0,0,0.88,0,0,0.352
68,78,0.697,0.965,0.965,0,0,0,0,0.843,0,0,0.257
68,78,0.232,0.825,0.825,0,0,0,0,0.56,0,0,0.248
68,78,0.0489,0.699,0.699,0,0,0,0,0.465,0,0,0
68,78,0.0489,0.559,0.559,0,0,0,0,0.465,0,0,0
68,78,0.0489,0.517,0.517,0,0,0,0,0.465,0,0,0
68,78,0.0489,0.517,0.517,0,0,0,0,0.465,0,0,0
71,76,0.0489,0.503,0.503,0,0,0,0,0.465,0,0,0
71,76,0.0507,0.461,0.461,0,0,0,0,0.51,0,0,0.216
65,80,0.0823,0.503,0.503,0.25,0,0,0,0.516,0,0,0.174
65,80,0.25,0.601,0.601,0,0,0,0,0.617,0,0,0.0598
65,80,0.312,0.657,0.657,0.967,0,0,0,0.68,0,0,0.246
65,80,0.33,0.475,0.475,0.0667,0.667,0,0,0.692,0.482,0,0.156
68,78,0.484,0.322,0.322,0,0.4,0,0,0.806,0.258,0,0.205
68,78,0.471,0.336,0.336,0,0,0,0,0.806,0,0,0.279
68,78,0.453,0.35,0.35,0,0,0,0,0.824,0,0,0.794
68,78,0.44,0.336,0.336,0,0,0,0,0.843,0,0,0
68,78,0.178,0.392,0.392,0,0,0,0,0.591,0,0,0
68,78,0.179,0.433,0.433,0,0,0,0,0.585,0,0,0
68,78,0.186,0.447,0.447,0,0.417,0,0,0.597,0.48,0,0.0428
68,78,0.372,0.545,0.545,0.217,0.383,0,0,0.755,0.539,0,0.171
68,78,0.479,0.741,0.741,0.55,0.167,0,0,0.805,0.26,0,0.0857
68,78,0.899,0.881,0.881,0,0.9,0,0,0.993,0.328,0,0.401
68,78,0.366,0.937,0.937,0,0.417,0,0,0.622,0.297,0,0.171
68,78,0.617,0.993,0.993,0,0.383,0,0,0.742,0.466,0,0.0428
68,78,0.265,0.965,0.965,0,0,0,0,0.591,0,0,0.214
68,78,0.232,0.825,0.825,0,0,0,0,0.56,0,0,0
68,78,0.115,0.699,0.699,0,0,0,0,0.535,0,0,0.3
68,78,0.0734,0.559,0.559,0,0,0,0,0.529,0,0,0.214
68,78,0.0571,0.517,0.517,0,0,0,0,0.516,0,0,0
68,78,0.0489,0.517,0.517,0,0,0,0,0.465,0,0,0
68,78,0.0489,0.503,0.503,0,0,0,0,0.465,0,0,0
68,78,0.0489,0.461,0.461,0,0,0,0,0.465,0,0,0.0857
68,78,0.0489,0.503,0.503,0,0,0,0,0.465,0,0,0
68,78,0.0489,0.601,0.601,0,0,0,0,0.465,0,0,0
68,78,0.0489,0.657,0.657,0,0,0,0,0.465,0,0,0
68,78,0.19,0.475,0.475,0,0,0,0,0.579,0,0,0.139
68,78,0.194,0.322,0.322,0,0,0,0,0.579,0,0,0.0994
68,78,0.33,0.336,0.336,0,0,0,0,0.692,0,0,0.195
68,78,0.318,0.35,0.35,0,0,0,0,0.705,0,0,0.304
68,78,0.309,0.336,0.336,0,0,0,0,0.717,0,0,0.167
68,78,0.178,0.392,0.392,0,0,0,0,0.591,0,0,0
68,78,0.179,0.433,0.433,0,0,0,0,0.585,0,0,0.128
68,78,0.186,0.447,0.447,0.717,0,0,0,0.597,0,0,0.128
68,78,0.372,0.545,0.545,1,0,0,0,0.755,0,0,0.171
68,78,0.479,0.741,0.741,0.0833,0,0,0,0.805,0,0,0
68,78,0.899,0.881,0.881,0,0,0,0,0.993,0,0,0.214
68,78,1,0.937,0.937,0,0,0,0,0.937,0,0,0.214
68,78,0.902,0.993,0.993,0,0,0,0,0.88,0,0,0.0857
68,78,0.481,0.965,0.965,0,0,0,0,0.717,0,0,0.0857
68,78,0.416,0.825,0.825,0,0,0,0,0.655,0,0,0.0428
68,78,0.115,0.699,0.699,0,0,0,0,0.535,0,0,0
68,78,0.0734,0.559,0.559,0,0,0,0,0.529,0,0,0.232
68,78,0.0489,0.517,0.517,0,0,0,0,0.465,0,0,0
68,78,0.0489,0.517,0.517,0,0,0,0,0.465,0,0,0
68,78,0.0489,0.503,0.503,0,0,0,0,0.465,0,0,0
68,78,0.0489,0.461,0.461,0,0,0,0,0.465,0,0,0
68,78,0.0489,0.503,0.503,0,0,0,0,0.465,0,0,0
68,78,0.149,0.601,0.601,0,0,0,0,0.541,0,0,0
68,78,0.18,0.657,0.657,0,0,0,0,0.572,0,0,0.0818
68,78,0.19,0.475,0.475,0,0,0,0,0.579,0,0,0.145
68,78,0.339,0.322,0.322,0,0,0,0,0.692,0,0,0
68,78,0.19,0.336,0.336,0,0,0,0,0.579,0,0,0
68,78,0.184,0.35,0.35,0,0,0,0,0.585,0,0,0.214
68,78,0.179,0.336,0.336,0,0,0,0,0.591,0,0,0.0428
68,78,0.178,0.392,0.392,0.25,0,0,0,0.591,0,0,0.257
68,78,0.439,0.433,0.433,0,0,0,0,0.824,0,0,0.0857
68,78,0.323,0.447,0.447,0,0,0,0,0.73,0,0,0.257
68,78,0.372,0.545,0.545,0,0,0,0,0.755,0,0,0.128
68,78,0.694,0.741,0.741,0,0,0,0,0.974,0,0,0.128
68,78,0.616,0.881,0.881,0,0,0,0,0.817,0,0,0
68,78,0.683,0.937,0.937,0,0,0,0,0.78,0,0,0.128
68,78,0.902,0.993,0.993,0,0,0,0,0.88,0,0,0.0428
68,78,0.697,0.965,0.965,0,0,0,0,0.843,0,0,0.202
68,78,0.599,0.825,0.825,0,0,0,0,0.749,0,0,0
68,78,0.18,0.699,0.699,0,0,0,0,0.605,0,0,0.0428
68,78,0.0489,0.559,0.559,0,0,0,0,0.465,0,0,0
68,78,0.0489,0.517,0.517,0,0,0,0,0.465,0,0,0
68,78,0.0489,0.517,0.517,0,0,0,0,0.465,0,0,0
71,76,0.0489,0.503,0.503,0,0,0,0,0.465,0,0,0
71,76,0.0489,0.461,0.461,0,0,0,0,0.465,0,0,0
65,80,0.0489,0.503,0.503,0.217,0,0,0,0.465,0,0,0
65,80,0.35,0.601,0.601,0.55,0,0,0,0.693,0,0,0
65,80,0.312,0.657,0.657,0.717,0,0,0,0.68,0,0,0
65,80,0.19,0.475,0.475,0.05,0,0,0,0.579,0,0,0
68,78,0.194,0.322,0.322,0,0,0,0,0.579,0,0,0.0857
68,78,0.19,0.336,0.336,0,0,0,0,0.579,0,0,0.343
68,78,0.184,0.35,0.35,0,0,0,0,0.585,0,0,0.257
68,78,0.179,0.336,0.336,0,0,0,0,0.591,0,0,0.0428
68,78,0.178,0.392,0.392,0,0,0,0,0.591,0,0,0.128
68,78,0.179,0.433,0.433,0,0,0,0,0.585,0,0,0.0428
68,78,0.323,0.447,0.447,0.717,0,0,0,0.73,0,0,0.246
68,78,0.372,0.545,0.545,0.05,0,0,0,0.755,0,0,0.128
68,78,0.479,0.741,0.741,0.717,0,0,0,0.805,0,0,0.268
68,78,0.616,0.881,0.881,0.567,0,0,0,0.817,0,0,0.0428
68,78,1,0.937,0.937,0,0,0,0,0.937,0,0,0.128
68,78,0.902,0.993,0.993,0,0,0,0,0.88,0,0,0
68,78,0.481,0.965,0.965,0,0,0,0,0.717,0,0,0
68,78,0.232,0.825,0.825,0,0,0,0,0.56,0,0,0
68,78,0.115,0.699,0.699,0,0,0,0,0.535,0,0,0.284
68,78,0.0734,0.559,0.559,0,0,0,0,0.529,0,0,0
68,78,0.0489,0.517,0.517,0,0,0,0,0.465,0,0,0
68,78,0.0489,0.517,0.517,0,0,0,0,0.465,0,0,0
71,76,0.0489,0.503,0.503,0,0,0,0,0.465,0,0,0
71,76,0.0507,0.461,0.461,0,0,0,0,0.51,0,0,0.0856
65,80,0.0823,0.503,0.503,0,0,0,0,0.516,0,0,0.191
65,80,0.25,0.601,0.601,0.517,0,0,0,0.617,0,0,0.0837
65,80,0.18,0.657,0.657,0.217,0,0,0,0.572,0,0,0.128
65,80,0.19,0.475,0.475,0.3,0,0,0,0.579,0,0,0.0428
68,78,0.194,0.322,0.322,0,0,0.319,0,0.579,0,0.105,0.0857
68,78,0.19,0.336,0.336,0,0,0.298,0.267,0.579,0,0.501,0.0857
68,78,0.184,0.35,0.35,0,0,0,0,0.585,0,0.455,0.128
68,78,0.179,0.336,0.336,0,0,0,0,0.591,0,0.499,0.128
68,78,0.178,0.392,0.392,0,0,0,0,0.591,0,0.54,0
68,78,0.179,0.433,0.433,0,0,0,0,0.585,0,0.534,0.0857
68,78,0.186,0.447,0.447,0,0,0,0,0.597,0,0.447,0
68,78,0.372,0.545,0.545,0,0,0,0,0.755,0,0.57,0.214
68,78,0.479,0.741,0.741,0,0,0,0,0.805,0,0.552,0.171
68,78,0.616,0.881,0.881,0,0,0,0,0.817,0,0.278,0.0428
68,78,1,0.937,0.937,0,0,0,0,0.937,0,0.447,0
68,78,0.902,0.993,0.993,0,0,0,0,0.88,0,0.706,0.101
68,78,0.697,0.965,0.965,0,0,0,0,0.843,0,0.253,0.0857
68,78,0.232,0.825,0.825,0,0,0,0,0.56,0,0,0.128
68,78,0.115,0.699,0.699,0,0,0,0,0.535,0,0,0
68,78,0.0734,0.559,0.559,0,0,0,0,0.529,0,0,0
68,78,0.0489,0.517,0.517,0,0,0,0,0.465,0,0,0
68,78,0.0489,0.517,0.517,0,0,0,0,0.465,0,0,0
71,76,0.0489,0.503,0.503,0,0,0,0,0.465,0,0,0
71,76,0.0489,0.461,0.461,0,0,0,0,0.465,0,0,0
65,80,0.0823,0.503,0.503,0,0,0,0,0.516,0,0,0
65,80,0.0489,0.601,0.601,0,0,0,0,0.465,0,0,0.072
65,80,0.0489,0.657,0.657,0,0,0,0,0.465,0,0,0
65,80,0.0489,0.475,0.475,0,0,0,0,0.465,0,0,0.128
68,78,0.194,0.322,0.322,0,0,0,0,0.579,0,0,0
68,78,0.19,0.336,0.336,0,0,0.915,0.167,0.579,0,0.51,0.0428
68,78,0.184,0.35,0.35,0,0,0,0.917,0.585,0,0.426,0
68,78,0.179,0.336,0.336,0.217,0,0,0,0.591,0,0.367,0
68,78,0.307,0.392,0.392,0.3,0,0,0,0.717,0,0.332,0.0428
68,78,0.309,0.433,0.433,0,0,0,0,0.705,0,0.581,0
68,78,0.186,0.447,0.447,0,0,0,0,0.597,0,0.143,0.214
68,78,0.21,0.545,0.545,0,0,0,0,0.61,0,0,0.0428
68,78,0.479,0.741,0.741,0,0,0.298,0.65,0.805,0,0.455,0
68,78,0.899,0.881,0.881,0,0,0,0.167,0.993,0,0.915,0.0428
68,78,0.683,0.937,0.937,0,0,0,0,0.78,0,0.452,0.171
68,78,0.617,0.993,0.993,0,0,0,0,0.742,0,0.668,0.128
68,78,0.697,0.965,0.965,0,0,0,0,0.843,0,0.605,0.0857
68,78,0.416,0.825,0.825,0,0,0,0,0.655,0,0.54,0.128
68,78,0.18,0.699,0.699,0,0,0,0,0.605,0,0.161,0.3
68,78,0.0489,0.559,0.559,0,0,0,0,0.465,0,0,0
68,78,0.0489,0.517,0.517,0,0,0,0,0.465,0,0,0.0428
68,78,0.0489,0.517,0.517,0,0,0,0,0.465,0,0,0
71,76,0.0489,0.503,0.503,0,0,0,0,0.465,0,0,0
71,76,0.0489,0.461,0.461,0,0,0,0,0.465,0,0,0
65,80,0.0489,0.503,0.503,0,0,0,0,0.465,0,0,0
65,80,0.0489,0.601,0.601,0,0,0,0,0.465,0,0,0
65,80,0.0489,0.657,0.657,0,0,0,0,0.465,0,0,0
65,80,0.19,0.475,0.475,0,0,0,0,0.579,0,0,0.127
68,78,0.194,0.322,0.322,0,0,0,0,0.579,0,0,0.0598
68,78,0.0489,0.336,0.336,0,0,0,0,0.465,0,0,0
68,78,0.0489,0.35,0.35,0,0,0,0,0.465,0,0,0
68,78,0.0489,0.336,0.336,0,0,0,0,0.465,0,0,0.214
68,78,0.0489,0.392,0.392,0,0,0,0,0.465,0,0,0.0857
68,78,0.179,0.433,0.433,0.717,0,0,0,0.585,0,0,0
68,78,0.323,0.447,0.447,0.567,0,0,0,0.73,0,0,0
68,78,0.533,0.545,0.545,0,0,0,0,0.899,0,0,0
68,78,0.694,0.741,0.741,0,0,0,0,0.974,0,0,0.214
68,78,0.899,0.881,0.881,0.25,0,0,0,0.993,0,0,0.171
68,78,1,0.937,0.937,0,0,0,0,0.937,0,0,0.257
68,78,0.902,0.993,0.993,0,0,0,0,0.88,0,0,0.0857
68,78,0.481,0.965,0.965,0,0,0,0,0.717,0,0,0
68,78,0.232,0.825,0.825,0,0,0,0,0.56,0,0,0.0428
68,78,0.0489,0.699,0.699,0,0,0,0,0.465,0,0,0.0428
68,78,0.0489,0.559,0.559,0,0,0,0,0.465,0,0,0
68,78,0.0489,0.517,0.517,0,0,0,0,0.465,0,0,0
68,78,0.0489,0.517,0.517,0,0,0,0,0.465,0,0,0
71,76,0.0489,0.503,0.503,0,0,0,0,0.465,0,0,0
71,76,0.0489,0.461,0.461,0,0,0,0,0.465,0,0,0
65,80,0.0489,0.503,0.503,0.217,0,0,0,0.465,0,0,0
65,80,0.25,0.601,0.601,0.0333,0,0,0,0.617,0,0,0.203
65,80,0.18,0.657,0.657,0,0,0,0,0.572,0,0,0.118
65,80,0.0489,0.475,0.475,0,0,0,0,0.465,0,0,0
68,78,0.0489,0.322,0.322,0,0,0,0,0.465,0,0,0.0857
68,78,0.0489,0.336,0.336,0,0,0,0,0.465,0,0,0.0857
68,78,0.0489,0.35,0.35,0,0,0,0,0.465,0,0,0
68,78,0.0489,0.336,0.336,0,0,0,0,0.465,0,0,0
68,78,0.0489,0.392,0.392,0,0,0,0,0.465,0,0,0
68,78,0.0489,0.433,0.433,0,0,0,0,0.465,0,0,0
68,78,0.186,0.447,0.447,0,0,0.319,0,0.597,0,0.152,0
68,78,0.21,0.545,0.545,0,0,0.596,0.417,0.61,0,0.43,0
68,78,0.264,0.741,0.741,0.717,0,0,0.117,0.635,0,0.404,0
68,78,0.616,0.881,0.881,0.317,0,0,0,0.817,0,0,0.343
68,78,0.683,0.937,0.937,0,0,0,0,0.78,0,0,0.214
68,78,0.902,0.993,0.993,0.217,0,0,0,0.88,0,0,0.0428
68,78,0.697,0.965,0.965,0.0333,0,0,0,0.843,0,0,0.143
68,78,0.232,0.825,0.825,0,0,0,0,0.56,0,0,0.339
68,78,0.18,0.699,0.699,0,0,0,0,0.605,0,0,0.0863
68,78,0.0734,0.559,0.559,0,0,0,0,0.529,0,0,0
68,78,0.0489,0.517,0.517,0,0,0,0,0.465,0,0,0
68,78,0.0489,0.517,0.517,0,0,0,0,0.465,0,0,0
68,78,0.0489,0.503,0.503,0,0,0,0,0.465,0,0,0
68,78,0.0507,0.461,0.461,0,0,0,0,0.51,0,0,0
68,78,0.0823,0.503,0.503,0,0,0,0,0.516,0,0,0.0965
68,78,0.25,0.601,0.601,0,0,0,0,0.617,0,0,0
68,78,0.312,0.657,0.657,0,0,0,0,0.68,0,0,0.191
68,78,0.471,0.475,0.475,0.217,0.8,0,0,0.806,0.706,0,0.0428
68,78,0.339,0.322,0.322,0.3,0,0,0,0.692,0,0,0
68,78,0.33,0.336,0.336,0.217,0,0,0,0.692,0,0,0.257
68,78,0.318,0.35,0.35,0.3,0,0,0,0.705,0,0,0.0428
68,78,0.179,0.336,0.336,0,0,0,0,0.591,0,0,0.0428
68,78,0.178,0.392,0.392,0,0,0,0,0.591,0,0,0.128
68,78,0.179,0.433,0.433,0,0,0,0,0.585,0,0,0.0428
68,78,0.323,0.447,0.447,0,0,0.298,0.15,0.73,0,0.193,0
68,78,0.533,0.545,0.545,0,0,0,0.667,0.899,0,0.114,0.171
68,78,0.694,0.741,0.741,0,0,0,0,0.974,0,0,0.0428
68,78,0.616,0.881,0.881,0,0,0,0,0.817,0,0,0
68,78,0.683,0.937,0.937,0,0,0,0,0.78,0,0,0.0428
68,78,0.617,0.993,0.993,0,0,0,0,0.742,0,0,0.214
68,78,0.481,0.965,0.965,0,0,0,0,0.717,0,0,0.0594
68,78,0.232,0.825,0.825,0,0,0,0,0.56,0,0,0.0428
68,78,0.115,0.699,0.699,0,0,0,0,0.535,0,0,0
68,78,0.0734,0.559,0.559,0,0,0,0,0.529,0,0,0.3
68,78,0.0571,0.517,0.517,0,0,0,0,0.516,0,0,0
68,78,0.0489,0.517,0.517,0,0,0,0,0.465,0,0,0
68,78,0.0489,0.503,0.503,0,0,0,0,0.465,0,0,0.0428
68,78,0.0489,0.461,0.461,0,0,0,0,0.465,0,0,0
68,78,0.0489,0.503,0.503,0,0,0,0,0.465,0,0,0
68,78,0.149,0.601,0.601,0,0,0,0,0.541,0,0,0
68,78,0.18,0.657,0.657,0,0,0,0,0.572,0,0,0.0641
68,78,0.33,0.475,0.475,0,0,0,0,0.692,0,0,0.213
68,78,0.339,0.322,0.322,0,0,0,0,0.692,0,0,0.211
68,78,0.33,0.336,0.336,0,0,0,0,0.692,0,0,0.312
68,78,0.318,0.35,0.35,0,0,0,0,0.705,0,0,0.156
68,78,0.309,0.336,0.336,0,0,0,0,0.717,0,0,0.125
68,78,0.307,0.392,0.392,0,0,0,0,0.717,0,0,0.151
68,78,0.309,0.433,0.433,0,0,0,0,0.705,0,0,0.0857
68,78,0.323,0.447,0.447,0.717,0,0,0,0.73,0,0,0.0857
68,78,0.533,0.545,0.545,0.05,0,0,0,0.899,0,0,0.0428
68,78,0.694,0.741,0.741,0,0,0,0,0.974,0,0,0.171
68,78,0.616,0.881,0.881,0,0,0,0,0.817,0,0,0.3
68,78,0.683,0.937,0.937,0,0,0,0,0.78,0,0,0.0857
68,78,0.902,0.993,0.993,0,0,0,0,0.88,0,0,0.128
68,78,0.697,0.965,0.965,0,0,0,0,0.843,0,0,0.0428
68,78,0.416,0.825,0.825,0,0,0,0,0.655,0,0,0.171
68,78,0.115,0.699,0.699,0,0,0,0,0.535,0,0,0.0428
68,78,0.0489,0.559,0.559,0,0,0,0,0.465,0,0,0
68,78,0.0489,0.517,0.517,0,0,0,0,0.465,0,0,0
68,78,0.0489,0.517,0.517,0,0,0,0,0.465,0,0,0
71,76,0.0489,0.503,0.503,0,0,0,0,0.465,0,0,0
71,76,0.0507,0.461,0.461,0,0,0,0,0.51,0,0,0.0975
65,80,0.0489,0.503,0.503,0,0,0,0,0.465,0,0,0
65,80,0.149,0.601,0.601,0,0,0,0,0.541,0,0,0.348
65,80,0.18,0.657,0.657,0,0,0,0,0.572,0,0,0.214
65,80,0.19,0.475,0.475,0,0,0,0,0.579,0,0,0.171
68,78,0.194,0.322,0.322,0.967,0,0,0,0.579,0,0,0.214
68,78,0.19,0.336,0.336,0.317,0,0.319,0,0.579,0,0.249,0.0857
68,78,0.184,0.35,0.35,0,0,0.596,0.417,0.585,0,0.384,0.171
68,78,0.179,0.336,0.336,0,0,0,0.117,0.591,0,0.649,0.0428
68,78,0.178,0.392,0.392,0.217,0,0,0,0.591,0,0.346,0.171
68,78,0.179,0.433,0.433,0.0333,0,0,0,0.585,0,0,0.214
68,78,0.186,0.447,0.447,0,0,0,0,0.597,0,0,0
68,78,0.0489,0.545,0.545,0,0,0,0,0.465,0,0,0
68,78,0.0489,0.741,0.741,0,0,0,0,0.465,0,0,0
68,78,0.616,0.881,0.881,0,0.667,0,0,0.817,0.609,0,0.171
68,78,0.683,0.937,0.937,0,0.4,0,0,0.78,0.763,0,0.0857
68,78,0.617,0.993,0.993,0,0.667,0,0,0.742,0.516,0,0.128
68,78,0.265,0.965,0.965,0,0.133,0,0,0.591,0.366,0,0
68,78,0.232,0.825,0.825,0,0,0,0,0.56,0,0,0.0428
68,78,0.115,0.699,0.699,0,0,0,0,0.535,0,0,0
68,78,0.0978,0.559,0.559,0,0,0,0,0.592,0,0,0
68,78,0.0489,0.517,0.517,0,0,0,0,0.465,0,0,0
68,78,0.0489,0.517,0.517,0,0,0,0,0.465,0,0,0
71,76,0.0489,0.503,0.503,0,0,0,0,0.465,0,0,0
71,76,0.0489,0.461,0.461,0,0,0,0,0.465,0,0,0
65,80,0.0489,0.503,0.503,0,0,0,0,0.465,0,0,0
65,80,0.0489,0.601,0.601,0,0,0,0,0.465,0,0,0
65,80,0.312,0.657,0.657,0,0,0,0,0.68,0,0,0
65,80,0.19,0.475,0.475,0,0,0,0,0.579,0,0,0
68,78,0.194,0.322,0.322,0,0,0,0,0.579,0,0,0
68,78,0.19,0.336,0.336,0,0,0,0,0.579,0,0,0.171
68,78,0.184,0.35,0.35,0,0,0,0,0.585,0,0,0.0857
68,78,0.179,0.336,0.336,0,0,0,0,0.591,0,0,0.0857
68,78,0.178,0.392,0.392,0,0,0,0,0.591,0,0,0.0428
68,78,0.179,0.433,0.433,0,0,0,0,0.585,0,0,0.0428
68,78,0.186,0.447,0.447,0,0,0,0,0.597,0,0,0
68,78,0.21,0.545,0.545,0,0,0,0,0.61,0,0,0
