heating_setpoint,cooling_setpoint,lighting_interior,lighting_exterior,lighting_garage,cooking_range,dishwasher,clothes_washer,clothes_dryer,plug_loads_other,hot_water_dishwasher,hot_water_clothes_washer,hot_water_fixtures
68,78,0.844,0.768,0.768,0,0,0,0,0.671,0,0,0.128
68,78,0.521,0.656,0.656,0,0,0,0,0.596,0,0,0.27
68,78,0.18,0.556,0.556,0,0,0,0,0.513,0,0,0.136
68,78,0.0489,0.445,0.445,0,0,0,0,0.465,0,0,0.0794
68,78,0.0489,0.412,0.412,0,0,0,0,0.465,0,0,0
68,78,0.0489,0.412,0.412,0,0,0,0,0.465,0,0,0
68,78,0.0489,0.401,0.401,0,0,0,0,0.465,0,0,0
68,78,0.0489,0.367,0.367,0,0,0,0,0.465,0,0,0
68,78,0.0806,0.401,0.401,0,0,0,0,0.474,0,0,0.143
68,78,0.0489,0.478,0.478,0.967,0,0,0,0.465,0,0,0
68,78,0.175,0.523,0.523,0.467,0,0,0,0.519,0,0,0
68,78,0.314,0.378,0.378,0.0167,0,0,0,0.582,0,0,0
68,78,0.183,0.256,0.256,0,0,0,0,0.524,0,0,0
68,78,0.179,0.267,0.267,0,0,0,0,0.524,0,0,0.0857
68,78,0.173,0.278,0.278,0,0,0,0,0.529,0,0,0.234
68,78,0.288,0.267,0.267,0.217,0,0,0,0.602,0,0,0.255
68,78,0.286,0.312,0.312,0.267,0,0,0,0.602,0,0,0.636
68,78,0.286,0.345,0.345,0,0,0,0,0.592,0,0,0.282
68,78,0.291,0.356,0.356,0,0,0,0,0.612,0,0,0.0857
68,78,0.311,0.434,0.434,0,0,0,0,0.632,0,0,0.0857
68,78,0.523,0.59,0.59,0,0,0,0,0.775,0,0,0.0428
68,78,0.675,0.701,0.701,0,0,0.936,0,0.79,0,0.0512,0
68,78,0.847,0.745,0.745,0,0,0,0.517,0.745,0,0.518,0.214
68,78,0.925,0.79,0.79,0,0,0,0,0.701,0,0.65,0
68,78,0.844,0.768,0.768,0,0,0,0,0.671,0,0.644,0.171
68,78,0.363,0.656,0.656,0,0,0,0,0.553,0,0,0.0857
68,78,0.18,0.556,0.556,0,0,0,0,0.513,0,0,0.2
68,78,0.0978,0.445,0.445,0,0,0,0,0.503,0,0,0.225
68,78,0.0571,0.412,0.412,0,0,0,0,0.474,0,0,0
68,78,0.0489,0.412,0.412,0,0,0,0,0.465,0,0,0
71,76,0.0489,0.401,0.401,0,0,0,0,0.465,0,0,0
71,76,0.0504,0.367,0.367,0,0,0,0,0.469,0,0,0
65,80,0.0489,0.401,0.401,0,0,0,0,0.465,0,0,0.0428
65,80,0.145,0.478,0.478,0.717,0.417,0,0,0.494,0.409,0,0
65,80,0.302,0.523,0.523,0.25,0.35,0,0,0.572,0.161,0,0.152
65,80,0.181,0.378,0.378,0,0,0,0,0.524,0,0,0.251
68,78,0.183,0.256,0.256,0,0,0,0,0.524,0,0,0.254
68,78,0.179,0.267,0.267,0,0,0,0,0.524,0,0,0
68,78,0.173,0.278,0.278,0,0,0,0,0.529,0,0,0
68,78,0.169,0.267,0.267,0,0,0,0,0.534,0,0,0.469
68,78,0.167,0.312,0.312,0,0,0,0,0.534,0,0,0.132
68,78,0.168,0.345,0.345,0.217,0,0,0,0.529,0,0,0.0857
68,78,0.17,0.356,0.356,0.0167,0,0,0,0.539,0,0,0.214
68,78,0.18,0.434,0.434,0,0,0,0,0.549,0,0,0.0857
68,78,0.365,0.59,0.59,0,0,0,0,0.672,0,0,0
68,78,0.466,0.701,0.701,0,0,0,0,0.682,0,0,0.171
68,78,0.847,0.745,0.745,0,0.667,0,0,0.745,0.568,0,0.0677
68,78,0.925,0.79,0.79,0,0.35,0,0,0.701,0.28,0,0.0953
68,78,0.844,0.768,0.768,0,0,0,0,0.671,0,0,0
68,78,0.206,0.656,0.656,0,0,0,0,0.509,0,0,0.0428
68,78,0.115,0.556,0.556,0,0,0,0,0.489,0,0,0.0428
68,78,0.0489,0.445,0.445,0,0,0,0,0.465,0,0,0
68,78,0.0489,0.412,0.412,0,0,0,0,0.465,0,0,0
68,78,0.0489,0.412,0.412,0,0,0,0,0.465,0,0,0
71,76,0.0489,0.401,0.401,0,0,0,0,0.465,0,0,0
71,76,0.0489,0.367,0.367,0,0,0,0,0.465,0,0,0.251
65,80,0.0806,0.401,0.401,0,0,0,0,0.474,0,0,0.0548
65,80,0.338,0.478,0.478,0,0,0,0,0.551,0,0,0.43
65,80,0.302,0.523,0.523,0,0,0,0,0.572,0,0,0.0768
65,80,0.181,0.378,0.378,0,0.917,0,0,0.524,0.446,0,0.122
68,78,0.183,0.256,0.256,0,0.1,0,0,0.524,0.668,0,0.0857
68,78,0.179,0.267,0.267,0,0,0,0,0.524,0.527,0,0.0428
68,78,0.173,0.278,0.278,0,0,0,0,0.529,0.317,0,0.3
68,78,0.169,0.267,0.267,0,0,0,0,0.534,0,0,0.171
68,78,0.167,0.312,0.312,0.217,0,0,0,0.534,0,0,0.171
68,78,0.168,0.345,0.345,0.75,0,0,0,0.529,0,0,0.128
68,78,0.0489,0.356,0.356,0,0,0,0,0.465,0,0,0.0857
68,78,0.18,0.434,0.434,0,0,0,0,0.549,0,0,0.171
68,78,0.365,0.59,0.59,0,0,0,0,0.672,0,0,0.278
68,78,0.675,0.701,0.701,0,0.167,0,0,0.79,0.366,0,0.0629
68,78,0.847,0.745,0.745,0,0.6,0.617,0,0.745,0.276,0.392,0.0734
68,78,0.925,0.79,0.79,0,0,0,0.9,0.701,0,0.329,0.171
68,78,0.314,0.768,0.768,0,0,0,0.133,0.534,0,0.186,0.0428
68,78,0.206,0.656,0.656,0,0,0,0,0.509,0,0.296,0
68,78,0.0489,0.556,0.556,0,0,0,0,0.465,0,0,0
68,78,0.0489,0.445,0.445,0,0,0,0,0.465,0,0,0
68,78,0.0489,0.412,0.412,0,0,0,0,0.465,0,0,0
68,78,0.0489,0.412,0.412,0,0,0,0,0.465,0,0,0
71,76,0.0489,0.401,0.401,0,0,0,0,0.465,0,0,0
71,76,0.0489,0.367,0.367,0,0,0,0,0.465,0,0,0
65,80,0.0806,0.401,0.401,0,0,0,0,0.474,0,0,0.11
65,80,0.338,0.478,0.478,0,0,0,0,0.551,0,0,0.337
65,80,0.175,0.523,0.523,0,0,0,0,0.519,0,0,0
65,80,0.181,0.378,0.378,0,0,0,0,0.524,0,0,0.128
68,78,0.183,0.256,0.256,0,0,0,0,0.524,0,0,0.128
68,78,0.179,0.267,0.267,0.217,0,0,0,0.524,0,0,0.128
68,78,0.173,0.278,0.278,0.5,0,0,0,0.529,0,0,0.257
68,78,0.169,0.267,0.267,0,0.417,0,0,0.534,0.367,0,0.128
68,78,0.167,0.312,0.312,0,0.35,0.319,0,0.534,0.1,0.00878,0.0857
68,78,0.168,0.345,0.345,0,0,0.298,0.65,0.529,0,0.469,0
68,78,0.17,0.356,0.356,0,0,0,0.117,0.539,0,0.531,0.214
68,78,0.18,0.434,0.434,0,0,0,0,0.549,0,0,0.286
68,78,0.365,0.59,0.59,0,0,0,0,0.672,0,0,0
68,78,0.257,0.701,0.701,0,0.417,0,0,0.574,0.405,0,0
68,78,0.847,0.745,0.745,0,0.35,0,0,0.745,0.579,0,0.376
68,78,0.925,0.79,0.79,0,0,0.298,0,0.701,0.575,0.0805,0
68,78,0.844,0.768,0.768,0,0,0,0.767,0.671,0.453,0.518,0.325
68,78,0.363,0.656,0.656,0,0,0,0,0.553,0,0,0.0837
68,78,0.0489,0.556,0.556,0,0,0,0,0.465,0,0,0
68,78,0.0734,0.445,0.445,0,0,0,0,0.484,0,0,0.123
68,78,0.0571,0.412,0.412,0,0,0,0,0.474,0,0,0.0428
68,78,0.0489,0.412,0.412,0,0,0,0,0.465,0,0,0.3
71,76,0.0489,0.401,0.401,0,0,0,0,0.465,0,0,0
71,76,0.0489,0.367,0.367,0,0,0,0,0.465,0,0,0.0428
65,80,0.0489,0.401,0.401,0,0,0,0,0.465,0,0,0
65,80,0.145,0.478,0.478,0,0,0,0,0.494,0,0,0.163
65,80,0.175,0.523,0.523,0,0,0,0,0.519,0,0,0
65,80,0.181,0.378,0.378,0,0,0,0,0.524,0,0,0
68,78,0.183,0.256,0.256,0,0,0,0,0.524,0,0,0.0428
68,78,0.179,0.267,0.267,0,0,0,0,0.524,0,0,0.0857
68,78,0.173,0.278,0.278,0,0,0.617,0.4,0.529,0,0.382,0.343
68,78,0.288,0.267,0.267,0,0,0,0.367,0.602,0,0.578,0.0857
68,78,0.286,0.312,0.312,0,0,0,0,0.602,0,0.105,0
68,78,0.168,0.345,0.345,0,0,0,0,0.529,0,0,0.32
68,78,0.0489,0.356,0.356,0.483,0,0,0,0.465,0,0,0
68,78,0.18,0.434,0.434,0,0,0,0,0.549,0,0,0.0857
68,78,0.207,0.59,0.59,0.217,0,0,0,0.569,0,0,0.201
68,78,0.257,0.701,0.701,1,0,0,0,0.574,0,0,0.121
68,78,0.847,0.745,0.745,0,0,0,0,0.745,0,0,0.128
68,78,0.925,0.79,0.79,0,0,0,0,0.701,0,0,0.0428
68,78,0.579,0.768,0.768,0,0,0,0,0.602,0,0,0.0428
68,78,0.206,0.656,0.656,0,0,0,0,0.509,0,0,0
68,78,0.0489,0.556,0.556,0,0,0,0,0.465,0,0,0.0428
68,78,0.0489,0.445,0.445,0,0,0,0,0.465,0,0,0
68,78,0.0489,0.412,0.412,0,0,0,0,0.465,0,0,0
68,78,0.0489,0.412,0.412,0,0,0,0,0.465,0,0,0
71,76,0.0489,0.401,0.401,0,0,0,0,0.465,0,0,0
71,76,0.0489,0.367,0.367,0,0,0,0,0.465,0,0,0
65,80,0.0489,0.401,0.401,0,0,0,0,0.465,0,0,0
65,80,0.145,0.478,0.478,0,0,0,0,0.494,0,0,0.149
65,80,0.175,0.523,0.523,0.717,0,0,0,0.519,0,0,0.0832
65,80,0.0489,0.378,0.378,0.5,0,0,0,0.465,0,0,0
68,78,0.0489,0.256,0.256,0,0,0,0,0.465,0,0,0.0428
68,78,0.0489,0.267,0.267,0,0,0,0,0.465,0,0,0.0428
68,78,0.173,0.278,0.278,0,0,0,0,0.529,0,0,0
68,78,0.169,0.267,0.267,0,0,0,0,0.534,0,0,0
68,78,0.167,0.312,0.312,0,0,0,0,0.534,0,0,0
68,78,0.168,0.345,0.345,0,0,0,0,0.529,0,0,0.214
68,78,0.291,0.356,0.356,0,0,0,0,0.612,0,0,0.0857
68,78,0.0489,0.434,0.434,0,0.767,0,0,0.465,0.543,0,0.0857
68,78,0.207,0.59,0.59,0,0,0,0,0.569,0.527,0,0.0857
68,78,0.466,0.701,0.701,0,0,0,0,0.682,0,0,0.351
68,78,0.847,0.745,0.745,0,0,0,0,0.745,0,0,0.0857
68,78,0.925,0.79,0.79,0,0.167,0,0,0.701,0.211,0,0.214
68,78,0.579,0.768,0.768,0,0.85,0,0,0.602,0.726,0,0.0857
68,78,0.0489,0.656,0.656,0,0,0,0,0.465,0,0,0.171
68,78,0.0489,0.556,0.556,0,0,0,0,0.465,0,0,0.0428
68,78,0.0489,0.445,0.445,0,0,0,0,0.465,0,0,0
68,78,0.0489,0.412,0.412,0,0,0,0,0.465,0,0,0
68,78,0.0489,0.412,0.412,0,0,0,0,0.465,0,0,0
68,78,0.0489,0.401,0.401,0,0,0,0,0.465,0,0,0
68,78,0.0489,0.367,0.367,0,0,0,0,0.465,0,0,0
68,78,0.0489,0.401,0.401,0,0,0,0,0.465,0,0,0
68,78,0.0489,0.478,0.478,0,0,0,0,0.465,0,0,0
68,78,0.0489,0.523,0.523,0,0,0,0,0.465,0,0,0
68,78,0.181,0.378,0.378,0,0,0,0,0.524,0,0,0
68,78,0.183,0.256,0.256,0,0,0,0,0.524,0,0,0
68,78,0.179,0.267,0.267,0,0,0,0,0.524,0,0,0
68,78,0.173,0.278,0.278,0,0,0,0,0.529,0,0,0.0857
68,78,0.169,0.267,0.267,0,0,0,0,0.534,0,0,0.171
68,78,0.0489,0.312,0.312,0,0,0,0,0.465,0,0,0
68,78,0.168,0.345,0.345,0,0,0,0,0.529,0,0,0
68,78,0.291,0.356,0.356,0,0,0,0,0.612,0,0,0.257
68,78,0.311,0.434,0.434,0,0,0,0,0.632,0,0,0
68,78,0.365,0.59,0.59,0,0,0,0,0.672,0,0,0.318
68,78,0.466,0.701,0.701,0.217,0,0,0,0.682,0,0,0.399
68,78,0.847,0.745,0.745,0.267,0,0,0,0.745,0,0,0.3
68,78,0.925,0.79,0.79,0,0,0,0,0.701,0,0,0.0428
68,78,0.844,0.768,0.768,0,0,0,0,0.671,0,0,0
68,78,0.363,0.656,0.656,0,0,0,0,0.553,0,0,0
68,78,0.18,0.556,0.556,0,0,0,0,0.513,0,0,0
68,78,0.0489,0.445,0.445,0,0,0,0,0.465,0,0,0.128
68,78,0.0489,0.412,0.412,0,0,0,0,0.465,0,0,0.0857
68,78,0.0489,0.412,0.412,0,0,0,0,0.465,0,0,0.214
68,78,0.0489,0.401,0.401,0,0,0,0,0.465,0,0,0
68,78,0.0489,0.367,0.367,0,0,0,0,0.465,0,0,0
68,78,0.0489,0.401,0.401,0,0,0,0,0.465,0,0,0
68,78,0.0489,0.478,0.478,0,0,0,0,0.465,0,0,0
68,78,0.0489,0.523,0.523,0,0,0,0,0.465,0,0,0
68,78,0.0489,0.378,0.378,0,0,0,0,0.465,0,0,0
68,78,0.183,0.256,0.256,0.483,0,0,0,0.524,0,0,0
68,78,0.308,0.267,0.267,0,0.667,0,0,0.582,0.629,0,0
68,78,0.173,0.278,0.278,0,0.1,0,0,0.529,0.735,0,0
68,78,0.169,0.267,0.267,0,0,0,0,0.534,0.231,0,0.0428
68,78,0.286,0.312,0.312,0,0,0,0,0.602,0,0,0.3
68,78,0.168,0.345,0.345,0,0,0,0,0.529,0,0,0.0428
68,78,0.17,0.356,0.356,0,0,0,0,0.539,0,0,0.0428
68,78,0.311,0.434,0.434,0,0,0,0,0.632,0,0,0.0428
68,78,0.523,0.59,0.59,0,0,0,0,0.775,0,0,0.28
68,78,0.675,0.701,0.701,0.233,0,0,0,0.79,0,0,0.292
68,78,0.315,0.745,0.745,0,0,0,0,0.559,0,0,0.171
68,78,0.341,0.79,0.79,0,0,0,0,0.544,0,0,0.0857
68,78,0.579,0.768,0.768,0,0,0,0,0.602,0,0,0.0857
68,78,0.363,0.656,0.656,0,0,0,0,0.553,0,0,0.0857
68,78,0.115,0.556,0.556,0,0,0,0,0.489,0,0,0
68,78,0.0734,0.445,0.445,0,0,0,0,0.484,0,0,0.0428
68,78,0.0571,0.412,0.412,0,0,0,0,0.474,0,0,0.171
68,78,0.0489,0.412,0.412,0,0,0,0,0.465,0,0,0
71,76,0.0489,0.401,0.401,0,0,0,0,0.465,0,0,0
71,76,0.0489,0.367,0.367,0,0,0,0,0.465,0,0,0
65,80,0.0489,0.401,0.401,0,0,0,0,0.465,0,0,0
65,80,0.0489,0.478,0.478,0,0,0,0,0.465,0,0,0.11
65,80,0.175,0.523,0.523,0,0,0,0,0.519,0,0,0.237
65,80,0.314,0.378,0.378,0,0,0,0,0.582,0,0,0.205
68,78,0.183,0.256,0.256,0,0,0,0,0.524,0,0,0
68,78,0.0489,0.267,0.267,0,0,0,0,0.465,0,0,0
68,78,0.173,0.278,0.278,0,0,0,0,0.529,0,0,0.128
68,78,0.169,0.267,0.267,0.967,0,0,0,0.534,0,0,0.14
68,78,0.286,0.312,0.312,1,0,0,0,0.602,0,0,0
68,78,0.286,0.345,0.345,0.467,0,0,0,0.592,0,0,0.0857
68,78,0.291,0.356,0.356,0,0,0,0,0.612,0,0,0
68,78,0.311,0.434,0.434,0,0,0,0,0.632,0,0,0.3
68,78,0.365,0.59,0.59,0,0,0.936,0,0.672,0,0.356,0
68,78,0.675,0.701,0.701,0,0.917,0,0.767,0.79,0.391,0.485,0.171
68,78,0.847,0.745,0.745,0,0.1,0,0,0.745,0,0,0.411
68,78,0.925,0.79,0.79,0,0,0,0,0.701,0,0,0.0428
68,78,0.579,0.768,0.768,0,0,0,0,0.602,0,0,0
68,78,0.206,0.656,0.656,0,0,0,0,0.509,0,0,0
68,78,0.115,0.556,0.556,0,0,0,0,0.489,0,0,0
68,78,0.0734,0.445,0.445,0,0,0,0,0.484,0,0,0.0428
68,78,0.0571,0.412,0.412,0,0,0,0,0.474,0,0,0
68,78,0.0489,0.412,0.412,0,0,0,0,0.465,0,0,0
71,76,0.0489,0.401,0.401,0,0,0,0,0.465,0,0,0.0857
71,76,0.0489,0.367,0.367,0,0,0,0,0.465,0,0,0.0428
65,80,0.0489,0.401,0.401,0,0,0,0,0.465,0,0,0.165
65,80,0.145,0.478,0.478,0,0,0,0,0.494,0,0,0
65,80,0.175,0.523,0.523,0.217,0,0,0,0.519,0,0,0.206
65,80,0.314,0.378,0.378,0.75,0,0,0,0.582,0,0,0.0732
68,78,0.317,0.256,0.256,0,0,0,0,0.582,0,0,0.246
68,78,0.308,0.267,0.267,0,0,0,0,0.582,0,0,0.0577
68,78,0.173,0.278,0.278,0,0,0,0,0.529,0,0,0.171
68,78,0.169,0.267,0.267,0,0,0,0,0.534,0,0,0.3
68,78,0.167,0.312,0.312,0,0,0,0,0.534,0,0,0.128
68,78,0.168,0.345,0.345,0,0,0,0,0.529,0,0,0
68,78,0.17,0.356,0.356,0.467,0,0,0,0.539,0,0,0.0428
68,78,0.311,0.434,0.434,0.5,0,0,0,0.632,0,0,0.3
68,78,0.523,0.59,0.59,0,0,0,0,0.775,0,0,0.0428
68,78,0.675,0.701,0.701,0,0,0,0,0.79,0,0,0
68,78,0.581,0.745,0.745,0,0.167,0,0,0.652,0.337,0,0.3
68,78,0.925,0.79,0.79,0,0.6,0,0,0.701,0.543,0,0
68,78,0.579,0.768,0.768,0,0,0,0,0.602,0,0,0.322
68,78,0.206,0.656,0.656,0,0,0,0,0.509,0,0,0
68,78,0.0489,0.556,0.556,0,0,0,0,0.465,0,0,0.171
68,78,0.0489,0.445,0.445,0,0,0,0,0.465,0,0,0
68,78,0.0489,0.412,0.412,0,0,0,0,0.465,0,0,0
68,78,0.0489,0.412,0.412,0,0,0,0,0.465,0,0,0
71,76,0.0489,0.401,0.401,0,0,0,0,0.465,0,0,0.0825
71,76,0.0489,0.367,0.367,0,0,0,0,0.465,0,0,0
65,80,0.0489,0.401,0.401,0,0,0,0,0.465,0,0,0
65,80,0.242,0.478,0.478,0,0,0,0,0.523,0,0,0.0582
65,80,0.302,0.523,0.523,0.483,0,0,0,0.572,0,0,0.118
65,80,0.314,0.378,0.378,0,0,0,0,0.582,0,0,0.076
68,78,0.317,0.256,0.256,0,0,0,0,0.582,0,0,0.0428
68,78,0.308,0.267,0.267,0,0,0,0,0.582,0,0,0
68,78,0.173,0.278,0.278,0,0,0,0,0.529,0,0,0.214
68,78,0.169,0.267,0.267,0,0,0,0,0.534,0,0,0.0857
68,78,0.286,0.312,0.312,0,0,0,0,0.602,0,0,0
68,78,0.168,0.345,0.345,0,0,0,0,0.529,0,0,0
68,78,0.17,0.356,0.356,0,0,0,0,0.539,0,0,0.0857
68,78,0.311,0.434,0.434,0,0,0,0,0.632,0,0,0.185
68,78,0.523,0.59,0.59,0,0,0,0,0.775,0,0,0.495
68,78,0.675,0.701,0.701,0,0,0,0,0.79,0,0,0.125
68,78,0.847,0.745,0.745,0,0,0,0,0.745,0,0,0.6
68,78,0.925,0.79,0.79,0,0,0,0,0.701,0,0,0.0857
68,78,0.844,0.768,0.768,0,0,0,0,0.671,0,0,0.0428
68,78,0.206,0.656,0.656,0,0,0,0,0.509,0,0,0.0857
68,78,0.0489,0.556,0.556,0,0,0,0,0.465,0,0,0.0428
68,78,0.0489,0.445,0.445,0,0,0,0,0.465,0,0,0
68,78,0.0489,0.412,0.412,0,0,0,0,0.465,0,0,0
68,78,0.0489,0.412,0.412,0,0,0,0,0.465,0,0,0
71,76,0.0489,0.401,0.401,0.217,0,0,0,0.465,0,0,0
71,76,0.0504,0.367,0.367,0.267,0,0,0,0.469,0,0,0
65,80,0.0806,0.401,0.401,0,0,0,0,0.474,0,0,0.311
65,80,0.242,0.478,0.478,0,0,0,0,0.523,0,0,0.0615
65,80,0.428,0.523,0.523,0,0,0,0,0.626,0,0,0.359
65,80,0.314,0.378,0.378,0,0,0,0,0.582,0,0,0.391
68,78,0.317,0.256,0.256,0,0,0,0,0.582,0,0,0
68,78,0.179,0.267,0.267,0,0,0,0,0.524,0,0,0
68,78,0.173,0.278,0.278,0,0,0.617,0.15,0.529,0,0.346,0.171
68,78,0.169,0.267,0.267,0,0,0,0.367,0.534,0,0.37,0.0428
68,78,0.167,0.312,0.312,0,0,0,0,0.534,0,0.439,0
68,78,0.168,0.345,0.345,0,0,0,0,0.529,0,0.278,0
68,78,0.17,0.356,0.356,0.217,0,0,0,0.539,0,0,0.0857
68,78,0.18,0.434,0.434,0.75,0,0,0,0.549,0,0,0.0857
68,78,0.207,0.59,0.59,0.467,0,0,0,0.569,0,0,0.171
68,78,0.675,0.701,0.701,0.25,0,0,0,0.79,0,0,0.214
68,78,0.847,0.745,0.745,0,0,0,0,0.745,0,0,0.0857
68,78,0.925,0.79,0.79,0,0,0,0,0.701,0,0,0.0857
68,78,0.579,0.768,0.768,0,0,0,0,0.602,0,0,0.0857
68,78,0.0489,0.656,0.656,0,0,0,0,0.465,0,0,0.0428
68,78,0.0489,0.556,0.556,0,0,0,0,0.465,0,0,0
68,78,0.0489,0.445,0.445,0,0,0,0,0.465,0,0,0
68,78,0.0489,0.412,0.412,0,0,0,0,0.465,0,0,0
68,78,0.0489,0.412,0.412,0,0,0,0,0.465,0,0,0
71,76,0.0489,0.401,0.401,0,0,0,0,0.465,0,0,0
71,76,0.0489,0.367,0.367,0,0,0,0,0.465,0,0,0
65,80,0.0489,0.401,0.401,0,0,0,0,0.465,0,0,0
65,80,0.0489,0.478,0.478,0,0,0,0,0.465,0,0,0.11
65,80,0.302,0.523,0.523,0.233,0,0,0,0.572,0,0,0.158
65,80,0.181,0.378,0.378,0,0,0.319,0,0.524,0,0.0878,0.331
68,78,0.317,0.256,0.256,0,0,0.617,0.4,0.582,0,0.215,0.113
68,78,0.308,0.267,0.267,0,0,0,0.367,0.582,0,0.495,0.0988
68,78,0.173,0.278,0.278,0,0,0,0,0.529,0,0,0.218
68,78,0.169,0.267,0.267,0,0,0,0,0.534,0,0,0.301
68,78,0.167,0.312,0.312,0,0,0,0,0.534,0,0,0.227
68,78,0.286,0.345,0.345,0.217,0,0,0,0.592,0,0,0.156
68,78,0.291,0.356,0.356,0.267,0,0.617,0.4,0.612,0,0.543,0
68,78,0.441,0.434,0.434,0,0,0,0.117,0.715,0,0.59,0.0428
68,78,0.523,0.59,0.59,0,0,0,0,0.775,0,0.51,0.128
68,78,0.675,0.701,0.701,0,0,0,0,0.79,0,0.549,0.514
68,78,0.847,0.745,0.745,0,0,0,0,0.745,0,0.312,0.255
68,78,0.925,0.79,0.79,0,0,0,0,0.701,0,0,0.214
68,78,0.579,0.768,0.768,0,0,0,0,0.602,0,0,0.128
68,78,0.363,0.656,0.656,0,0,0,0,0.553,0,0,0.214
68,78,0.115,0.556,0.556,0,0,0,0,0.489,0,0,0
68,78,0.0489,0.445,0.445,0,0,0,0,0.465,0,0,0
68,78,0.0489,0.412,0.412,0,0,0,0,0.465,0,0,0
68,78,0.0489,0.412,0.412,0,0,0,0,0.465,0,0,0
68,78,0.0489,0.401,0.401,0,0,0,0,0.465,0,0,0
68,78,0.0489,0.367,0.367,0,0,0,0,0.465,0,0,0
68,78,0.0806,0.401,0.401,0,0,0,0,0.474,0,0,0.0927
68,78,0.0489,0.478,0.478,0,0,0,0,0.465,0,0,0
68,78,0.0489,0.523,0.523,0,0,0,0,0.465,0,0,0
68,78,0.0489,0.378,0.378,0,0,0,0,0.465,0,0,0.214
68,78,0.0489,0.256,0.256,0,0,0,0,0.465,0,0,0
68,78,0.0489,0.267,0.267,0.217,0,0,0,0.465,0,0,0
68,78,0.297,0.278,0.278,1,0,0,0,0.592,0,0,0
68,78,0.408,0.267,0.267,0,0,0,0,0.671,0,0,0.0746
68,78,0.404,0.312,0.312,0,0,0,0,0.671,0,0,0.0858
68,78,0.405,0.345,0.345,0,0,0,0,0.656,0,0,0.238
68,78,0.412,0.356,0.356,0.233,0,0,0,0.686,0,0,0.173
68,78,0.441,0.434,0.434,0,0,0,0,0.715,0,0,0.351
68,78,0.523,0.59,0.59,0,0,0,0,0.775,0,0,0.176
68,78,0.675,0.701,0.701,0,0,0,0,0.79,0,0,0.128
68,78,0.847,0.745,0.745,0,0,0,0,0.745,0,0,0.0428
68,78,0.925,0.79,0.79,0,0,0,0,0.701,0,0,0.123
68,78,0.844,0.768,0.768,0,0,0,0,0.671,0,0,0.487
68,78,0.363,0.656,0.656,0,0,0,0,0.553,0,0,0.128
68,78,0.18,0.556,0.556,0,0,0,0,0.513,0,0,0.128
68,78,0.0978,0.445,0.445,0,0,0,0,0.503,0,0,0
68,78,0.0652,0.412,0.412,0,0,0,0,0.483,0,0,0
68,78,0.0489,0.412,0.412,0,0,0,0,0.473,0,0,0
68,78,0.0489,0.401,0.401,0,0,0,0,0.463,0,0,0.0857
68,78,0.0489,0.367,0.367,0,0,0,0,0.465,0,0,0
68,78,0.0489,0.401,0.401,0,0,0,0,0.465,0,0,0
68,78,0.0489,0.478,0.478,0,0,0,0,0.465,0,0,0
68,78,0.0489,0.523,0.523,0,0,0,0,0.465,0,0,0
68,78,0.181,0.378,0.378,0,0,0,0,0.524,0,0,0
68,78,0.183,0.256,0.256,0,0,0,0,0.524,0,0,0
68,78,0.438,0.267,0.267,0,0,0,0,0.641,0,0,0.119
68,78,0.421,0.278,0.278,0.467,0,0,0,0.656,0,0,0.0467
68,78,0.408,0.267,0.267,0.0167,0,0,0,0.671,0,0,0.137
68,78,0.286,0.312,0.312,0,0,0,0,0.602,0,0,0
68,78,0.286,0.345,0.345,0,0,0,0,0.592,0,0,0
68,78,0.291,0.356,0.356,0,0,0.298,0.65,0.612,0,0.315,0.262
68,78,0.311,0.434,0.434,0,0,0,0.117,0.632,0,0.536,0.286
68,78,0.365,0.59,0.59,0,0,0,0,0.672,0,0.41,0.0517
68,78,0.257,0.701,0.701,0,0,0,0,0.574,0,0.318,0.128
68,78,0.581,0.745,0.745,0,0,0,0,0.652,0,0.485,0.235
68,78,0.341,0.79,0.79,0,0,0,0,0.544,0,0.211,0.0428
68,78,0.579,0.768,0.768,0,0,0,0,0.602,0,0,0.128
68,78,0.521,0.656,0.656,0,0,0,0,0.596,0,0,0.3
68,78,0.18,0.556,0.556,0,0,0,0,0.513,0,0,0
68,78,0.0489,0.445,0.445,0,0,0,0,0.465,0,0,0
68,78,0.0489,0.412,0.412,0,0,0,0,0.465,0,0,0.0428
68,78,0.0489,0.412,0.412,0,0,0,0,0.465,0,0,0
71,76,0.0489,0.401,0.401,0,0,0,0,0.465,0,0,0
71,76,0.0489,0.367,0.367,0,0,0,0,0.465,0,0,0
65,80,0.0806,0.401,0.401,0.217,0,0,0,0.474,0,0,0.225
65,80,0.338,0.478,0.478,0.5,0,0,0,0.551,0,0,0.0825
65,80,0.302,0.523,0.523,0,0,0,0,0.572,0,0,0.0906
65,80,0.181,0.378,0.378,0,0,0,0,0.524,0,0,0.306
68,78,0.183,0.256,0.256,0,0,0,0,0.524,0,0,0.106
68,78,0.179,0.267,0.267,0,0,0,0,0.524,0,0,0.293
68,78,0.173,0.278,0.278,0,0,0,0,0.529,0,0,0.233
68,78,0.169,0.267,0.267,0.467,0,0,0,0.534,0,0,0.198
68,78,0.286,0.312,0.312,0.75,0,0,0,0.602,0,0,0.153
68,78,0.168,0.345,0.345,0,0,0,0,0.529,0,0,0.0428
68,78,0.17,0.356,0.356,0,0,0,0,0.539,0,0,0.0428
